"month","route_short_name","route_long_name","route_id","stop_name","on time","late","early"
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","(M) PJ435 WISMA MCIS",34,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","(M) PJ437 LRT ASIA JAYA",34,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ133 SHERATON PJ",9,17,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ138 PJS 4 (TIMUR)",22,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ139 PJS 4 (BARAT)",28,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ140 PJCC",27,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ141 PJ SOUTH CITY",25,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ143 SURAU MADRASATUL IMANIYA",28,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ210 HOTEL LISA DE INN",22,0,12
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ211 FLAT SEKSYEN 17 (SELATAN)",29,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ212 JAYA ONE MALL (OPP)",29,3,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ237 PUSAT ASASI UIA (SELATAN)",23,8,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ238 MASJID KOLEJ ISLAM",19,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ245 SMK SULTAN ABD SAMAD (TIMUR)",27,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ247 MAHSA UNIVERSITY (TIMUR)",26,0,4
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ248 PPUM MAIN GATE",27,2,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ249 PPUM (UTARA)",28,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ278 DIGITAL MALL SEKSYEN 14",34,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ302 QUILL 9",33,0,1
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ412 APT INAI COURT",9,4,9
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ413 UITM PJ (OPP)",26,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ415 TERMINAL BAS (OPP)",24,0,2
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ432 WISMA PERKESO (OPP)",25,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ434 DEWAN SIVIK MBPJ",27,0,5
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ439 SK SRI PETALING (OPP)",33,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ445 LRT TAMAN JAYA",1,1,24
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ448 SMK (P) ASSUNTA (OPP)",26,0,1
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ456 PERPUSTAKAAN KOMUNITI PJ (OPP)",26,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ460 KOMPLEKS ARENA PJ (OPP)",26,0,0
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ472 PJ CHURCH",19,6,1
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ474 SK LA SALLE (SELATAN)",17,0,11
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ730 FLAT DESA MENTARI",25,0,1
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ731 KTM KG DATO HARUN (UTARA)",23,0,1
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ733 TAMAN MAJU JAYA",4,0,18
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ734 TAMAN PETALING UTAMA",12,3,10
"2025-04","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ84 PJ WALK",0,0,27
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","(M) PJ437 LRT ASIA JAYA",6,0,16
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ210 HOTEL LISA DE INN",16,0,4
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ211 FLAT SEKSYEN 17 (SELATAN)",20,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ212 JAYA ONE MALL (OPP)",20,1,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ237 PUSAT ASASI UIA (SELATAN)",19,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ238 MASJID KOLEJ ISLAM",16,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ245 SMK SULTAN ABD SAMAD (TIMUR)",9,0,9
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ247 MAHSA UNIVERSITY (TIMUR)",13,0,7
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ251 UNIVERSITY TOWER",15,2,1
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ252 SK SULTAN ALAM SHAH 2",14,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ253 GERAK BUDAYA",9,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ278 DIGITAL MALL SEKSYEN 14",21,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ302 QUILL 9",18,1,3
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ312 MEDAN SELERA SEKSYEN 19",19,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ313 KOMERSIAL SEKSYEN 19",21,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ347 KOMERSIAL SS2 (POH KONG)",20,0,1
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ349 MEDAN SELERA SEKSYEN 19",21,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ439 SK SRI PETALING (OPP)",16,0,4
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ443 YAYASAN CANCERLINK",11,0,4
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ712 BALAI POLIS SEAPARK",19,0,0
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ716 MENARA AMFIRST",15,0,6
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ749 WISMA MCIS",19,0,2
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ771 KOMERSIAL SS2 (PUBLIC BANK)",14,0,6
"2025-04","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","SS2",21,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","7 ELEVEN",15,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","DATARAN GLOMAC",15,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","KUARTERS PDRM",6,0,5
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PETRONAS/SHELL (OPP)",5,0,11
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ183 PERUMAHAN SS 5B",4,0,8
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ186 RUMAH NO 57",0,0,12
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ202 PERUMAHAN SS 3",7,0,8
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ203 SMK SRI PERMATA",6,0,9
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ331 HIGHPARK SUITES",0,0,16
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ340 PERUMAHAN SS 1",13,0,2
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ341 SPG SS 1/32",8,0,7
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ342 SMK TAMAN SEA (OPP)",13,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ506 PERUMAHAN PDRM (OPP)",12,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ513 WISMA REHDA",5,0,11
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ633 SMK KELANA JAYA",9,0,7
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ770 PANGSAPURI PKNS (OPP)",15,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 159 (OPP)",14,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 24",16,0,0
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 28",17,0,12
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 52",13,0,2
"2025-04","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","YAYASAN TAIWAN BUDDIST (OPP)",12,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","(M) PJ318 SHELL SEKSYEN 51A",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","GALAXY OPTICARE",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ111 SPG SS 1/1D",16,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ112 WISMA SKPPK",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ113 SJKC SUNGAI WAY",18,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ116 PUSAT KOMERSIAL PJ21",18,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ186 RUMAH NO 57",15,0,1
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ187 RUMAH NO 107",16,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ192 SMK SRI PERMATA (OPP)",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ194 PERUMAHAN SS 3",19,0,1
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ195 KOMERSIAL SS 3",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ291 SMK SRI UTAMA",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ296 SMK (P) SRI AMAN",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ308 SHELL SEAPARK",18,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ309 HERBALINE SEAPARK",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ326 SEKSYEN 51A",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ327 PADANG PERMAINAN",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ334 RUMAH NO 9",18,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ335 RUMAH NO 35",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ342 SMK TAMAN SEA (OPP)",15,1,1
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ347 KOMERSIAL SS2 (POH KONG)",17,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ559 PJ ECO RECYCLE PLAZA",19,0,1
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ699 PBMM SJKC SG WAY (OPP)",17,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ711 PETRON SEAPARK (OPP)",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ712 BALAI POLIS SEAPARK",19,1,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ718 PETRON SEAPARK",16,1,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ720 BANGUNAN O'CONNOR (OPP)",19,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ747 SEKSYEN 51A (UTARA)",20,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ771 KOMERSIAL SS2 (PUBLIC BANK)",16,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","RUMAH NO 1",18,0,0
"2025-04","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","WISMA JAFER ZAIDI",19,0,1
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","(M) PJ726 JEJANTAS DAMANSARA UTAMA",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","10 BOULEVARD",0,2,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","BHP KAYU ARA",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","DATARAN PELANGI UTAMA",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","MASJID AL-MAMURIAH",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PELANGI UTAMA CONDOMINIUM",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PETRON KAYU ARA",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ342 SMK TAMAN SEA (OPP)",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ343 LRT TAMAN BAHAGIA",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ347 KOMERSIAL SS2 (POH KONG)",3,1,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ484 KDU (OPP)",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ490 ATRIA",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ508 ATRIA (OPP)",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ509 DAMANSARA JAYA (TENGAH)",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ510 KDU COLLEGE",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ532 ONE UTAMA LDP",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ536 FIRST AVENUE (OPP)",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ537 FIRST AVENUE",4,0,2
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ581 PETRON SEAPARK",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ626 BP SPECIALIST CENTRE",1,2,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ627 KDU DAMANSARA JAYA",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ723 JEJANTAS SS 22",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ780 MASJID KAYU ARA (OPP)",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ781 PANGSAPURI PELANGI ARA (OPP)",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ782 SK BANDAR UTAMA DAMANSARA 2",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ783 SMK BANDAR UTAMA",3,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ818 SMK DAMANSARA JAYA (OPP)",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SETERRA CONDOMINIUM",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SETERRA CONDOMINIUM (OPP)",2,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SMK BANDAR UTAMA (OPP)",4,0,0
"2025-04","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SMK DAMANSARA JAYA",3,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","(M) PJ22 KOMERSIAL BANDAR SRI DAMANSARA 7",8,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","KOMERSIAL SRI DAMANSARA",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","KOMERSIAL SRI DAMANSARA (OPP)",5,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","MAYBANK SRI DAMANSARA (OPP)",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ21 BANDAR SRI DAMANSARA 8",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ23 SJKC DESA JAYA",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ31 MEDAN SELERA SRI DAMANSARA",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ32 MEDAN SELERA SRI DAMANSARA (OPP)",5,3,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ36 TAMAN CENTRAL SPINE SD",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ37 BANDAR SRI DAMANSARA 7",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ371 THE CURVE (OPP)",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ372 LOTUS MUTIARA DAMANSARA (OPP)",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ373 RITZE PERDANA",7,2,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ375 PERDANA SHOPPING CENTRE",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ377 METROPOLITAN SQUARE",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ38 BANDAR SRI DAMANSARA 8",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ380 NEO DAMANSARA",6,2,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ381 LOTUS MUTIARA DAMANSARA",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ382 THE CURVE",7,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ49 APARTMENT LESTARI",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ52 APARTMENT IDAMAN",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ53 APARTMENT IMPIAN",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ532 ONE UTAMA LDP",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ533 IKEA (BARAT)",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ54 APARTMENT PERMAI",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ55 RESIDENSI SUASANA DAMAI (OPP)",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ62 APARTMENT LESTARI (OPP)",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ643 SOPHEA RESIDENCE (OPP)",6,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ644 SOPHEA RESIDENCE",8,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ784 SPHERE DAMANSARA",7,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ809 MRT MUTIARA DAMANSARA PINTU B",7,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ814 MRT MUTIARA DAMANSARA PINTU C",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ817 PERDANA EXCLUSIVE CONDO",9,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ822 OASIS BANDAR UTAMA",6,1,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ850 THE ZIZZ",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ863 KOMERSIAL BANDAR SRI DAMANSARA",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ864 SD APARTMENT",7,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","SK BANDAR SRI DAMANSARA",8,0,0
"2025-04","PJ06","Bandar Utama ~ Damansara Damai","P0060","SK BANDAR SRI DAMANSARA (OPP)",6,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ11 KEMENTERIAN PENGAJIAN TINGGI",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ185 TAMAN BOTANI PUTRAJAYA",0,0,3
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ186 TAMAN PUTRA PERDANA (TIMUR)",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ187 KOMPLEKS PARCEL E (BARAT)",3,2,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ188 DATARAN PAHLAWAN",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ189 KOMPLEKS KERAJAAN PARCEL D",4,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ19 HERIOT-WATT UNIVERSITY P5",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ190 KOMPLEKS B/ LAMAN PERDANA (TIMUR)",1,1,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ276 KOMPLEKS PARCEL E (UTARA)",3,4,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ327 PRESINT 5 (BARAT)",1,0,1
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ33 KEMENTERIAN PEMBANGUNAN LUAR BANDAR",3,1,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ34 DATARAN GEMILANG",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ35 KEMENTERIAN WANITA & MASYARAKAT",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ37 DATARAN GEMILANG",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ376 GALERIA PJH",4,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ38 KEMENTERIAN PEMBANGUNAN LUAR BANDAR (OPP)",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ39 MOTOCROSS CIRCUIT",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ40 GALERIA PJH",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ41 KEMENTERIAN PERTANIAN",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ42 PERBADANAN PUTRAJAYA (SELATAN)",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ43 PERBADANAN PUTRAJAYA (UTARA)",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ44 JABATAN PENDAFTARAN NEGARA",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ45 LEMBAGA PEMBIAYAAN PERUMAHAN (UTARA)",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ46 PERBENDAHARAAN 2 (UTARA)",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ47 MENARA PERKESO",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ48 PUTRA SQUARE",3,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ49 KEMENTERIAN KEWANGAN",4,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ5 PRESINT 5 (BARAT)",2,0,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ50 PERBENDAHARAAN 2 (SELATAN)",2,1,0
"2025-04","P101","Kompleks F ~ Presint 5","P1010","PPJ51 LEMBAGA PEMBIAYAAN PERUMAHAN (SELATAN)",3,1,0
