"month","route_short_name","route_long_name","route_id","stop_name","on time","late","early"
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD355 AMJ INDUSTRIAL PARK (SELATAN)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD356 DESA LATANIA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD36 TAMAN SRI MEWAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD38 TAMAN ALAM SHAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD39 TAMAN MENEGUN INDAH/SURAU HIDAYAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD4 TAMAN KLANG INDAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD40 TAMAN MENEGUN INDAH/SK TELOK MENEGON",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD42 TAMAN ALAM SHAH/KARYA RESIDENSI",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD43 TAMAN BIJAYA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD44 TAMAN RAJA NONG",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD45 MASJID DATUK DAGANG (OPP)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD46 TAMAN SHAHBANDARAYA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD47 TAMAN NAKHODA YUSOF",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD48 KISAS (OPP)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD49 ISTANA ALAM SHAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD5 TAMAN KANDIS PERMAI (UTARA)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD50 DEWAN MELAYU KLANG",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD51 SK KLANG",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD579 PLAZA MPK",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD580 WISMA HAFIZ",0,1,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD593 KOMERSIAL TAMAN SENTOSA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD6 TAMAN KANDIS PERMAI (SELATAN)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD7 TAMAN SENTOSA PERDANA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD8 SJKT BATU AMPAT",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","BD9 KG JAWA BATU 9",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","HOSPITAL PAKAR SENTOSA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","IMPIAN SENTOSA APARTMENT",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","IMPIAN SENTOSA APARTMENT (OPP)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","KILANG INTERGREEN",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","KILANG INTERGREEN (OPP)",0,0,1
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","KOMERSIAL TAMAN SENTOSA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","PASARAYA NSK",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","PASARAYA NSK (OPP)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","PERUMAHAN JALAN DATO ABDUL HAMID",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","PERUMAHAN JALAN PENDING",0,0,1
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA867 KG SG KANDIS (BARAT)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA868 GIANT (UTARA)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA869 GIANT (SELATAN)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA872 TAMAN KLANG INDAH",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA873 DESA LATANIA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA874 TAMAN KANDIS PERMAI (UTARA)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA876 TAMAN SENTOSA PERDANA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA877 SJKT BATU AMPAT (OPP)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA878 KG JAWA BATU 9",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA879 AMJ INDUSTRIAL PARK (UTARA)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SA880 AMJ INDUSTRIAL PARK (SELATAN)",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","SJKC KONG HOE",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","TAMAN CAMELIA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","TAMAN MEWAH JAYA",1,0,0
"2025-04","KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040","TAMAN SENTOSA PERDANA",0,0,1
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","(M) SA237 PANGSAPURI PERDANA",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","AEON MALL SHAH ALAM",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","AEON MALL SHAH ALAM (OPP)",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","CONDOMINIUM PRIMA U1",4,1,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","DEWAN JENJAROM",2,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","DEWAN JENJAROM (OPP)",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","KTM BATU 3",4,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","MASJID NEGERI",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","MSU",1,2,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","MSU (OPP)",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","PLAZA SHAH ALAM",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","POLITEKNIK SSAAS (OPP)",0,3,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","PUSAT AKUATIK",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","PUSAT AKUATIK SEKSYEN 13",4,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA131 KG KEBUN BUNGA/PETRON",2,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA132 AVENUE CREST (OPP)",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA133 KG KEBUN BUNGA (UTARA)",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA18 WISMA PKPS",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA19 GRAND BLUEWAVE",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA22 SMA TENGKU AMPUAN JEMAAH",2,1,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA242 METIA RESIDENCES",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA247 PUSAT KOMERSIAL SEKSYEN 13",5,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA254 PUSAT KOMERSIAL WORLDWIDE",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA255 PUSAT KOMERSIAL WORLDWIDE (OPP)",4,1,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA367 DATARAN KEMERDEKAAN",4,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA368 BALAI POLIS SEKSYEN 11",2,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA386 AVENUE CREST",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA48 KOMERSIAL SEKSYEN 9",4,1,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA752 POLITEKNIK SSAAS",2,3,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA854 KOMPLEKS PKNS SHAH ALAM",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA855 WISMA MBSA (OPP)",4,2,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA856 WISMA MBSA",4,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SA962 KG KEBUN BUNGA (SELATAN)",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SJ573 KILANG GULA CSR",3,0,0
"2025-04","SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020","SJ574 APARTMENT INDAHRIA",3,2,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","BLOK 72 SEKSYEN 24",14,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","DEWAN BERINGIN SEKSYEN 24",14,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","DEWAN MBSA SEKSYEN 18",15,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","DEWAN MBSA SEKSYEN 18 (OPP)",12,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","FLAT PKNS BLOK 79 (SEKSYEN 24)",15,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","KOMERSIAL SEKSYEN 18",10,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","MASJID AL-AZHARIAH",11,1,1
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","MASJID AL-AZHARIAH (OPP)",14,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","MASJID ALHIDAYAH (OPP)",14,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA431 MASJID NAHDHAH AL-ISLAM (OPP)",11,0,3
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA432 FLAT BLOK 6 SEKSYEN 18",15,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA433 SEKSYEN 18  (SELATAN)",15,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA439 FLAT BLOK 6 (OPP)",13,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA440 MASJID NAHDHAH AL-ISLAM",10,0,3
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA479 PUSAT JAGAAN ALHAFIZ",2,0,13
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA481 KOLEJ TINGKATAN ENAM SHAH ALAM",13,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA484 KOMERSIAL SEKSYEN 24",14,0,1
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA544 FLAT SEKSYEN 24",8,0,6
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA545 PANGSAPURI PKNS BLOK 12",12,1,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA546 KOLEJ UITM SEKSYEN 18",12,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA547 JPS SELANGOR",8,0,7
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA592 JPS SELANGOR",9,0,4
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA593 KOLEJ UITM SEKSYEN 18",14,1,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SA594 PETRON SEKSYEN 18",11,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","SJKT SG RENGGAM",15,0,0
"2025-04","SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030","TERMINAL SEKSYEN 17",13,0,1
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","I CITY PARK",1,0,2
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","I-CITY MALL",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","KAWASAN INDUSTRI SEKSYEN 7",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","PUSPAKOM/JPJ SELANGOR",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA263 WISMA TAMING SARI UITM",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA265 KOLEJ CEMPAKA",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA266 KOLEJ SEROJA",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA268 FAKULTI SAINS",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA269 FAKULTI SAINS KOMPUTER",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA271 DATARAN CENDEKIA",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA272 PUSAT KESIHATAN UITM",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA273 KOMERSIAL SEKSYEN 7",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA274 MIDLANDS CONVENTION CENTRE (OPP)",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA283 MASJID SEKSYEN 7",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA284 SK SEKSYEN 7 (OPP)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA285 PANGSAPURI NILAM SARI (OPP)",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA300 TASIK SEKSYEN 7",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA340 ALAM AVENUE SEKSYEN 16",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA341 ALAM AVENUE SEKSYEN 16",0,3,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA342 SRA SEKSYEN 16",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA36 HOSPITAL SHAH ALAM (OPP)",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA37 SHELL/PETRON SEKSYEN 7",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA548 FLAT PKNS SEKSYEN 17",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA549 SEKSYEN 17 (TIMUR)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA550 SEKSYEN 17 (SELATAN)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA554 SK SEKSYEN 17 (SELATAN)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA560 UITM SEKSYEN 17",1,1,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA561 ALAM RESIDENTIALS (BARAT)",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA564 SMK SEKSYEN 16",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA565 ALAM D16 (UTARA)",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA566 PASAR MBSA SEKSYEN 16 (OPP)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA569 PANGSAPURI ANGGERIK INDAH",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA574 PANGSAPURI ANGGERIK INDAH (OPP)",1,1,1
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA577 PASAR MBSA SEKSYEN 16",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA578 ALAM D16 (UTARA)",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA579 SMK SEKSYEN 16 (OPP)",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA580 ALAM RESIDENTIALS (BARAT)",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA589 UITM SEKSYEN 17",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA590 COLUMBIA HOSPITAL",1,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA601 KTM/SK PADANG JAWA",1,0,1
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA788 UITM SHAH ALAM (BARAT)",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA792 KUARTERS SUK (OPP)",0,0,1
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA865 PUSAT KOMERSIAL SEKSYEN 7 (TIMUR)",3,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA866 KUARTERS SUK",2,0,0
"2025-04","SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040","SA943 DATARAN TUANKU FAUZIAH",3,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","(M) SA237 PANGSAPURI PERDANA",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","(M) SA504 SPACE U8 MALL (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","(M) SA509 SPACE U8 MALL",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","KOMERSIAL BUKIT JELUTONG",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","KOMPLEKS SMS",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","KOMPLEKS SMS (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","MASJID AL ITISAM",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","MSU (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","PANGSAPURI ILHAM",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","PANGSAPURI ILHAM (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","PANGSAPURI JAYA",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","PANGSAPURI JAYA (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","PUSAT KOMERSIAL D'BAYU",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","RADIA GALLERY",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","RADIA RESIDENCE",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","RADIA RESIDENCE (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA242 METIA RESIDENCES",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA247 PUSAT KOMERSIAL SEKSYEN 13",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA498 MONFORT (OPP)",0,1,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA499 PANGSAPURI SRI MELEWAR (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA502 SK TTDI JAYA",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA503 SEKSYEN U8",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA505 BOMBA BUKIT JELUTONG (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA506 BUKIT JELUTONG (TIMUR)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA507 BUKIT JELUTONG (TIMUR)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA508 BOMBA BUKIT JELUTONG",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA510 SEKSYEN U8",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA511 SK TTDI JAYA (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA514 PANGSAPURI SRI MELEWAR",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA515 MONFORT",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA517 KOMERSIAL D'PANGKIN",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA752 POLITEKNIK SSAAS",0,1,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA947 GIANT SEKSYEN 13",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SA985 BRUNSFIELD RIVERVIEW",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SK BUKIT JELUTONG (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SMK BUKIT JELUTONG",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SMK BUKIT JELUTONG (OPP)",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SMK TTDI JAYA",1,0,0
"2025-04","SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050","SMK TTDI JAYA (OPP)",1,0,0
"2025-04","SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060","GAMUDA WALK MALL",11,1,0
"2025-04","SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060","PANGSAPURI SRI KEMUNING (UTARA)",9,0,0
"2025-04","SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060","PERUMAHAN KEMUNING PERMAI",4,1,7
"2025-04","SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060","SA191 MERANTI TERRACE",4,8,0
"2025-04","SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060","SA196 PUSAT PERNIAGAAN KOTA KEMUNING",4,1,6
