route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI
T586,2026-04,286,271,15,0,0.0243645030677444,0.947552447552448,0.9245
T587,2026-04,231,227,2,2,0.0233186501896013,0.982683982683983,0.9598
T588,2026-04,233,213,15,5,0.0762823965436241,0.914163090128755,0.8444
T589,2026-04,197,181,13,3,0.0492968024378541,0.918781725888325,0.8735
T772,2026-04,219,190,25,4,0.18816894596301,0.867579908675799,0.7043
T801,2026-04,257,250,2,5,0.18757439687458,0.972762645914397,0.7903
T802,2026-04,320,305,7,8,0.128568817642241,0.953125,0.8306
T803,2026-04,147,139,2,6,0.154411658892065,0.945578231292517,0.7996
T804,2026-04,63,57,4,2,0.050313490433774,0.904761904761905,0.8592
T805,2026-04,246,228,17,1,0.0397414888494976,0.926829268292683,0.89
T807,2026-04,658,604,36,18,0.0769617081450497,0.917933130699088,0.8473
T808,2026-04,78,74,4,0,0.039645527880822,0.948717948717949,0.9111
T809,2026-04,273,259,13,1,0.013298424650951,0.948717948717949,0.9361
T810,2026-04,146,124,19,3,0.134545369172336,0.849315068493151,0.735
T811,2026-04,195,191,4,0,0.00321593419610944,0.979487179487179,0.9763
T812,2026-04,163,149,14,0,0.055114217254552,0.914110429447853,0.8637
T813,2026-04,456,441,11,4,0.0118676261218248,0.967105263157895,0.9556
T814,2026-04,184,178,5,1,0.0185472123501756,0.967391304347826,0.9494
T815,2026-04,422,393,19,10,0.123006662909981,0.931279620853081,0.8167
T816,2026-04,144,132,8,4,0.117217839037009,0.916666666666667,0.8092
T817,2026-04,296,273,17,6,0.0894698689033128,0.922297297297297,0.8398
T818,2026-04,246,231,8,7,0.0766728505450484,0.939024390243902,0.867
T821,2026-04,271,242,26,3,0.0955750868395218,0.892988929889299,0.8076
T852,2026-04,759,672,81,6,0.0700243596589966,0.885375494071146,0.8234
