route_id,date,month,BPI,route_short_name,route_long_name
T7800,2025-12-01,2025-12,0.8884,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2025-12-01,2025-12,0.7496,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2025-12-01,2025-12,0.8815,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2025-12-01,2025-12,0.7756,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2025-12-01,2025-12,0.93,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2025-12-01,2025-12,1,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2025-12-01,2025-12,0.9907,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7910,2025-12-01,2025-12,0.9824,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2025-12-01,2025-12,0,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2025-12-01,2025-12,0.1586,T851,KL Sentral ~ Parlimen
U1510,2025-12-01,2025-12,0.6459,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2025-12-01,2025-12,0.5892,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2025-12-01,2025-12,0.8545,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2025-12-01,2025-12,0.82,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2025-12-01,2025-12,0.9098,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2025-12-01,2025-12,0.686,200,UIA Gombak ~ SOGO KL
U2020,2025-12-01,2025-12,0.4775,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2025-12-01,2025-12,0.4949,220,Taman Melawati ~ Lebuh Ampang
U2220,2025-12-01,2025-12,0.3211,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2025-12-01,2025-12,0.9551,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2025-12-01,2025-12,0.7922,251,AU3 Jentayu ~ Chow Kit
U2538,2025-12-01,2025-12,0.3838,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2025-12-01,2025-12,0.7727,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2025-12-01,2025-12,0.837,300,Terminal Maluri ~ Lebuh Ampang
U3020,2025-12-01,2025-12,0.8918,302,Titiwangsa ~ KLCC
U3030,2025-12-01,2025-12,0.9918,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2025-12-01,2025-12,0.3706,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2025-12-01,2025-12,0.7195,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2025-12-01,2025-12,0.838,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2025-12-01,2025-12,0.8474,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2025-12-01,2025-12,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2025-12-01,2025-12,0.848,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2025-12-01,2025-12,0.4675,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2025-12-01,2025-12,0.7639,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2025-12-01,2025-12,0.5932,600,Puchong Utama ~ Hab Pasar Seni
U6400,2025-12-01,2025-12,0.8173,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2025-12-01,2025-12,0.8274,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2025-12-01,2025-12,0.7813,650,Taman Desa ~ Hab Pasar Seni
U6510,2025-12-01,2025-12,0.8023,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2025-12-01,2025-12,0.8126,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2025-12-01,2025-12,0.8368,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2025-12-01,2025-12,0.6539,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2025-12-01,2025-12,0.8146,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2025-12-01,2025-12,0.8781,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2025-12-01,2025-12,0.8289,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2025-12-01,2025-12,0.7426,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2025-12-01,2025-12,0,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2025-12-01,2025-12,0.7302,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2025-12-01,2025-12,0.9239,780,Kota Damansara ~ Hab Pasar Seni
U7828,2025-12-01,2025-12,0.8324,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2025-12-01,2025-12,0.8006,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2025-12-01,2025-12,0.8525,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2025-12-01,2025-12,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2025-12-02,2025-12,0,P101,Kompleks F ~ Presint 5
P1020,2025-12-02,2025-12,0,P102,Presint 11 ~ Kompleks E
P1030,2025-12-02,2025-12,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2025-12-02,2025-12,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2025-12-02,2025-12,0,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2025-12-02,2025-12,0,P106,Presint 4 ~ Kompleks E
P1080,2025-12-02,2025-12,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2025-12-02,2025-12,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2025-12-02,2025-12,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2025-12-02,2025-12,0.6622,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2025-12-02,2025-12,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2025-12-02,2025-12,0,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2025-12-02,2025-12,0.316,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2240,2025-12-02,2025-12,0,T224,Stesen LRT Dato Keramat ~ Desa Pandan
T2500,2025-12-02,2025-12,0.7597,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2025-12-02,2025-12,0.3059,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2025-12-02,2025-12,0.1911,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2025-12-02,2025-12,0.859,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2025-12-02,2025-12,0.7842,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2025-12-02,2025-12,0.7505,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2025-12-02,2025-12,0.449,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2025-12-02,2025-12,0,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2025-12-02,2025-12,0,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2025-12-02,2025-12,1,T406,Cheras Batu 10 ~ Pangsun
T5718,2025-12-02,2025-12,0.3972,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2025-12-02,2025-12,0,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2025-12-02,2025-12,0.7625,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2025-12-02,2025-12,0.7431,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2025-12-02,2025-12,0.629,T601,Puchong Utama ~ Puchong Prima
T6030,2025-12-02,2025-12,0,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6050,2025-12-02,2025-12,0,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2025-12-02,2025-12,0,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2025-12-02,2025-12,0.7693,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2025-12-02,2025-12,0.9309,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2025-12-02,2025-12,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2025-12-02,2025-12,0.9109,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2025-12-02,2025-12,0,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2025-12-02,2025-12,0.9153,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2025-12-02,2025-12,0,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2025-12-02,2025-12,0.4143,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2025-12-02,2025-12,0.8035,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2025-12-02,2025-12,0.4818,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2025-12-02,2025-12,0.8606,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7890,2025-12-02,2025-12,0,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7910,2025-12-02,2025-12,0,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2025-12-02,2025-12,0,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2025-12-02,2025-12,0.2382,T851,KL Sentral ~ Parlimen
U1510,2025-12-02,2025-12,0.6317,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2025-12-02,2025-12,0.1537,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2025-12-02,2025-12,0,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2025-12-02,2025-12,0.8115,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2025-12-02,2025-12,0.8009,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2025-12-02,2025-12,0.3424,200,UIA Gombak ~ SOGO KL
U2020,2025-12-02,2025-12,0.0277,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2025-12-02,2025-12,0,220,Taman Melawati ~ Lebuh Ampang
U2220,2025-12-02,2025-12,0.6378,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2025-12-02,2025-12,0.5859,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2025-12-02,2025-12,0,251,AU3 Jentayu ~ Chow Kit
U2538,2025-12-02,2025-12,0.5487,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2025-12-02,2025-12,0,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2025-12-02,2025-12,0,300,Terminal Maluri ~ Lebuh Ampang
U3020,2025-12-02,2025-12,0.0834,302,Titiwangsa ~ KLCC
U3030,2025-12-02,2025-12,0.6544,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2025-12-02,2025-12,0,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2025-12-02,2025-12,0,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2025-12-02,2025-12,0,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2025-12-02,2025-12,0.8871,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2025-12-02,2025-12,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2025-12-02,2025-12,0,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2025-12-02,2025-12,0,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2025-12-02,2025-12,0.7451,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2025-12-02,2025-12,0.595,600,Puchong Utama ~ Hab Pasar Seni
U6400,2025-12-02,2025-12,0.6515,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2025-12-02,2025-12,0.7736,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2025-12-02,2025-12,0,650,Taman Desa ~ Hab Pasar Seni
U6510,2025-12-02,2025-12,0,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2025-12-02,2025-12,0.7162,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2025-12-02,2025-12,0,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2025-12-02,2025-12,0.7457,751,Taman Sri Muda ~ Hab Pasar Seni
U7548,2025-12-02,2025-12,0,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2025-12-02,2025-12,0,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2025-12-02,2025-12,0,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2025-12-02,2025-12,0.694,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2025-12-02,2025-12,0.323,780,Kota Damansara ~ Hab Pasar Seni
U7828,2025-12-02,2025-12,0.8413,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2025-12-02,2025-12,0.4718,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2025-12-02,2025-12,0,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2025-12-02,2025-12,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2025-12-03,2025-12,0.1718,P101,Kompleks F ~ Presint 5
P1020,2025-12-03,2025-12,0.5402,P102,Presint 11 ~ Kompleks E
P1030,2025-12-03,2025-12,0.3312,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2025-12-03,2025-12,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2025-12-03,2025-12,0,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2025-12-03,2025-12,0.7822,P106,Presint 4 ~ Kompleks E
P1080,2025-12-03,2025-12,0.8105,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2025-12-03,2025-12,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2025-12-03,2025-12,0.4175,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2025-12-03,2025-12,0.7906,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2025-12-03,2025-12,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2025-12-03,2025-12,0.454,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2025-12-03,2025-12,0.9557,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2240,2025-12-03,2025-12,0.3733,T224,Stesen LRT Dato Keramat ~ Desa Pandan
T2500,2025-12-03,2025-12,0.7455,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2025-12-03,2025-12,0.5388,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2025-12-03,2025-12,0,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2025-12-03,2025-12,0.8251,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2025-12-03,2025-12,0.724,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2025-12-03,2025-12,0.7221,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2025-12-03,2025-12,0.5922,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2025-12-03,2025-12,0,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2025-12-03,2025-12,0,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2025-12-03,2025-12,0.7571,T406,Cheras Batu 10 ~ Pangsun
T5718,2025-12-03,2025-12,0.4955,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2025-12-03,2025-12,0.6782,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2025-12-03,2025-12,0.7685,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2025-12-03,2025-12,0.523,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2025-12-03,2025-12,0.7375,T601,Puchong Utama ~ Puchong Prima
T6030,2025-12-03,2025-12,0.6897,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6040,2025-12-03,2025-12,0.864,T604,Stesen LRT Perindustrian Puchong ~ Taman Kinrara
T6050,2025-12-03,2025-12,0.772,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2025-12-03,2025-12,0.647,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2025-12-03,2025-12,0.6686,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2025-12-03,2025-12,0.7633,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2025-12-03,2025-12,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2025-12-03,2025-12,0.8321,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2025-12-03,2025-12,0,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2025-12-03,2025-12,0.9374,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7810,2025-12-03,2025-12,0.9224,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2025-12-03,2025-12,0.7594,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2025-12-03,2025-12,0,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2025-12-03,2025-12,0.8763,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2025-12-03,2025-12,1,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2025-12-03,2025-12,0,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2025-12-03,2025-12,1,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2025-12-03,2025-12,0.6632,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2025-12-03,2025-12,0,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2025-12-03,2025-12,0.1432,T851,KL Sentral ~ Parlimen
U1510,2025-12-03,2025-12,0.5435,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2025-12-03,2025-12,0.625,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2025-12-03,2025-12,0.7993,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2025-12-03,2025-12,0.8096,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2025-12-03,2025-12,0.9096,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2025-12-03,2025-12,0.1623,200,UIA Gombak ~ SOGO KL
U2020,2025-12-03,2025-12,0.8314,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2025-12-03,2025-12,0,220,Taman Melawati ~ Lebuh Ampang
U2220,2025-12-03,2025-12,0.7404,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2025-12-03,2025-12,0.9032,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2025-12-03,2025-12,0.5396,251,AU3 Jentayu ~ Chow Kit
U2538,2025-12-03,2025-12,0.485,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2025-12-03,2025-12,0.3716,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2025-12-03,2025-12,0,300,Terminal Maluri ~ Lebuh Ampang
U3020,2025-12-03,2025-12,0.8115,302,Titiwangsa ~ KLCC
U3030,2025-12-03,2025-12,0.6406,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2025-12-03,2025-12,0.7011,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2025-12-03,2025-12,0.5999,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2025-12-03,2025-12,0.6831,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2025-12-03,2025-12,0.8002,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2025-12-03,2025-12,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2025-12-03,2025-12,0.6981,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2025-12-03,2025-12,0,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2025-12-03,2025-12,0.7083,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2025-12-03,2025-12,0.5968,600,Puchong Utama ~ Hab Pasar Seni
U6400,2025-12-03,2025-12,0.7593,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2025-12-03,2025-12,0.6387,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2025-12-03,2025-12,0.7366,650,Taman Desa ~ Hab Pasar Seni
U6510,2025-12-03,2025-12,0.2773,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2025-12-03,2025-12,0.8746,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2025-12-03,2025-12,0.8797,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2025-12-03,2025-12,0.1569,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2025-12-03,2025-12,0.7772,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2025-12-03,2025-12,0.8996,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2025-12-03,2025-12,0,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2025-12-03,2025-12,0.588,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2025-12-03,2025-12,0.6041,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2025-12-03,2025-12,0.6595,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2025-12-03,2025-12,0,780,Kota Damansara ~ Hab Pasar Seni
U7828,2025-12-03,2025-12,0.6523,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2025-12-03,2025-12,0,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2025-12-03,2025-12,0.7716,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2025-12-03,2025-12,0.2302,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2025-12-04,2025-12,0,P101,Kompleks F ~ Presint 5
P1020,2025-12-04,2025-12,0.5283,P102,Presint 11 ~ Kompleks E
P1030,2025-12-04,2025-12,0.3829,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2025-12-04,2025-12,0.5665,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2025-12-04,2025-12,0,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2025-12-04,2025-12,0,P106,Presint 4 ~ Kompleks E
P1080,2025-12-04,2025-12,0.8425,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2025-12-04,2025-12,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2025-12-04,2025-12,0.8304,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2025-12-04,2025-12,0.7228,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2025-12-04,2025-12,0.9144,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2025-12-04,2025-12,0.6529,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2025-12-04,2025-12,0.9661,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
