"month","route_short_name","route_long_name","route_id","stop_name","early","late","on time"
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","(M) PJ435 WISMA MCIS",1,1,34
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","(M) PJ437 LRT ASIA JAYA",0,1,36
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ133 SHERATON PJ",0,22,10
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ138 PJS 4 (TIMUR)",0,0,7
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ139 PJS 4 (BARAT)",0,0,18
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ140 PJCC",0,0,20
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ141 PJ SOUTH CITY",0,0,21
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ143 SURAU MADRASATUL IMANIYA",0,0,22
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ210 HOTEL LISA DE INN",6,0,31
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ211 FLAT SEKSYEN 17 (SELATAN)",0,0,36
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ212 JAYA ONE MALL (OPP)",0,2,33
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ237 PUSAT ASASI UIA (SELATAN)",0,5,27
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ238 MASJID KOLEJ ISLAM",0,0,21
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ245 SMK SULTAN ABD SAMAD (TIMUR)",0,1,27
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ247 MAHSA UNIVERSITY (TIMUR)",3,1,32
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ248 PPUM MAIN GATE",0,2,31
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ249 PPUM (UTARA)",0,1,34
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ278 DIGITAL MALL SEKSYEN 14",0,0,36
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ302 QUILL 9",0,0,34
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ412 APT INAI COURT",5,1,15
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ413 UITM PJ (OPP)",0,0,24
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ415 TERMINAL BAS (OPP)",0,0,24
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ432 WISMA PERKESO (OPP)",0,0,19
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ434 DEWAN SIVIK MBPJ",3,0,26
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ439 SK SRI PETALING (OPP)",0,0,34
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ445 LRT TAMAN JAYA",26,2,1
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ448 SMK (P) ASSUNTA (OPP)",1,0,30
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ456 PERPUSTAKAAN KOMUNITI PJ (OPP)",1,0,22
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ460 KOMPLEKS ARENA PJ (OPP)",0,0,17
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ472 PJ CHURCH",0,6,27
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ474 SK LA SALLE (SELATAN)",10,1,24
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ730 FLAT DESA MENTARI",4,0,13
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ731 KTM KG DATO HARUN (UTARA)",4,0,18
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ733 TAMAN MAJU JAYA",13,0,6
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ734 TAMAN PETALING UTAMA",9,0,12
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ757 WISMA IEM",0,0,1
"2025-07","PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010","PJ84 PJ WALK",19,0,5
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","(M) PJ437 LRT ASIA JAYA",22,0,5
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ210 HOTEL LISA DE INN",7,0,18
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ211 FLAT SEKSYEN 17 (SELATAN)",0,0,25
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ212 JAYA ONE MALL (OPP)",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ237 PUSAT ASASI UIA (SELATAN)",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ238 MASJID KOLEJ ISLAM",0,0,20
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ245 SMK SULTAN ABD SAMAD (TIMUR)",12,0,9
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ247 MAHSA UNIVERSITY (TIMUR)",2,0,24
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ251 UNIVERSITY TOWER",3,2,21
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ252 SK SULTAN ALAM SHAH 2",0,0,21
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ253 GERAK BUDAYA",0,0,13
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ278 DIGITAL MALL SEKSYEN 14",0,0,25
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ302 QUILL 9",5,0,21
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ312 MEDAN SELERA SEKSYEN 19",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ313 KOMERSIAL SEKSYEN 19",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ347 KOMERSIAL SS2 (POH KONG)",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ349 MEDAN SELERA SEKSYEN 19",2,0,24
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ439 SK SRI PETALING (OPP)",0,0,26
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ443 YAYASAN CANCERLINK",11,0,13
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ712 BALAI POLIS SEAPARK",0,0,25
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ716 MENARA AMFIRST",3,0,23
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ749 WISMA MCIS",0,0,27
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","PJ771 KOMERSIAL SS2 (PUBLIC BANK)",6,0,20
"2025-07","PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020","SS2",0,1,24
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","7 ELEVEN",2,0,18
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","DATARAN GLOMAC",0,0,21
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","KUARTERS PDRM",7,0,5
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PETRONAS/SHELL (OPP)",11,0,10
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ183 PERUMAHAN SS 5B",14,0,6
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ186 RUMAH NO 57",9,0,1
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ202 PERUMAHAN SS 3",11,0,10
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ203 SMK SRI PERMATA",8,0,12
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ331 HIGHPARK SUITES",20,0,1
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ340 PERUMAHAN SS 1",1,0,18
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ341 SPG SS 1/32",7,1,11
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ342 SMK TAMAN SEA (OPP)",0,0,14
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ506 PERUMAHAN PDRM (OPP)",0,0,17
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ513 WISMA REHDA",10,0,11
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ633 SMK KELANA JAYA",10,0,11
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","PJ770 PANGSAPURI PKNS (OPP)",0,0,19
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 159 (OPP)",0,0,21
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 24",0,0,20
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 28",11,0,30
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","RUMAH NO 52",1,0,20
"2025-07","PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030","YAYASAN TAIWAN BUDDIST (OPP)",0,0,16
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","(M) PJ318 SHELL SEKSYEN 51A",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","GALAXY OPTICARE",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ111 SPG SS 1/1D",0,0,12
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ112 WISMA SKPPK",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ113 SJKC SUNGAI WAY",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ116 PUSAT KOMERSIAL PJ21",0,0,13
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ186 RUMAH NO 57",0,0,13
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ187 RUMAH NO 107",0,0,9
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ192 SMK SRI PERMATA (OPP)",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ194 PERUMAHAN SS 3",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ195 KOMERSIAL SS 3",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ291 SMK SRI UTAMA",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ296 SMK (P) SRI AMAN",0,0,12
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ308 SHELL SEAPARK",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ309 HERBALINE SEAPARK",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ326 SEKSYEN 51A",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ327 PADANG PERMAINAN",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ334 RUMAH NO 9",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ335 RUMAH NO 35",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ342 SMK TAMAN SEA (OPP)",0,1,11
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ347 KOMERSIAL SS2 (POH KONG)",0,0,11
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ559 PJ ECO RECYCLE PLAZA",1,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ699 PBMM SJKC SG WAY (OPP)",0,0,13
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ711 PETRON SEAPARK (OPP)",0,0,14
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ712 BALAI POLIS SEAPARK",0,2,12
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ718 PETRON SEAPARK",0,1,11
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ720 BANGUNAN O'CONNOR (OPP)",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ747 SEKSYEN 51A (UTARA)",0,0,15
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","PJ771 KOMERSIAL SS2 (PUBLIC BANK)",0,0,11
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","RUMAH NO 1",0,0,12
"2025-07","PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040","WISMA JAFER ZAIDI",0,0,15
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","(M) PJ726 JEJANTAS DAMANSARA UTAMA",0,1,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","10 BOULEVARD",0,5,7
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","BHP KAYU ARA",0,1,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","DATARAN PELANGI UTAMA",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","MASJID AL-MAMURIAH",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PELANGI UTAMA CONDOMINIUM",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PETRON KAYU ARA",1,3,7
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ342 SMK TAMAN SEA (OPP)",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ343 LRT TAMAN BAHAGIA",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ347 KOMERSIAL SS2 (POH KONG)",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ484 KDU (OPP)",0,1,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ490 ATRIA",0,1,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ508 ATRIA (OPP)",0,0,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ509 DAMANSARA JAYA (TENGAH)",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ510 KDU COLLEGE",0,0,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ532 ONE UTAMA LDP",0,0,3
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ536 FIRST AVENUE (OPP)",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ537 FIRST AVENUE",2,0,10
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ581 PETRON SEAPARK",0,2,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ626 BP SPECIALIST CENTRE",0,7,6
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ627 KDU DAMANSARA JAYA",0,0,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ723 JEJANTAS SS 22",0,0,13
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ780 MASJID KAYU ARA (OPP)",0,1,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ781 PANGSAPURI PELANGI ARA (OPP)",0,0,11
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ782 SK BANDAR UTAMA DAMANSARA 2",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ783 SMK BANDAR UTAMA",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","PJ818 SMK DAMANSARA JAYA (OPP)",0,1,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SETERRA CONDOMINIUM",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SETERRA CONDOMINIUM (OPP)",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SMK BANDAR UTAMA (OPP)",0,0,12
"2025-07","PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050","SMK DAMANSARA JAYA",0,2,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","(M) PJ22 KOMERSIAL BANDAR SRI DAMANSARA 7",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","KOMERSIAL SRI DAMANSARA",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","KOMERSIAL SRI DAMANSARA (OPP)",0,0,6
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","MAYBANK SRI DAMANSARA (OPP)",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ21 BANDAR SRI DAMANSARA 8",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ23 SJKC DESA JAYA",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ31 MEDAN SELERA SRI DAMANSARA",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ32 MEDAN SELERA SRI DAMANSARA (OPP)",0,5,6
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ36 TAMAN CENTRAL SPINE SD",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ37 BANDAR SRI DAMANSARA 7",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ371 THE CURVE (OPP)",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ372 LOTUS MUTIARA DAMANSARA (OPP)",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ373 RITZE PERDANA",0,1,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ375 PERDANA SHOPPING CENTRE",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ377 METROPOLITAN SQUARE",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ38 BANDAR SRI DAMANSARA 8",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ380 NEO DAMANSARA",0,2,8
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ381 LOTUS MUTIARA DAMANSARA",0,1,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ382 THE CURVE",0,1,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ49 APARTMENT LESTARI",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ52 APARTMENT IDAMAN",0,1,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ53 APARTMENT IMPIAN",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ532 ONE UTAMA LDP",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ533 IKEA (BARAT)",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ54 APARTMENT PERMAI",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ55 RESIDENSI SUASANA DAMAI (OPP)",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ62 APARTMENT LESTARI (OPP)",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ643 SOPHEA RESIDENCE (OPP)",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ644 SOPHEA RESIDENCE",0,3,8
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ784 SPHERE DAMANSARA",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ809 MRT MUTIARA DAMANSARA PINTU B",0,0,10
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ814 MRT MUTIARA DAMANSARA PINTU C",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ817 PERDANA EXCLUSIVE CONDO",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ822 OASIS BANDAR UTAMA",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ850 THE ZIZZ",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ863 KOMERSIAL BANDAR SRI DAMANSARA",0,0,11
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","PJ864 SD APARTMENT",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","SK BANDAR SRI DAMANSARA",0,0,9
"2025-07","PJ06","Bandar Utama ~ Damansara Damai","P0060","SK BANDAR SRI DAMANSARA (OPP)",0,0,10
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ11 KEMENTERIAN PENGAJIAN TINGGI",0,1,4
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ185 TAMAN BOTANI PUTRAJAYA",0,1,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ186 TAMAN PUTRA PERDANA (TIMUR)",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ187 KOMPLEKS PARCEL E (BARAT)",0,3,1
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ188 DATARAN PAHLAWAN",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ189 KOMPLEKS KERAJAAN PARCEL D",0,0,4
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ19 HERIOT-WATT UNIVERSITY P5",0,0,5
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ190 KOMPLEKS B/ LAMAN PERDANA (TIMUR)",0,0,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ276 KOMPLEKS PARCEL E (UTARA)",2,4,1
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ327 PRESINT 5 (BARAT)",1,1,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ33 KEMENTERIAN PEMBANGUNAN LUAR BANDAR",0,0,5
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ34 DATARAN GEMILANG",0,0,5
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ35 KEMENTERIAN WANITA & MASYARAKAT",0,0,4
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ37 DATARAN GEMILANG",0,1,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ376 GALERIA PJH",0,0,5
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ38 KEMENTERIAN PEMBANGUNAN LUAR BANDAR (OPP)",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ39 MOTOCROSS CIRCUIT",1,0,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ40 GALERIA PJH",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ41 KEMENTERIAN PERTANIAN",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ42 PERBADANAN PUTRAJAYA (SELATAN)",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ43 PERBADANAN PUTRAJAYA (UTARA)",0,0,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ44 JABATAN PENDAFTARAN NEGARA",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ45 LEMBAGA PEMBIAYAAN PERUMAHAN (UTARA)",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ46 PERBENDAHARAAN 2 (UTARA)",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ47 MENARA PERKESO",0,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ48 PUTRA SQUARE",0,0,2
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ49 KEMENTERIAN KEWANGAN",1,0,3
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ5 PRESINT 5 (BARAT)",1,0,4
"2025-07","P101","Kompleks F ~ Presint 5","P1010","PPJ50 PERBENDAHARAAN 2 (SELATAN)",0,0,5
