route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI,route_short_name,route_long_name
T7538,2026-03,110,89,21,0,0.0557071777868011,0.809090909090909,0.764,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2026-03,82,79,1,2,8.83198970070566,0.963414634146341,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-03,29,25,4,0,0.0145593869731801,0.862068965517241,0.8495,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-03,143,134,0,9,0.182836098614588,0.937062937062937,0.7657,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-03,30,29,0,1,0.118675827607745,0.966666666666667,0.8519,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-03,189,176,9,4,0.133964518801405,0.931216931216931,0.8065,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-03,83,75,5,3,0.0434622548562959,0.903614457831325,0.8643,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-03,184,179,0,5,0.123566945934421,0.972826086956522,0.8526,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-03,210,205,0,5,0.217434408561875,0.976190476190476,0.7639,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-03,63,59,4,0,0.00506331626169979,0.936507936507937,0.9318,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-03,3,2,1,0,0.254847645429363,0.666666666666667,0.4968,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-03,167,166,0,1,0.01024,0.994011976047904,0.9838,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-03,15,12,3,0,0.129550321199143,0.8,0.6964,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-03,142,135,2,5,0.0475851847075357,0.950704225352113,0.9055,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2026-03,20,20,0,0,0,1,1,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2026-03,16,7,9,0,0.326327433628319,0.4375,0.2947,T851,KL Sentral ~ Parlimen
U1510,2026-03,213,158,50,5,0.182731134626423,0.741784037558686,0.6062,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-03,317,303,9,5,0.176138464969978,0.955835962145111,0.7875,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-03,517,499,1,17,0.164682064973783,0.965183752417795,0.8062,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-03,100,88,10,2,0.113414286816326,0.88,0.7802,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-03,358,337,18,3,0.0678718127610046,0.941340782122905,0.8775,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-03,594,576,0,18,0.549042497206218,0.96969696969697,0.4373,200,UIA Gombak ~ SOGO KL
U2020,2026-03,760,678,69,13,0.12631492627395,0.892105263157895,0.7794,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-03,325,295,15,15,0.378028431617034,0.907692307692308,0.5646,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-03,120,103,12,5,0.138653144294881,0.858333333333333,0.7393,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-03,846,806,35,5,0.0866433714812847,0.952718676122931,0.8702,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-03,164,161,0,3,0.191244553376906,0.981707317073171,0.794,251,AU3 Jentayu ~ Chow Kit
U2538,2026-03,265,231,27,7,0.429848613463576,0.871698113207547,0.497,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-03,56,49,5,2,0.264734887753756,0.875,0.6434,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-03,120,115,0,5,0.481499279192696,0.958333333333333,0.4969,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-03,195,183,8,4,0.0337284053546146,0.938461538461539,0.9068,302,Titiwangsa ~ KLCC
U3030,2026-03,330,324,0,6,0.0781704855326957,0.981818181818182,0.9051,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-03,324,313,0,11,0.130121351889653,0.966049382716049,0.8403,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-03,29,28,0,1,0.0111731843575419,0.96551724137931,0.9547,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-03,260,220,35,5,0.143966275578638,0.846153846153846,0.7243,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-03,292,260,28,4,0.0716370711191252,0.89041095890411,0.8266,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-03,226,206,11,9,0.953538008185421,0.911504424778761,0.0424,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-03,204,193,4,7,0.560916667234883,0.946078431372549,0.4154,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-03,117,77,30,10,0.22531298842859,0.658119658119658,0.5098,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-03,227,219,1,7,0.179579433052128,0.964757709251101,0.7915,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-03,2150,1602,523,25,0.193382693980266,0.745116279069768,0.601,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-03,777,705,71,1,0.066217418442281,0.907335907335907,0.8473,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-03,364,323,30,11,0.131048100690246,0.887362637362637,0.7711,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-03,101,92,9,0,0.0953228629951463,0.910891089108911,0.8241,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-03,119,93,20,6,0.19973208008169,0.781512605042017,0.6254,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-03,87,81,5,1,0.0388167438019168,0.931034482758621,0.8949,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-03,346,323,17,6,0.0903709090865678,0.933526011560694,0.8492,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-03,334,272,58,4,0.177602442097786,0.81437125748503,0.6697,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-03,232,197,33,2,0.0537751183420084,0.849137931034483,0.8035,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-03,102,98,4,0,0.00514102201146578,0.96078431372549,0.9558,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-03,80,73,3,4,0.0559289790741915,0.9125,0.8615,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-03,222,186,28,8,0.193169399316364,0.837837837837838,0.676,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-03,137,133,2,2,0.0759999584864147,0.970802919708029,0.897,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-03,590,504,77,9,0.102843776030132,0.854237288135593,0.7664,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-03,149,141,2,6,0.0674184028542483,0.946308724832215,0.8825,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-03,94,83,10,1,0.0684532265979789,0.882978723404255,0.8225,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-03,141,113,21,7,0.108868476767362,0.801418439716312,0.7142,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-03,390,364,22,4,0.0985087829131395,0.933333333333333,0.8414,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-03,56,52,2,2,14.6728244246824,0.928571428571429,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
