route_id,date,month,BPI
T464,2026-01-14,2026-01,0.7771
T465,2026-01-14,2026-01,0.7602
T509,2026-01-14,2026-01,0.7834
T511,2026-01-14,2026-01,0.8129
T543,2026-01-14,2026-01,0.8373
T544,2026-01-14,2026-01,0.9036
T559,2026-01-14,2026-01,0.7695
T560,2026-01-14,2026-01,0.8488
T561,2026-01-14,2026-01,0.6988
T565,2026-01-14,2026-01,0.8697
T566,2026-01-14,2026-01,0.8808
T567,2026-01-14,2026-01,0.9578
T568,2026-01-14,2026-01,0.7107
T569,2026-01-14,2026-01,0.6813
T585,2026-01-14,2026-01,0.8404
T586,2026-01-14,2026-01,0.946
T587,2026-01-14,2026-01,0.9639
T588,2026-01-14,2026-01,0.8342
T589,2026-01-14,2026-01,0.9255
T772,2026-01-14,2026-01,0.6967
T801,2026-01-14,2026-01,0.6725
T802,2026-01-14,2026-01,0.8624
T803,2026-01-14,2026-01,0.8015
T804,2026-01-14,2026-01,0.7157
T805,2026-01-14,2026-01,0.9198
T807,2026-01-14,2026-01,0.9266
T808,2026-01-14,2026-01,0.9216
T809,2026-01-14,2026-01,0.9375
T810,2026-01-14,2026-01,0.737
T811,2026-01-14,2026-01,0.9032
T812,2026-01-14,2026-01,0.8059
T813,2026-01-14,2026-01,0.8608
T814,2026-01-14,2026-01,0.9432
T815,2026-01-14,2026-01,0.7439
T816,2026-01-14,2026-01,0.7737
T817,2026-01-14,2026-01,0.8146
T818,2026-01-14,2026-01,0.8194
T821,2026-01-14,2026-01,0.8
T852,2026-01-14,2026-01,0.7896
T100,2026-01-15,2026-01,1
T101,2026-01-15,2026-01,0.9329
T102,2026-01-15,2026-01,0.6334
T103,2026-01-15,2026-01,0.752
T104,2026-01-15,2026-01,0.7071
T105,2026-01-15,2026-01,0.9647
T106,2026-01-15,2026-01,0.9821
T107,2026-01-15,2026-01,0.9644
T108,2026-01-15,2026-01,0.8033
T109,2026-01-15,2026-01,0.8244
T110,2026-01-15,2026-01,0.8912
T114,2026-01-15,2026-01,0.6636
T115,2026-01-15,2026-01,0.8767
T117,2026-01-15,2026-01,0.9219
T121,2026-01-15,2026-01,0.9616
T152,2026-01-15,2026-01,0.7674
T154,2026-01-15,2026-01,0.9281
T180,2026-01-15,2026-01,0.9537
T305,2026-01-15,2026-01,0.6553
T352,2026-01-15,2026-01,0.6876
T400,2026-01-15,2026-01,0.9358
