route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI
T413,2026-06,268,263,4,1,0.0117434201542905,0.98134328358209,0.9698
T414,2026-06,260,244,14,2,0.127462375054731,0.938461538461539,0.8188
T415,2026-06,138,102,36,0,0.109810870466841,0.739130434782609,0.658
T416,2026-06,255,235,13,7,0.461998991726665,0.92156862745098,0.4958
T417,2026-06,201,195,3,3,0.138597831691842,0.970149253731343,0.8357
T418,2026-06,195,170,22,3,0.0992630165283574,0.871794871794872,0.7853
T419,2026-06,151,127,18,6,0.17752370432356,0.841059602649007,0.6918
T451,2026-06,396,334,57,5,0.135509208381542,0.843434343434343,0.7291
T453,2026-06,212,198,11,3,0.111494027750774,0.933962264150943,0.8298
T455,2026-06,172,169,1,2,0.118579485515441,0.982558139534884,0.866
T457,2026-06,186,178,6,2,0.0454623457596213,0.956989247311828,0.9135
T458,2026-06,312,282,30,0,0.0347823222148636,0.903846153846154,0.8724
T459,2026-06,206,183,21,2,0.0506425558459976,0.888349514563107,0.8434
T460,2026-06,310,283,24,3,0.0952864243538257,0.912903225806452,0.8259
T461,2026-06,249,230,17,2,0.0605690456217838,0.923694779116466,0.8677
T462,2026-06,92,88,3,1,0.0728416084665359,0.956521739130435,0.8868
T463,2026-06,132,124,5,3,0.0413717268756811,0.939393939393939,0.9005
T464,2026-06,237,196,38,3,0.100166400526776,0.827004219409283,0.7442
T465,2026-06,83,75,7,1,0.112264297059287,0.903614457831325,0.8022
T504,2026-06,39,36,3,0,0.0160618679357525,0.923076923076923,0.9083
T505,2026-06,13,12,1,0,0.0415360501567398,0.923076923076923,0.8847
T506,2026-06,90,76,7,7,0.90127058063044,0.844444444444445,0.0834
T507,2026-06,89,84,5,0,0.0122364253720127,0.943820224719101,0.9323
T509,2026-06,126,106,20,0,0.0515952246264649,0.841269841269841,0.7979
T511,2026-06,254,223,27,4,0.104526717783765,0.877952755905512,0.7862
T543,2026-06,177,157,19,1,0.0324578102655362,0.887005649717514,0.8582
T544,2026-06,87,84,2,1,0.0759343807753301,0.96551724137931,0.8922
T545,2026-06,10,7,3,0,0.280868385345997,0.7,0.5034
T559,2026-06,114,89,19,6,0.117966437957672,0.780701754385965,0.6886
T560,2026-06,161,150,11,0,0.0456999981424112,0.93167701863354,0.8891
T561,2026-06,143,134,9,0,0.0188285002541212,0.937062937062937,0.9194
T565,2026-06,146,139,4,3,0.129474935942579,0.952054794520548,0.8288
T566,2026-06,195,183,12,0,0.0246109613738738,0.938461538461539,0.9154
T567,2026-06,33,30,3,0,0.0266130839924429,0.909090909090909,0.8849
T568,2026-06,299,253,42,4,0.0948927637011592,0.846153846153846,0.7659
T569,2026-06,236,192,32,12,0.0976060425251052,0.813559322033898,0.7342
T585,2026-06,112,103,4,5,0.181324200891806,0.919642857142857,0.7529
T586,2026-06,159,147,10,2,0.0424820134582285,0.924528301886792,0.8853
T587,2026-06,54,52,1,1,0.0580076780944021,0.962962962962963,0.9071
T588,2026-06,195,172,19,4,0.142876297961354,0.882051282051282,0.756
T589,2026-06,124,115,6,3,0.103247619637923,0.92741935483871,0.8317
T772,2026-06,59,47,11,1,0.144802490876945,0.796610169491525,0.6813
T801,2026-06,300,293,3,4,0.255528474499577,0.976666666666667,0.7271
T802,2026-06,341,325,5,11,0.268741200580514,0.953079178885631,0.6969
T803,2026-06,131,126,1,4,0.187329667761845,0.961832061068702,0.7817
T804,2026-06,69,60,5,4,0.0704478785359317,0.869565217391304,0.8083
T805,2026-06,168,160,7,1,0.0351228517036974,0.952380952380952,0.9189
T807,2026-06,408,364,30,14,0.0855632990061648,0.892156862745098,0.8158
T808,2026-06,99,91,8,0,0.030404042447402,0.919191919191919,0.8912
T809,2026-06,216,203,11,2,0.0175659473902788,0.939814814814815,0.9233
T810,2026-06,324,284,35,5,0.183931139433047,0.876543209876543,0.7153
T811,2026-06,203,197,6,0,0.00822589451898203,0.970443349753695,0.9625
T812,2026-06,138,127,9,2,0.0863796106217589,0.920289855072464,0.8408
T813,2026-06,261,253,5,3,0.0409542064742018,0.969348659003831,0.9296
T814,2026-06,83,81,2,0,0.0175367031868739,0.975903614457831,0.9588
T815,2026-06,323,302,18,3,0.0690258089645465,0.934984520123839,0.8704
T816,2026-06,109,103,4,2,0.216000167978193,0.944954128440367,0.7408
T817,2026-06,154,144,4,6,0.2021194091577,0.935064935064935,0.7461
T818,2026-06,184,170,11,3,0.0766550698254557,0.923913043478261,0.8531
T821,2026-06,126,109,16,1,0.0585390206675635,0.865079365079365,0.8144
T852,2026-06,307,274,25,8,0.289418338971133,0.892508143322475,0.6342
