route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI,route_short_name,route_long_name
T6400,2025-12,491,432,49,10,0.17898716348233,0.879837067209776,0.7224,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2025-12,4,3,0,1,0.0771889400921658,0.75,0.6921,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2025-12,277,244,31,2,0.11567006604558,0.88086642599278,0.779,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2025-12,90,84,2,4,12.0270457539717,0.933333333333333,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2025-12,58,53,5,0,0.0402096881834044,0.913793103448276,0.877,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2025-12,97,92,0,5,0.334878877843508,0.948453608247423,0.6308,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2025-12,18,17,1,0,0.00182481751824817,0.944444444444444,0.9427,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2025-12,120,113,5,2,0.0572390139096611,0.941666666666667,0.8878,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2025-12,163,149,11,3,0.159059166210115,0.914110429447853,0.7687,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2025-12,327,321,0,6,0.116400799837288,0.981651376146789,0.8674,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2025-12,244,237,0,7,0.165836250982971,0.971311475409836,0.8102,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2025-12,319,301,15,3,0.0224900683764727,0.943573667711599,0.9224,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2025-12,1,1,0,0,0,1,1,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2025-12,114,111,0,3,0.0427939497716895,0.973684210526316,0.932,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2025-12,93,74,18,1,0.107387254745125,0.795698924731183,0.7103,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2025-12,419,403,5,11,0.163238761341904,0.9618138424821,0.8048,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2025-12,17,15,1,1,0.5263671875,0.882352941176471,0.4179,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2025-12,27,10,16,1,0.276630612913799,0.37037037037037,0.2679,T851,KL Sentral ~ Parlimen
U1510,2025-12,453,329,121,3,0.161245292905852,0.726269315673289,0.6092,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2025-12,414,401,6,7,0.201039318852929,0.968599033816425,0.7739,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2025-12,156,149,1,6,0.163179515757471,0.955128205128205,0.7993,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2025-12,327,289,37,1,0.0750078121321229,0.883792048929664,0.8175,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2025-12,354,340,9,5,0.0584344728832811,0.96045197740113,0.9043,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2025-12,648,629,0,19,0.491705737341371,0.970679012345679,0.4934,200,UIA Gombak ~ SOGO KL
U2020,2025-12,1154,1032,91,31,0.168608700873858,0.894280762564991,0.7435,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2025-12,407,373,19,15,0.544387521783517,0.916461916461916,0.4176,220,Taman Melawati ~ Lebuh Ampang
U2220,2025-12,336,298,28,10,0.170962728155114,0.886904761904762,0.7353,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2025-12,1622,1604,1,17,0.0686363591860134,0.988902589395808,0.921,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2025-12,266,261,0,5,0.208043005346687,0.981203007518797,0.7771,251,AU3 Jentayu ~ Chow Kit
U2538,2025-12,268,236,24,8,0.449269247526662,0.880597014925373,0.485,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2025-12,56,52,2,2,0.337035492176369,0.928571428571429,0.6156,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2025-12,570,556,5,9,0.353287829845369,0.975438596491228,0.6308,300,Terminal Maluri ~ Lebuh Ampang
U3020,2025-12,500,475,16,9,0.0710776335481428,0.95,0.8825,302,Titiwangsa ~ KLCC
U3030,2025-12,106,104,0,2,0.111824006394142,0.981132075471698,0.8714,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2025-12,315,302,0,13,0.269133069040583,0.958730158730159,0.7007,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2025-12,339,323,1,15,0.283263890941905,0.952802359882006,0.6829,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2025-12,91,77,12,2,0.187806135601959,0.846153846153846,0.6872,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2025-12,409,354,50,5,0.058379979007007,0.865525672371638,0.815,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2025-12,251,230,13,8,4.44557683568934,0.916334661354582,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2025-12,167,152,2,13,0.810385351942475,0.910179640718563,0.1726,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2025-12,147,99,39,9,0.298720196526115,0.673469387755102,0.4723,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2025-12,295,282,0,13,0.204833412296195,0.95593220338983,0.7601,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2025-12,1494,1106,377,11,0.198745428364586,0.740294511378849,0.5932,600,Puchong Utama ~ Hab Pasar Seni
U6400,2025-12,550,502,48,0,0.0555753484871553,0.912727272727273,0.862,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2025-12,308,272,27,9,0.129576209054152,0.883116883116883,0.7687,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2025-12,568,514,49,5,0.0905477771122959,0.904929577464789,0.823,650,Taman Desa ~ Hab Pasar Seni
U6510,2025-12,143,102,32,9,0.227212982674838,0.713286713286713,0.5512,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2025-12,76,72,3,1,0.0873376321173262,0.947368421052632,0.8646,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2025-12,303,292,6,5,0.064284218402463,0.963696369636964,0.9017,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2025-12,358,305,43,10,0.190554298655246,0.85195530726257,0.6896,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2025-12,155,133,21,1,0.0521515315567065,0.858064516129032,0.8133,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2025-12,210,200,8,2,0.0206982201539093,0.952380952380952,0.9327,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2025-12,42,36,4,2,0.0661157024793388,0.857142857142857,0.8005,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2025-12,239,206,26,7,0.221976122178762,0.861924686192469,0.6706,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2025-12,328,316,1,11,0.294941151546258,0.963414634146341,0.6793,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2025-12,646,552,70,24,0.113325512990025,0.854489164086687,0.7577,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2025-12,447,429,8,10,0.100104080576466,0.959731543624161,0.8637,780,Kota Damansara ~ Hab Pasar Seni
U7828,2025-12,135,122,12,1,0.0909223269134532,0.903703703703704,0.8215,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2025-12,171,149,17,5,0.248211885385904,0.871345029239766,0.6551,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2025-12,636,566,52,18,0.0882444002488549,0.889937106918239,0.8114,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2025-12,148,144,1,3,6.12635285583471,0.972972972972973,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
