route_id,stop_name,month,on time,late,early,route_short_name,route_long_name
P1010,PPJ11 KEMENTERIAN PENGAJIAN TINGGI,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ185 TAMAN BOTANI PUTRAJAYA,2026-02,0,0,1,P101,Kompleks F ~ Presint 5
P1010,PPJ186 TAMAN PUTRA PERDANA (TIMUR),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ187 KOMPLEKS PARCEL E (BARAT),2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ188 DATARAN PAHLAWAN,2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ189 KOMPLEKS KERAJAAN PARCEL D,2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ19 HERIOT-WATT UNIVERSITY P5,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ276 KOMPLEKS PARCEL E (UTARA),2026-02,1,2,0,P101,Kompleks F ~ Presint 5
P1010,PPJ327 PRESINT 5 (BARAT),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ33 KEMENTERIAN PEMBANGUNAN LUAR BANDAR,2026-02,1,0,1,P101,Kompleks F ~ Presint 5
P1010,PPJ34 DATARAN GEMILANG,2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ35 KEMENTERIAN WANITA & MASYARAKAT,2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ37 DATARAN GEMILANG,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ376 GALERIA PJH,2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ38 KEMENTERIAN PEMBANGUNAN LUAR BANDAR (OPP),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ39 MOTOCROSS CIRCUIT,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ40 GALERIA PJH,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ41 KEMENTERIAN PERTANIAN,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ42 PERBADANAN PUTRAJAYA (SELATAN),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ43 PERBADANAN PUTRAJAYA (UTARA),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ44 JABATAN PENDAFTARAN NEGARA,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ45 LEMBAGA PEMBIAYAAN PERUMAHAN (UTARA),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ47 MENARA PERKESO,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ48 PUTRA SQUARE,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ49 KEMENTERIAN KEWANGAN,2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ5 PRESINT 5 (BARAT),2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ50 PERBENDAHARAAN 2 (SELATAN),2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ51 LEMBAGA PEMBIAYAAN PERUMAHAN (SELATAN),2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ52 MENARA USAHAWAN,2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ53 ISTANA KEHAKIMAN (UTARA),2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ54 ISTANA KEHAKIMAN (SELATAN),2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ55 KEMENTERIAN BELIA & SUKAN,2026-02,3,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ56 MOTOCROSS CIRCUIT (TIMUR),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ6 HERIOT-WATT UNIVERSITY P5 (OPP),2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ7 KEMENTERIAN PELANCONGAN,2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ8 APARTMENT 5R1 P5 (OPP),2026-02,2,0,0,P101,Kompleks F ~ Presint 5
P1010,PPJ9 PRESINT 6 (SELATAN),2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1010,SEKOLAH SULTAN ALAM SHAH,2026-02,1,0,0,P101,Kompleks F ~ Presint 5
P1020,PPJ101 PERUMAHAN PRESINT 11H,2026-02,4,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ102 SAUJANA ASTER CONDOMINIUM,2026-02,3,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ103 PERUMAHAN P11/1,2026-02,3,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ104 PUSAT INTEGRASI GENIUS (OPP),2026-02,1,0,3,P102,Presint 11 ~ Kompleks E
P1020,PPJ105 PANGSAPURI PUTRA DAMAI,2026-02,3,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ106 PRIMA PRESINT 11,2026-02,4,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ111 PERUMAHAN PRESINT 11C (BARAT),2026-02,3,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ112 PERUMAHAN PRESINT 11C (TIMUR),2026-02,1,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ114 BALAI POLIS PRESINT 11 (OPP),2026-02,3,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ128 PERUMAHAN P11A 1/3,2026-02,0,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ129 PERUMAHAN P11A 1/1,2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ130 PRESINT 11A5,2026-02,0,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ185 TAMAN BOTANI PUTRAJAYA,2026-02,0,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ186 TAMAN PUTRA PERDANA (TIMUR),2026-02,0,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ187 KOMPLEKS PARCEL E (BARAT),2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ188 DATARAN PAHLAWAN,2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ189 KOMPLEKS KERAJAAN PARCEL D,2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ190 KOMPLEKS B/ LAMAN PERDANA (TIMUR),2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ266 PERUMAHAN PRESINT 11 (ZON 6B),2026-02,3,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ69 KOMPLEKS LANAI,2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ70 PRESINT 10 (BARAT),2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ71 KOMPLEKS SERI PERDANA (BARAT),2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1020,PPJ74 PERUMAHAN P10/9,2026-02,0,0,1,P102,Presint 11 ~ Kompleks E
P1020,PPJ76 KOMPLEKS LANAI,2026-02,1,0,0,P102,Presint 11 ~ Kompleks E
P1030,PPJ185 TAMAN BOTANI PUTRAJAYA,2026-02,0,0,1,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ187 KOMPLEKS PARCEL E (BARAT),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ189 KOMPLEKS KERAJAAN PARCEL D,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ190 KOMPLEKS B/ LAMAN PERDANA (TIMUR),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ191 KOMPLEKS PARCEL F,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ192 PERUMAHAN P14A 1/1,2026-02,0,1,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ193 SURAU AL-MANAR P14,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ195 PERUMAHAN P14E 1/2,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ196 PERUMAHAN P14E 2/2,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ198 SK PUTRAJAYA P14 (1),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ199 GERAI KOMUNITI P14 (OPP),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ200 KOMPLEKS NASYRUL QURAN,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ201 SEKOLAH ARAB MODIN ANTARABANGSA,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ203 P15 (UTARA),2026-02,0,0,1,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ206 SEKOLAH ARAB MODIN ANTARABANGSA,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ207 KOMPLEKS NASYRUL QURAN (TIMUR),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ208 GERAI KOMUNITI P14,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ209 APARTMENT P14,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ211 PERUMAHAN P14G,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ212 PERUMAHAN P14F 1,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ213 PERUMAHAN P14B 2/5,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ219 SURAU AL-FATIH P15,2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ235 ALAMANDA (UTARA),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ276 KOMPLEKS PARCEL E (UTARA),2026-02,1,0,0,P103,Presint 14 via Alamanda ~ Kompleks E
P1030,PPJ374 PPA P15 12B,2026-02,0,0,1,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,PPJ1 PICC P5,2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ12 APARTMENT 5R3 P5,2026-02,1,1,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ14 PRESINT 6 (SELATAN),2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ15 APARTMENT 5R1 P5,2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ16 MARINA PUTRAJAYA,2026-02,1,1,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ19 HERIOT-WATT UNIVERSITY P5,2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ20 APARTMENT 5R4,2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ23 SK PUTRAJAYA P5 (1),2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ26 APARTMENT 5R6 P5,2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ29 PICC MAIN ENTRANCE,2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ327 PRESINT 5 (BARAT),2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ35 KEMENTERIAN WANITA & MASYARAKAT,2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ36 KEMENTERIAN WANITA & MASYARAKAT,2026-02,2,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ5 PRESINT 5 (BARAT),2026-02,3,1,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ6 HERIOT-WATT UNIVERSITY P5 (OPP),2026-02,4,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ7 KEMENTERIAN PELANCONGAN,2026-02,3,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ8 APARTMENT 5R1 P5 (OPP),2026-02,4,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1040,PPJ9 PRESINT 6 (SELATAN),2026-02,4,0,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1060,PERUMAHAN P18H (OPP),2026-02,1,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPAM SELASIH,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ183 SK PUTRAJAYA PRESINT 18 (OPP),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ184 KOMPLEKS TAMAN WARISAN,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ187 KOMPLEKS PARCEL E (BARAT),2026-02,1,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ188 DATARAN PAHLAWAN,2026-02,1,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ189 KOMPLEKS KERAJAAN PARCEL D,2026-02,1,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ227 SK PUTRAJAYA PRESINT 16 (2),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ229 KOMERSIAL PRESINT 16,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ230 PRESINT 16E RESIDENCE,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ232 D'MUTIARA RESIDENCE,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ234 ALAMANDA (SELATAN),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ276 KOMPLEKS PARCEL E (UTARA),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ282 PRESINT 17 (UTARA),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ283 APARTMENT PRESINT 17 (RK1),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ287 SK PUTRAJAYA P17 1,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ294 SMK PUTRAJAYA P18 (1) (OPP),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ305 TAMAN PANCARONA P18,2026-02,0,0,2,P106,Presint 4 ~ Kompleks E
P1060,PPJ319 PERUMAHAN P18K 1/1 (OPP),2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ320 APARTMENT P18R4 BLOK C,2026-02,2,0,0,P106,Presint 4 ~ Kompleks E
P1060,PPJ321 PERUMAHAN P18D,2026-02,1,0,0,P106,Presint 4 ~ Kompleks E
P1080,PPJ136 P9N7 KOMERSIAL P9G/7,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ137 PPA P9 FASA 2 (OPP),2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ138 P9N9 PERUMAHAN P9G/1,2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ140 P9N11 PPA FASA 3 P9,2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ141 P9N12 PPA FASA 3 P9 (OPP),2026-02,0,0,1,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ143 P9N10 PERUMAHAN P9G/1,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ144 PPA P9 FASA 2,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ145 P9N8 PERUMAHAN P9G/5,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ146 PERUMAHAN  P9G,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ147 SK PUTRAJAYA P9 (1) (TIMUR),2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ167 SK PUTRAJAYA PRESINT 9 (2),2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ168 CENDERAWASIH P9A,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ185 TAMAN BOTANI PUTRAJAYA,2026-02,0,0,1,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ186 TAMAN PUTRA PERDANA (TIMUR),2026-02,1,1,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ187 KOMPLEKS PARCEL E (BARAT),2026-02,1,1,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ188 DATARAN PAHLAWAN,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ189 KOMPLEKS KERAJAAN PARCEL D,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ190 KOMPLEKS B/ LAMAN PERDANA (TIMUR),2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ88 APARTMENT PUTRA HARMONI (SELATAN),2026-02,0,0,1,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ89 PANGSAPURI PUTRA HARMONI P9,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ90 PERUMAHAN P9 FASA 5&6 (SELATAN),2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ91 PERUMAHAN P9 FASA 5&6 (SELATAN),2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ92 PERUMAHAN TEMPUA P9B,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ93 PERUMAHAN RAJAWALI P9B,2026-02,1,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
P1080,PPJ98 PERUMAHAN P9 FASA 5&6 (TIMUR),2026-02,2,0,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S5010,MENARA PRASARANA,2026-02,1,0,0,MENARA PRASARANA,LRT Lembah Subang ~ Menara Prasarana
S6060,PAVILION BUKIT JALIL,2026-02,0,0,12,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,(M) SL153 KENMS,2026-02,12,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,KL153 FLAT TAMAN MELATI A9,2026-02,1,0,3,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,KL198 FLAT TAMAN MELATI E6,2026-02,8,0,2,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL152 UIAM (TIMUR),2026-02,11,1,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL154 MAHALLAH SAFIYYAH,2026-02,8,0,3,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL155 UIAM (SELATAN),2026-02,11,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL156 KAED UIAM,2026-02,8,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL157 KULIYAH ENGINEERING UIAM,2026-02,9,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL158 KULIYAH EDUCATION UIAM,2026-02,8,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL159 UIAM (UTARA),2026-02,6,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL160 IRKHS,2026-02,8,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL161 PERPUSTAKAAN UIAM,2026-02,9,0,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2000,SL162 HUB UIA,2026-02,6,0,6,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,(M) SL503 TAMAN SRI GOMBAK FASA 4 (BARAT),2026-02,12,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,KL198 FLAT TAMAN MELATI E6,2026-02,5,0,2,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL176 DEWAN BERINGIN GOMBAK,2026-02,8,1,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL177 FLAT PINGGIRAN,2026-02,13,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL179 KG MELAYU WIRA DAMAI,2026-02,13,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL180 APARTMENT SAUJANA,2026-02,13,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL181 PANGSAPURI KENANGA (OPP),2026-02,13,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL182 PANGSAPURI KENANGA,2026-02,0,4,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL199 TAMAN SRI GOMBAK FASA 6,2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL200 TASIK SRI GOMBAK FASA 8,2026-02,12,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL201 PERUMAHAN TAMAN SRI GOMBAK (TIMUR),2026-02,12,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL202 TAMAN TASIK SRI GOMBAK,2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL203 PERUMAHAN SRI GOMBAK FASA 9,2026-02,9,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL204 TAMAN SERI GOMBAK FASA 10,2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL222 TAMAN PRIMA SRI GOMBAK,2026-02,4,0,5,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL235 URBAN 360 (OPP),2026-02,9,1,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL236 PETRONAS SRI GOMBAK (OPP),2026-02,7,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL242 KOMERSIAL SERI GOMBAK FASA 5,2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL243 SMK HILLCREST (OPP),2026-02,10,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL245 KOMERSIAL TAMAN SRI GOMBAK,2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL294 HAB WIRA DAMAI,2026-02,5,0,4,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL467 SHELL TAMAN MELATI,2026-02,5,0,3,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2010,SL505 MASJID SRI GOMBAK (OPP),2026-02,11,0,0,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,(M) KL2330 BOMBA GOMBAK SELATAN,2026-02,0,1,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,DEWAN KOMUNITI CHANGKAT DESA,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,KL2329 MASJID BILAL BIN RABAH,2026-02,3,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,KL934 SURAU NURUL MUSTAQIM,2026-02,5,1,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,KL939 KG LEMBAH MELEWAR (TIMUR),2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,PERUMAHAN AWAM SRI LANGKAWI,2026-02,2,0,4,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,PERUMAHAN LEMBAH MELEWAR,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL103 KG TENGAH GOMBAK,2026-02,2,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL104 TAMAN BUKIT LELA,2026-02,2,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL105 DEWAN DATIN ZALEHA,2026-02,2,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL111 KG TGH GOMBAK (SELATAN),2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL208 SK GOMBAK SETIA,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL212 HAB BAS GREENWOOD (OPP),2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL213 JEJANTAS SPG 3,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL214 JEJANTAS SPG 3,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL215 HAB BAS GREENWOOD,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL216 PADANG TAMAN GREENWOOD,2026-02,6,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL218 SMK SERI GOMBAK (OPP),2026-02,5,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL219 PERUMAHAN JLN BERJAYA 4,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL223 TAMAN GREENWOOD INDAH,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL224 TAMAN GOMBAK (SELATAN),2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL226 DEWAN MPS GOMBAK,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL227 DEWAN MPS GOMBAK (OPP),2026-02,3,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL229 SMK SERI GOMBAK (TIMUR),2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL230 PADANG TAMAN GREENWOOD,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL231 PADANG TAMAN GREENWOOD,2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL232 TAMAN GREENWOOD (UTARA),2026-02,1,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL233 GERAI MAKAN MPS,2026-02,5,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL310 FLAT GOMBAK SETIA (OPP),2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL317 GOMBAK SETIA,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL318 GOMBAK SETIA,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2020,SL502 TAMAN GREENWOOD INDAH,2026-02,4,0,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,(M) AJ346 DEWAN SERBAGUNA AU5,2026-02,8,0,0,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2220,(M) AJ379 GIANT ULU KELANG (OPP),2026-02,6,0,0,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2220,AJ294 TAMAN LEMBAH KERAMAT,2026-02,5,0,0,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2220,AJ344 SMK SERI KERAMAT (OPP),2026-02,8,0,0,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
