route_id,date,month,BPI,route_short_name,route_long_name
T7740,2026-01-02,2026-01,0.6259,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-01-02,2026-01,1,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-01-02,2026-01,0.8988,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-01-02,2026-01,0.719,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-01-02,2026-01,0,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-01-02,2026-01,0.9256,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-01-02,2026-01,0.9264,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-01-02,2026-01,1,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-01-02,2026-01,1,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7910,2026-01-02,2026-01,0.8946,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
U1510,2026-01-02,2026-01,0.6296,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-01-02,2026-01,0.8275,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-01-02,2026-01,0.9167,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-01-02,2026-01,0.8312,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-01-02,2026-01,0.9298,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-01-02,2026-01,0.5615,200,UIA Gombak ~ SOGO KL
U2020,2026-01-02,2026-01,0.7181,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-01-02,2026-01,0.5859,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-01-02,2026-01,0.7559,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-01-02,2026-01,0.9364,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-01-02,2026-01,0.749,251,AU3 Jentayu ~ Chow Kit
U2538,2026-01-02,2026-01,0.4222,253,Stesen LRT Wangsa Maju ~ Ampang Point
U3000,2026-01-02,2026-01,0,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-01-02,2026-01,0.9196,302,Titiwangsa ~ KLCC
U3030,2026-01-02,2026-01,1,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-01-02,2026-01,1,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-01-02,2026-01,0.6243,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-01-02,2026-01,0.7382,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-01-02,2026-01,0.7996,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-01-02,2026-01,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-01-02,2026-01,0.5231,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-01-02,2026-01,0.5497,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-01-02,2026-01,0.8471,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-01-02,2026-01,0.5517,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-01-02,2026-01,0.8599,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-01-02,2026-01,0.7145,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-01-02,2026-01,0.8287,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-01-02,2026-01,0.7254,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-01-02,2026-01,0,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-01-02,2026-01,0.9279,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-01-02,2026-01,0.6838,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-01-02,2026-01,0.7957,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-01-02,2026-01,0.9041,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-01-02,2026-01,0.6381,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-01-02,2026-01,0.6811,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-01-02,2026-01,0.8869,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-01-02,2026-01,0.8344,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-01-02,2026-01,0.9436,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-01-02,2026-01,0.8268,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-01-02,2026-01,0.7293,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-01-02,2026-01,0.7974,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-01-02,2026-01,0.0189,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-01-05,2026-01,0.4232,P101,Kompleks F ~ Presint 5
P1020,2026-01-05,2026-01,0.6622,P102,Presint 11 ~ Kompleks E
P1040,2026-01-05,2026-01,0,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2026-01-05,2026-01,1,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2026-01-05,2026-01,0.9485,P106,Presint 4 ~ Kompleks E
P1080,2026-01-05,2026-01,0,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S5010,2026-01-05,2026-01,1,MENARA PRASARANA,LRT Lembah Subang ~ Menara Prasarana
S6060,2026-01-05,2026-01,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-01-05,2026-01,0,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-01-05,2026-01,0.881,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-01-05,2026-01,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2026-01-05,2026-01,0.4939,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2026-01-05,2026-01,0.9485,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2240,2026-01-05,2026-01,0,T224,Stesen LRT Dato Keramat ~ Desa Pandan
T2500,2026-01-05,2026-01,0.9804,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2026-01-05,2026-01,0.5539,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2026-01-05,2026-01,0.2957,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2026-01-05,2026-01,0.954,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2026-01-05,2026-01,0.8762,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2026-01-05,2026-01,0,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2026-01-05,2026-01,0.4533,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2026-01-05,2026-01,0.814,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2026-01-05,2026-01,0.6326,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2026-01-05,2026-01,0.8836,T406,Cheras Batu 10 ~ Pangsun
T5718,2026-01-05,2026-01,0.675,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2026-01-05,2026-01,0.4436,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2026-01-05,2026-01,0.5002,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2026-01-05,2026-01,0.6269,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2026-01-05,2026-01,0.9503,T601,Puchong Utama ~ Puchong Prima
T6030,2026-01-05,2026-01,0,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6040,2026-01-05,2026-01,0.8566,T604,Stesen LRT Perindustrian Puchong ~ Taman Kinrara
T6050,2026-01-05,2026-01,0.925,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2026-01-05,2026-01,0.3215,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2026-01-05,2026-01,0.7045,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2026-01-05,2026-01,0.8864,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2026-01-05,2026-01,0.6168,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-01-05,2026-01,0.4588,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-01-05,2026-01,0,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-01-05,2026-01,0.9594,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-01-05,2026-01,0.4372,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-01-05,2026-01,0.8769,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-01-05,2026-01,0.9536,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-01-05,2026-01,0.5091,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-01-05,2026-01,0.9466,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7890,2026-01-05,2026-01,0.6178,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7910,2026-01-05,2026-01,0.8627,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2026-01-05,2026-01,0.8749,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
U1510,2026-01-05,2026-01,0.7572,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-01-05,2026-01,0.7486,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-01-05,2026-01,0.7919,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-01-05,2026-01,0.8358,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-01-05,2026-01,0.8558,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-01-05,2026-01,0,200,UIA Gombak ~ SOGO KL
U2020,2026-01-05,2026-01,0.6663,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-01-05,2026-01,0.2443,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-01-05,2026-01,0.8423,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-01-05,2026-01,0.8755,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-01-05,2026-01,0.9456,251,AU3 Jentayu ~ Chow Kit
U2538,2026-01-05,2026-01,0.6307,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-01-05,2026-01,0.7145,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-01-05,2026-01,0.7852,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-01-05,2026-01,0.9251,302,Titiwangsa ~ KLCC
U3030,2026-01-05,2026-01,0.981,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-01-05,2026-01,0.1739,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-01-05,2026-01,0.4573,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-01-05,2026-01,0.4456,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-01-05,2026-01,0.8338,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-01-05,2026-01,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-01-05,2026-01,0,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-01-05,2026-01,0.5542,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-01-05,2026-01,0.9656,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-01-05,2026-01,0.6182,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-01-05,2026-01,0.865,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-01-05,2026-01,0.6448,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-01-05,2026-01,0.8407,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-01-05,2026-01,0.782,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-01-05,2026-01,0.9066,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-01-05,2026-01,0.8804,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-01-05,2026-01,0.7353,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-01-05,2026-01,0.8032,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-01-05,2026-01,0.8908,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-01-05,2026-01,0.8702,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-01-05,2026-01,0.6668,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-01-05,2026-01,0.8621,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-01-05,2026-01,0.5401,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-01-05,2026-01,0.83,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-01-05,2026-01,0.8578,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-01-05,2026-01,0.5308,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-01-05,2026-01,0.8336,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-01-05,2026-01,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-01-06,2026-01,0,P101,Kompleks F ~ Presint 5
P1020,2026-01-06,2026-01,0.7098,P102,Presint 11 ~ Kompleks E
P1030,2026-01-06,2026-01,0.5647,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2026-01-06,2026-01,1,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2026-01-06,2026-01,0.9759,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2026-01-06,2026-01,0.9838,P106,Presint 4 ~ Kompleks E
P1080,2026-01-06,2026-01,0.853,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S5010,2026-01-06,2026-01,1,MENARA PRASARANA,LRT Lembah Subang ~ Menara Prasarana
S6060,2026-01-06,2026-01,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-01-06,2026-01,0.8973,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-01-06,2026-01,0.9357,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-01-06,2026-01,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2026-01-06,2026-01,0.2309,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2026-01-06,2026-01,0.9728,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2240,2026-01-06,2026-01,0,T224,Stesen LRT Dato Keramat ~ Desa Pandan
T2500,2026-01-06,2026-01,0.3661,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2026-01-06,2026-01,0.8322,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2026-01-06,2026-01,0.8269,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2026-01-06,2026-01,0.9284,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2026-01-06,2026-01,0.8043,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2026-01-06,2026-01,0.63,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2026-01-06,2026-01,0.5025,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2026-01-06,2026-01,0.8142,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2026-01-06,2026-01,0.8805,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2026-01-06,2026-01,0.7709,T406,Cheras Batu 10 ~ Pangsun
T5718,2026-01-06,2026-01,0.8395,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2026-01-06,2026-01,0.3794,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2026-01-06,2026-01,0.8447,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2026-01-06,2026-01,0.6221,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2026-01-06,2026-01,0.9638,T601,Puchong Utama ~ Puchong Prima
T6030,2026-01-06,2026-01,0.7478,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6040,2026-01-06,2026-01,0.9323,T604,Stesen LRT Perindustrian Puchong ~ Taman Kinrara
T6050,2026-01-06,2026-01,1,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2026-01-06,2026-01,0,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2026-01-06,2026-01,0,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2026-01-06,2026-01,0.8423,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2026-01-06,2026-01,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-01-06,2026-01,0.8695,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-01-06,2026-01,0.6368,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-01-06,2026-01,0.8942,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-01-06,2026-01,0.7804,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-01-06,2026-01,0.8635,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-01-06,2026-01,0.9903,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-01-06,2026-01,1,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-01-06,2026-01,0.727,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-01-06,2026-01,1,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-01-06,2026-01,0.8567,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-01-06,2026-01,1,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-01-06,2026-01,0.6003,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2026-01-06,2026-01,0.6736,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
U1510,2026-01-06,2026-01,0.7075,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-01-06,2026-01,0.7857,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-01-06,2026-01,0.8121,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-01-06,2026-01,0.8027,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-01-06,2026-01,0.9564,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-01-06,2026-01,0.8314,200,UIA Gombak ~ SOGO KL
U2020,2026-01-06,2026-01,0.7446,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-01-06,2026-01,0.2557,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-01-06,2026-01,0.6897,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-01-06,2026-01,0.8889,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-01-06,2026-01,0.9155,251,AU3 Jentayu ~ Chow Kit
U2538,2026-01-06,2026-01,0.6053,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-01-06,2026-01,0.8354,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-01-06,2026-01,0.6521,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-01-06,2026-01,0.9211,302,Titiwangsa ~ KLCC
U3030,2026-01-06,2026-01,0.9313,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-01-06,2026-01,0.803,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-01-06,2026-01,0.807,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-01-06,2026-01,0.7599,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-01-06,2026-01,0.8893,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-01-06,2026-01,0.6253,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-01-06,2026-01,0,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-01-06,2026-01,0.4083,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-01-06,2026-01,1,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-01-06,2026-01,0.6172,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-01-06,2026-01,0.8754,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-01-06,2026-01,0.7415,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-01-06,2026-01,0.8326,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-01-06,2026-01,0.6979,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-01-06,2026-01,0.9222,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-01-06,2026-01,0.9097,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-01-06,2026-01,0.7305,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-01-06,2026-01,0.7981,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-01-06,2026-01,0.839,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-01-06,2026-01,0.549,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-01-06,2026-01,0.7246,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-01-06,2026-01,0.15,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-01-06,2026-01,0.8175,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-01-06,2026-01,0.921,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-01-06,2026-01,0.864,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-01-06,2026-01,0.7324,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-01-06,2026-01,0.8105,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-01-06,2026-01,0.9314,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-01-08,2026-01,0,P101,Kompleks F ~ Presint 5
P1030,2026-01-08,2026-01,0.6203,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2026-01-08,2026-01,0.0619,P104,Dataran Gemilang ~ PICC via Presint 5
P1050,2026-01-08,2026-01,0.6467,P105,Dataran Gemilang ~ Kompleks ABCDE
P1060,2026-01-08,2026-01,0.9835,P106,Presint 4 ~ Kompleks E
P1080,2026-01-08,2026-01,0.7621,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S5010,2026-01-08,2026-01,1,MENARA PRASARANA,LRT Lembah Subang ~ Menara Prasarana
S6060,2026-01-08,2026-01,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-01-08,2026-01,0.2077,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-01-08,2026-01,0.843,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-01-08,2026-01,0.8082,T202,Stesen LRT Taman Melati ~ Taman Melewar
