route_id,stop_name,month,on time,late,early
T102,LOT 1771,2025-12,8,0,0
T102,MASJID KG KUBU GAJAH (SELATAN),2025-12,2,0,0
T102,MASJID KG KUBU GAJAH (UTARA),2025-12,9,0,0
T102,MASJID KG MERBAU SEMPAK,2025-12,8,0,0
T102,PERSIMPANGAN JLN KG KUBU GAJAH,2025-12,1,0,0
T102,PERSIMPANGAN JLN. MERBAU SEMPAK,2025-12,9,0,0
T102,PERUMAHAN AMAN SURIA (SELATAN),2025-12,7,0,0
T102,PERUMAHAN AMAN SURIA (UTARA),2025-12,1,1,0
T102,PINGGIRAN SG. BULOH,2025-12,11,0,0
T102,RUMAH LOT 2876,2025-12,1,0,0
T102,RUMAH LOT 2876 (OPP),2025-12,12,0,0
T102,S.R.A MERBAU SEMPAK,2025-12,3,0,0
T102,SIMPANG GAJAH 11,2025-12,2,0,0
T102,SIMPANG GAJAH 14 (BARAT),2025-12,10,0,0
T102,SIMPANG GAJAH 14 (TIMUR),2025-12,2,0,0
T102,SIMPANG GAJAH 15,2025-12,2,0,0
T102,SIMPANG GAJAH 16,2025-12,10,0,0
T102,SIMPANG GAJAH 21,2025-12,11,0,0
T102,SIMPANG GAJAH 23,2025-12,10,0,0
T102,SIMPANG GAJAH 3,2025-12,9,0,0
T102,SIMPANG GAJAH 6,2025-12,3,0,0
T102,SIMPANG GAJAH 9,2025-12,2,0,0
T102,SIMPANG JLN RAHIDIN,2025-12,11,0,0
T102,SIMPANG LORONG 10 (SELATAN),2025-12,3,0,0
T102,SIMPANG LORONG 10 (UTARA),2025-12,9,0,0
T102,SIMPANG LORONG 5,2025-12,4,0,0
T102,SIMPANG LORONG 6,2025-12,8,0,0
T102,SIMPANG Y KUBU GAJAH,2025-12,11,0,0
T102,SME AEROSPACE,2025-12,2,1,6
T102,SMK BANDAR BARU SG BULOH (OPP),2025-12,9,0,0
T102,SRA PAYA JARAS,2025-12,11,0,0
T102,TASKA PERMATA KEMAS,2025-12,11,0,1
T102,U19 TMN SRI BULOH,2025-12,1,0,0
T103,(M1) SUTERA SQUARE,2025-12,10,0,5
T103,APARTMENT INDAH,2025-12,13,0,0
T103,APARTMENT SAUJANA,2025-12,15,0,0
T103,APT IDAMAN,2025-12,12,0,0
T103,APT IMPIAN,2025-12,12,0,0
T103,APT LESTARI,2025-12,17,0,0
T103,APT LESTARI (OPP),2025-12,18,1,0
T103,APT PERMAI,2025-12,11,0,0
T103,DESA RIANG,2025-12,15,0,0
T103,JAKOA DAMANSARA DAMAI,2025-12,14,0,0
T103,KOMERSIAL SAUJANA DAMANSARA,2025-12,16,0,3
T103,KOMERSIAL SAUJANA DAMANSARA (OPP),2025-12,11,0,0
T103,PLAZA PARK AVENUE,2025-12,17,0,0
T103,PRIMA DAMANSARA,2025-12,9,0,8
T103,RESIDENSI SUASANA DAMAI (OPP),2025-12,11,0,0
T103,SEASONS SQUARE,2025-12,20,2,0
T103,TERMINAL BAS WAN'S CENTRAL,2025-12,11,0,0
T103,THE ZIZZ,2025-12,19,0,0
T104,(M1) PANGSAPURI MEDAN MAS,2025-12,5,0,0
T104,DERET KEDAI JLN PERKHIDMATAN,2025-12,8,0,0
T104,IPD SG BULOH,2025-12,7,0,0
T104,PREMISE 196,2025-12,5,3,0
T104,RHB KG BARU SG BULOH,2025-12,4,1,0
T104,SJKC SG BULOH (OPP),2025-12,7,0,0
T105,(M1) APARTMENT SRI PUTRA FASA 2,2025-12,6,0,3
T105,APARTMENT IMPIAN INDAH,2025-12,4,0,0
T105,APARTMENT SERI MAWAR,2025-12,8,0,0
T105,APARTMENT SERI MAWAR (OPP),2025-12,10,0,0
T105,DATARAN VILLA PUTRA,2025-12,11,0,0
T105,KAWASAN PERINDUSTRIAN PUTRA,2025-12,4,0,0
T105,KG SRI INDAH B (BARAT),2025-12,4,0,0
T105,KG SRI INDAH B (TIMUR),2025-12,7,1,0
T105,KLINIK KESIHATAN SG. BULOH,2025-12,9,0,0
T105,KLINIK KESIHATAN SG. BULOH (OPP),2025-12,1,0,0
T105,KOMERSIAL SAUJANA AKASIA,2025-12,7,0,0
T105,KOMERSIAL SRI PUTRA,2025-12,8,0,0
T105,KOMPLEKS KILANG DAIKIN,2025-12,4,0,0
T105,LORONG MELOR. KG MELAYU,2025-12,10,0,0
T105,LOT 129 KG MELAYU (OPP),2025-12,3,1,0
T105,MAKMAL KESIHATAN AWAM KEBANGSAAN,2025-12,8,0,0
T105,MAKMAL KESIHATAN AWAM KEBANGSAAN (OPP),2025-12,2,0,0
T105,MEDAN SELERA KAW. INDUSTRI PUTRA,2025-12,10,0,2
T105,PERINDUSTRIAN BRP 8,2025-12,11,0,0
T105,PERINDUSTRIAN BRP 9,2025-12,4,0,0
T105,PERSIMPANGAN BRP 8/2,2025-12,4,0,0
T105,PERSIMPANGAN MP 2 (OPP),2025-12,11,0,0
T105,PERSIMPANGAN MP 3,2025-12,3,0,0
T105,PERSIMPANGAN MP 36,2025-12,5,0,0
T105,PERSIMPANGAN MP 37 (OPP),2025-12,9,0,0
T105,PERSIMPANGAN MP 43,2025-12,4,0,1
T105,PERSIMPANGAN MP 43 (OPP),2025-12,11,0,0
T105,PERSIMPANGAN MP 58,2025-12,4,0,0
T105,PERSIMPANGAN SRI INDAH 9B,2025-12,3,0,0
T105,PERSIMPANGAN SRI INDAH 9B (OPP),2025-12,11,0,0
T105,SAUJANA AKASIA (OPP),2025-12,9,0,0
T105,SEK. KEB. SG. BULOH,2025-12,4,0,0
T105,SIMPANG 4 JLN KUSTA (BARAT),2025-12,4,0,0
T105,SIMPANG 4 JLN KUSTA (TIMUR),2025-12,9,0,0
T105,SK SG BULOH (OPP),2025-12,11,0,0
T105,SMK SIERRAMAS,2025-12,4,0,0
T105,STELLARS GROCER,2025-12,7,0,2
T105,STELLARS GROCER (OPP),2025-12,4,0,0
T105,SURAU DARUL ULUM,2025-12,4,0,0
T105,SURAU DARUL ULUM (OPP),2025-12,11,0,0
T105,SURAU ZAHIDIAH JALAN KUSTA,2025-12,11,0,0
T105,SURAU ZAHIDIAH JALAN KUSTA (OPP),2025-12,3,0,1
T105,TAMAN ANJUNG DAMAI,2025-12,8,0,0
T105,TAMAN ANJUNG DAMAI (OPP),2025-12,4,0,0
T105,TAMAN IMPIAN INDAH,2025-12,5,0,0
T105,TAMAN SRI PUTRA,2025-12,9,0,2
T105,TAMAN VILLA PUTRA,2025-12,4,0,0
T106,(M1) PANGSAPURI SRI MERANTI,2025-12,14,0,0
T106,AMANAH IKHTIAR MALAYSIA,2025-12,9,0,0
T106,APARTMENT PARADESA TROPIKA (OPP),2025-12,13,0,4
T106,ATIVO PLAZA,2025-12,17,0,0
T106,KOMERSIAL BANDAR SRI DAMANSARA,2025-12,12,0,0
T106,KOMERSIAL BANDAR SRI DAMANSARA 12,2025-12,14,0,0
T106,MARGOSA RESIDENCY,2025-12,12,0,0
T106,MASJID AL-MUKARRAMAH,2025-12,19,0,0
T106,MERANTI 13 RESIDENCE,2025-12,14,0,0
T106,PERUMAHAN SAGA SD 8,2025-12,19,0,0
T106,SD APARTMENT,2025-12,11,0,0
T106,SD APARTMENT 2,2025-12,16,0,0
T106,SRI BESTARI INTERNATIONAL SCHOOL (OPP),2025-12,12,0,2
T106,SRI DAMANSARA COURTS,2025-12,17,1,0
T107,(M1) PUSAT DAGANGAN SRI DAMANSARA (OPP),2025-12,6,0,0
T107,FLAT SRI CEMARA (OPP),2025-12,7,0,0
T107,KAWASAN PERINDUSTRIAN TOGO,2025-12,6,0,0
T107,KOMERSIAL JALAN EMAS SD 5,2025-12,6,0,0
T107,KOMERSIAL KIP,2025-12,6,0,0
T107,MAS KIPARK DAMANSARA,2025-12,6,0,0
T107,PERINDUSTRIAN  SD5,2025-12,6,0,0
T107,PERUMAHAN JATI SD 4,2025-12,6,1,0
T107,TAMAN PERINDUSTRIAN KIP,2025-12,6,0,0
T107,TAMAN PERINDUSTRIAN KIP 2,2025-12,4,0,0
T107,TAMAN WANGSA PERMAI,2025-12,7,0,0
T108,(M1) KEPONG VILLAGE MALL,2025-12,12,1,0
T108,KAW. PUSAT BANDAR MANJALARA,2025-12,13,0,0
T108,KAW. PUSAT BANDAR MANJALARA JLN 11,2025-12,13,0,0
T108,KOMERSIAL DAGANG SD2,2025-12,1,0,9
T108,KOMERSIAL TAMAN BUKIT MALURI,2025-12,13,0,0
T108,MENARA MENJALARA,2025-12,11,0,0
T108,PERUMAHAN MENJALARA 62B,2025-12,11,0,0
T108,PUSAT KOMUNITI MENJALARA,2025-12,11,0,0
T108,SK MENJALARA,2025-12,10,0,0
T108,SMK TAMAN BUKIT MALURI (TIMUR),2025-12,13,0,0
T108,SMK TAMAN BUKIT MALURI (UTARA),2025-12,13,0,0
T108,SMKA KL (OPP),2025-12,13,0,0
T108,TAMAN BUKIT MALURI (BARAT),2025-12,13,0,0
T108,TAMAN BUKIT MALURI (SELATAN),2025-12,11,2,0
T108,TAMAN BUKIT MALURI (UTARA),2025-12,13,0,0
T108,TAMAN MENJALARA (UTARA),2025-12,11,0,0
T108,TM KEPONG MENJALARA,2025-12,11,0,0
T108,VILLA MANJA,2025-12,10,0,0
T108,WISMA FIAMMA,2025-12,2,0,11
T109,(M1) THE BREEZEWAY,2025-12,16,0,0
T109,ADORA PARKCITY,2025-12,2,1,8
T109,KOMERSIAL DAGANG SD2,2025-12,2,0,5
T109,LEVENUE,2025-12,21,0,0
T109,LEVENUE (OPP),2025-12,10,0,0
T109,NADIA PARKFRONT,2025-12,20,0,0
T109,PERUMAHAN MENJALARA 62 & 62C,2025-12,8,0,0
T109,PERUMAHAN MENJALARA 62&62C (OPP),2025-12,22,0,0
T109,PLAZA ARKADIA (DAVIDSON),2025-12,18,0,0
T109,PLAZA ARKADIA (FARADAY),2025-12,19,0,0
T109,SEK. MEN. AGAMA K.L,2025-12,6,0,1
T109,SOUTHLAKE TERRACE,2025-12,13,0,0
T109,TAMAN MENJALARA (UTARA),2025-12,11,7,0
T109,THE WESTSIDE CONDO,2025-12,11,0,0
T109,WATERFRONT PARKCITY,2025-12,21,0,0
T109,ZENIA PARKHOME,2025-12,14,0,0
T110,(M1) APARTMENT DESA DUA,2025-12,8,0,0
T110,APARTMENT DESA SATU,2025-12,10,0,0
T110,BHP DESA JAYA,2025-12,7,0,3
T110,BUKIT DESA UTAMA (SELATAN),2025-12,7,0,4
T110,DESA AMAN PURI (SELATAN),2025-12,8,0,0
T110,DESA AMAN PURI (UTARA),2025-12,8,0,0
T110,DESA JAYA (BARAT),2025-12,10,0,0
T110,FLAT SRI CEMARA,2025-12,7,0,0
T110,KAFA INTEGRASI Al MUHAJIRIN (OPP),2025-12,5,0,0
T110,PERINDUSTRIAN EHSAN JAYA,2025-12,11,0,0
T110,PERUMAHAN MAHOGANI SD1/6,2025-12,6,0,0
T110,PUSAT KOMUNITI TAMAN EHSAN,2025-12,10,0,0
T110,S.K. BANDAR BARU SRI DAMANSARA (OPP),2025-12,5,0,0
T110,SEK. KEB. DESA AMANPURI,2025-12,3,0,6
T110,TAMAN EHSAN (SELATAN),2025-12,10,0,0
T110,TAMAN EHSAN (TIMUR),2025-12,10,0,0
T114,(M1) PEJ. JKR DAERAH GOMBAK (OPP),2025-12,4,0,3
T114,CASA MILA,2025-12,8,0,0
T114,CASA VENICIA (OPP),2025-12,1,0,0
T114,DATARAN BANDAR BARU SELAYANG,2025-12,5,0,0
T114,FRIM,2025-12,15,0,0
T114,IDAMAN HILLS,2025-12,7,1,1
T114,IPD GOMBAK,2025-12,11,0,0
T114,IPD GOMBAK (OPP),2025-12,0,0,2
T114,KOMERSIAL SELAYANG UTAMA,2025-12,1,0,0
T114,KUARTERS FRIM,2025-12,6,0,6
T114,MAJLIS PEPERIKSAAN MALAYSIA,2025-12,3,0,4
T114,MAJLIS PEPERIKSAAN MALAYSIA (OPP),2025-12,2,0,0
T114,ONE SIERRA,2025-12,3,0,6
T114,ONE SIERRA (OPP),2025-12,0,1,1
T114,PANGSAPURI MERAK,2025-12,2,0,0
T114,PANGSAPURI MERAK (OPP),2025-12,11,0,0
T114,PERDANA RESIDENCE,2025-12,1,0,1
T114,PERUMAHAN SELAYANG UTAMA 50,2025-12,13,0,1
T114,RESIDENSI KEPONGMAS (OPP),2025-12,11,0,0
T114,S.K. SELAYANG UTAMA,2025-12,7,0,0
T114,SHELL TAMAN BIDARA,2025-12,13,0,0
T114,SURAU AL-FIRDAUS TMN BIDARA,2025-12,1,0,0
T114,TAMAN BIDARA (UTARA),2025-12,15,0,0
T114,TAMAN DAYA,2025-12,10,0,1
T114,TAMAN KEPONG INDAH,2025-12,1,0,0
T114,TAMAN SELAYANG (BARAT),2025-12,1,0,0
T114,TAMAN USAHAWAN KEPONG,2025-12,10,1,0
T115,(M1) BALAI POLIS SEGAMBUT,2025-12,15,0,0
T115,KAW. INDUSTRI KEPONG BARU,2025-12,13,0,0
T115,KOMERSIAL JLN HELANG BELALANG,2025-12,18,0,0
T115,KOMERSIAL KEPONG BARU TAMBAHAN,2025-12,11,0,7
T115,KONDOMINIUM MULBERI,2025-12,12,0,1
T115,PANGSAPURI ANGSA,2025-12,14,0,0
T115,PERSIMPANGAN JLN BUBUT,2025-12,18,0,0
T115,PERSIMPANGAN JLN PELANDUK,2025-12,18,0,0
T115,PERUMAHAN JLN ANTOI KIRI,2025-12,11,0,0
T115,PERUMAHAN JLN ANTOI KIRI 1,2025-12,5,0,7
T115,PERUMAHAN JLN API API,2025-12,18,0,0
T115,PERUMAHAN JLN API KIRI 1,2025-12,13,0,4
T115,PERUMAHAN JLN BANGAU,2025-12,13,0,5
T115,PERUMAHAN JLN BEBEREK,2025-12,13,0,0
T115,PERUMAHAN JLN BIDARA,2025-12,18,0,0
T115,PERUMAHAN JLN HELANG (BARAT),2025-12,13,0,0
T115,PERUMAHAN JLN HELANG (TIMUR),2025-12,11,0,1
T115,PERUMAHAN PERS MERGASTUA,2025-12,13,0,0
T115,PLAZA SINAR,2025-12,13,0,0
T115,S.K SERI KEPONG,2025-12,15,0,0
T115,S.K TAMAN SRI SINAR,2025-12,13,1,0
T115,TAMAN KEPONG BARU TAMBAHAN,2025-12,17,0,0
T115,TAMAN SRI SINAR (BARAT),2025-12,14,0,1
T117,(M1) TAMAN SRI SEGAMBUT (SELATAN),2025-12,15,0,0
T117,DEPOH BAS MRT JINJANG,2025-12,14,0,0
T117,KAW. PERUSAHAAN KEPONG,2025-12,16,0,0
T117,KOMERSIAL KEPONG USAHA,2025-12,13,0,0
T117,KOMERSIAL SRI SEGAMBUT,2025-12,16,0,0
T117,MARIAMMAN TEMPLE (OPP),2025-12,16,0,0
T117,MASJID AL-QURTUBI,2025-12,13,0,0
T117,SRA AL-QURTUBI (OPP),2025-12,15,0,0
T117,TAMAN PUSAT KEPONG,2025-12,16,0,0
T117,TAMAN PUSAT KEPONG (SELATAN),2025-12,14,0,0
T117,TAMAN PUSAT KEPONG (UTARA),2025-12,15,0,0
T117,TAMAN SRI SEGAMBUT,2025-12,16,0,0
T117,TSI BUSINESS INDUSTRIAL PARK,2025-12,16,0,0
T121,(M1) 99 RESIDENCE,2025-12,8,0,0
T121,ARADIA RESIDENCE (OPP),2025-12,5,0,0
T121,BARON RESIDENCE (OPP),2025-12,7,0,0
T121,ECOSKY RESIDENCE,2025-12,7,0,0
T121,KOMERSIAL TAMAN WAHYU,2025-12,6,0,0
T121,LAKECITY GALLERY,2025-12,8,0,0
T121,LAKEVILLE RESIDENCE,2025-12,8,0,0
T121,LOTUS SELAYANG,2025-12,7,1,0
T121,PERUMAHAN SIBU,2025-12,6,0,0
T121,PPR TAMAN WAHYU,2025-12,8,0,0
T121,SRI UTARA KIPARK,2025-12,8,0,0
T152,(M1) 99 WONDERLAND PARK,2025-12,8,0,0
T152,DEWAN DESA BAKTI,2025-12,7,0,0
T152,DEWAN DESA BAKTI (OPP),2025-12,8,0,1
T152,FLAT TAMAN INTAN BAIDURI,2025-12,6,0,0
T152,FLAT TAMAN WILAYAH SELAYANG,2025-12,12,0,4
T152,FRIM,2025-12,9,0,1
T152,KUARTERS FRIM,2025-12,3,0,7
T152,LAKEPARK RESIDENCE,2025-12,1,0,6
T152,MASJID AL-ZAKIRIN,2025-12,7,0,0
T152,MASJID AL-ZAKIRIN (OPP),2025-12,9,0,0
T152,PADANG TAMAN INTAN BAIDURI,2025-12,6,0,0
T152,PANGSAPURI TAMAN SRI MURNI,2025-12,6,0,1
T152,PANGSAPURI TAMAN SRI MURNI (SELATAN),2025-12,14,0,2
T152,PANGSAPURI TAMAN SRI MURNI (TIMUR),2025-12,8,0,0
T152,PARAGON UTAMA,2025-12,4,0,0
T152,PASAR BORONG KL,2025-12,7,0,0
T152,RESIDENSI FORTUNE PERDANA,2025-12,5,0,0
T152,RESIDENSI KEPONGMAS,2025-12,5,0,1
T152,RESIDENSI KEPONGMAS (OPP),2025-12,10,0,0
T152,S.K. SELAYANG UTAMA,2025-12,8,0,0
T152,SELAYANG MALL,2025-12,8,0,1
T152,SELAYANG MALL (OPP),2025-12,4,0,3
T152,SELAYANG MALL SMART STOP (OPP),2025-12,6,0,0
T152,SK SELAYANG JAYA,2025-12,10,0,0
T152,SK SELAYANG JAYA (OPP),2025-12,6,0,1
T152,SMK ST MARY KL,2025-12,6,0,0
T152,TAMAN DAYA,2025-12,9,0,1
T152,TAMAN INTAN BAIDURI (BARAT),2025-12,6,0,0
T152,TAMAN KEPONG INDAH,2025-12,2,0,3
T152,TAMAN SELAYANG (BARAT),2025-12,3,0,2
T152,TAMAN SELAYANG JAYA,2025-12,17,0,0
T152,TAMAN SELAYANG JAYA (BARAT),2025-12,10,0,0
T152,TAMAN SELAYANG JAYA (TIMUR),2025-12,13,0,4
T152,TAMAN SERI MELATI,2025-12,7,0,9
T152,TAMAN USAHAWAN KEPONG,2025-12,9,0,0
T154,(M1) FUNPARK GAMUDA LUGE,2025-12,2,1,1
T154,(M2) TAMAN TASIK BIRU,2025-12,4,0,2
T154,(M3) KOMERSIAL MASGENUINE SQUARE,2025-12,2,0,0
T154,AZALEA HOMES KUNDANG JAYA,2025-12,4,0,0
T154,DEWAN KG MELAYU KUNDANG,2025-12,2,0,0
T154,DEWAN SERBAGUNA KUANG (OPP),2025-12,1,1,0
T154,KAMPUNG GOMBAK BATU 19,2025-12,2,0,0
T154,KAMPUNG GOMBAK KUANG,2025-12,1,0,0
T154,KG MELAYU KUNDANG,2025-12,5,0,0
T154,KOMERSIAL BRP 7,2025-12,1,0,0
T154,KOMERSIAL KG JAYA,2025-12,8,0,0
T154,KOMERSIAL KG JAYA (OPP),2025-12,1,0,0
T154,KUNDANG LAKES COUNTRY CLUB,2025-12,3,0,0
T154,PANGSAPURI PKNS KUANG,2025-12,0,1,0
T154,PASAR KG BARU KUNDANG,2025-12,5,0,0
T154,PERINDUSTRIAN KG JAYA 1,2025-12,8,1,0
T154,PERINDUSTRIAN KG JAYA 2,2025-12,1,0,0
T154,PERINDUSTRIAN KG JAYA 3,2025-12,6,0,2
T154,PERUMAHAN BRP 7,2025-12,9,0,0
T154,PERUMAHAN KUNDANG JAYA,2025-12,3,0,0
T154,PERUMAHAN KUNDANG JAYA 1A,2025-12,3,0,1
T154,PINGGIRAN RAHMAN PUTRA,2025-12,8,0,0
T154,SCIENTEX KUNDANG JAYA,2025-12,5,0,0
T154,SK BUKIT RAHMAN PUTRA,2025-12,6,1,0
T154,SK BUKIT RAHMAN PUTRA (OPP),2025-12,1,0,0
T154,SK SERI KUNDANG,2025-12,5,0,0
T154,SURAU KG BARU KUNDANG,2025-12,4,0,1
T154,SURAU KG SETIA KUANG,2025-12,6,0,0
T154,TAMAN KUANG RAYA,2025-12,1,0,0
T154,TAMAN MASGENUINE,2025-12,6,0,0
T154,TAMAN RAHMAT JAYA KUNDANG,2025-12,4,0,0
T180,(M1) PANGSAPURI BLOK 77 B.B.S (OPP),2025-12,10,0,0
T180,CAPERS SENTUL,2025-12,11,0,0
T180,INSTITUT LATIHAN MAKPEM,2025-12,11,0,0
T180,KOMERSIAL DATO SENU,2025-12,13,0,0
T180,LRT SENTUL,2025-12,12,0,0
T180,LRT SENTUL TIMUR,2025-12,14,0,0
T180,MASJID AMRU IBN AL'AS B.B.S,2025-12,11,0,0
T180,MASJID RAUDHATUL MUTTAQIN,2025-12,12,0,0
T180,MRT SENTUL BARAT PINTU B,2025-12,10,0,1
T180,PADANG TAMAN DATO SENU,2025-12,13,0,0
T180,PANGSAPURI BLOK 57 (OPP),2025-12,11,0,0
T180,PANGSAPURI BLOK 83 B.B.S (OPP),2025-12,11,0,0
T180,PERUMAHAN AWAM SERI NEGERI SEMBILAN,2025-12,12,0,1
T180,RIVERCITY 3RD MILE,2025-12,11,0,0
T180,RIVERWALK VILLAGE (OPP),2025-12,6,3,0
T180,S.R.A IBNU HAJAR AL-ASQALANI,2025-12,13,0,0
T180,SKY AWANI 5 RESIDENCE,2025-12,14,0,0
T180,SKY MERIDIEN (OPP),2025-12,14,0,1
T180,SMK BANDAR BARU SENTUL,2025-12,12,0,0
T180,TAMAN DATO SENU,2025-12,14,0,0
T180,TAMAN DATO SENU (SELATAN),2025-12,13,0,0
T180,TAMAN MILLION,2025-12,8,0,0
T180,THE SAFFRON SENTUL,2025-12,10,0,0
T180,THE TAMARIND (OPP),2025-12,12,0,1
T180,UTC SENTUL (OPP),2025-12,11,0,0
T305,(M1) HAB BANDAR BARU AMPANG,2025-12,0,0,1
T305,(M2) TAMAN SERAYA (UTARA),2025-12,1,0,0
T305,(M3) TAMAN MUDA (TIMUR),2025-12,1,0,0
T305,AMPANG AVENUE,2025-12,2,0,0
T305,BUNGA RAYA APARTMEN,2025-12,1,0,0
T305,DATARAN MESTIKA,2025-12,1,0,1
T305,FLAT BAYU MURNI,2025-12,1,0,1
T305,FLAT LEMBAH MAJU,2025-12,1,0,0
T305,FLAT PANDAN INDAH,2025-12,1,0,0
T305,GLENVIEW VILLA CONDOMINIUM,2025-12,2,0,1
T305,HAB BANDAR BARU AMPANG,2025-12,1,0,0
T305,HOSPITAL AMPANG (OPP),2025-12,1,0,0
T305,KG CHERAS BARU (BARAT),2025-12,1,0,1
T305,KG CHERAS BARU (TIMUR),2025-12,2,0,0
T305,KG. CHERAS BARU (TIMUR),2025-12,1,0,0
T305,MADRASATUL AMALIAH,2025-12,1,0,0
T305,MADRASATUL ISLAMIAH,2025-12,2,0,0
T305,MASJID MADRASATUL AMALIAH,2025-12,1,0,0
T305,MRT TAMAN MIDAH PINTU A,2025-12,0,0,1
T305,PANDAN INDAH,2025-12,1,0,0
T305,PANDAN MEWAH HEIGHT,2025-12,1,0,0
T305,PANDAN MEWAH HEIGHT CONDOMINIUM,2025-12,1,0,0
T305,PARAGON POINT (SELATAN),2025-12,2,0,1
T305,PARAGON POINT (UTARA),2025-12,1,0,0
T305,SEKOLAH KEBANGSAAN AMPANG CAMPURAN,2025-12,1,0,0
T305,SEKOLAH KEBANGSAAN TAMAN MUDA,2025-12,1,0,0
T305,SK AMPANG CAMPURAN,2025-12,1,0,0
T305,SMK BANDAR BARU AMPANG,2025-12,1,0,0
T305,SMK PANDAN MEWAH,2025-12,1,0,0
T305,SURAU MADRASATUL SOFWA,2025-12,1,0,0
T305,SURAU MANBA'UL TAQWA,2025-12,1,0,0
T305,SURAU MANBAUL TAQWA,2025-12,1,0,0
T305,TAMAN LEMBAH MAJU (UTARA),2025-12,1,0,0
T305,TAMAN MAWAR,2025-12,1,0,0
T305,TAMAN MELOR (BARAT),2025-12,1,0,0
T305,TAMAN MUDA SELATAN,2025-12,1,0,0
T305,TAMAN SERAYA (BARAT),2025-12,3,0,0
T305,TAMAN SERAYA (TIMUR),2025-12,2,0,0
T305,TAMAN SRI BAHTERA (BARAT),2025-12,1,0,0
T305,TAMAN SRI BAHTERA (TIMUR),2025-12,1,0,0
T305,TAMAN SRI BAHTERA. SPG JLN SEMERAH PADI,2025-12,1,0,0
T305,TAMAN SRI BAHTERA. SPG LORONG BUKIT A8 (OPP),2025-12,1,0,0
T305,VELODROM BUSINESS PARK,2025-12,1,0,0
T305,XIAO EN CENTER,2025-12,1,0,0
T352,(M1) TMN SHAMELIN,2025-12,10,0,0
T352,7 ELEVEN,2025-12,23,0,3
T352,AEON MALURI 1 (OPP),2025-12,6,0,0
T352,BSN,2025-12,4,1,18
T352,CALTEX,2025-12,8,0,0
