"month","route_id","stop_name","on time","late","early"
"2025-04","T100","(M1) UITM SG BULOH (OPP)",15,0,0
"2025-04","T100","HOSPITAL SG BULOH PINTU B",18,0,0
"2025-04","T100","HOSPITAL SG BULOH PINTU B (OPP)",20,0,0
"2025-04","T100","HOSPITAL SG BULOH PINTU D",17,1,0
"2025-04","T100","HOSPITAL SG BULOH PINTU D (OPP)",20,0,0
"2025-04","T100","KOLEJ SAINS BERSEKUTU KESIHATAN",18,0,0
"2025-04","T100","KOLEJ SAINS BERSEKUTU KESIHATAN (OPP)",19,0,0
"2025-04","T100","MASJID HOSPITAL SUNGAI BULOH",17,0,0
"2025-04","T100","PUSAT KUSTA NEGARA",19,0,0
"2025-04","T100","SMK SIERRAMAS",15,3,0
"2025-04","T100","SMK SIERRAMAS (Opp)",20,0,0
"2025-04","T100","STELLARS GROCER",20,0,0
"2025-04","T100","STELLARS GROCER (OPP)",18,0,0
"2025-04","T100","UITM SG BULOH",17,0,0
"2025-04","T101","(M1) ASCOT HILL",8,0,9
"2025-04","T101","BRP 4 PUTRA JATI",23,0,0
"2025-04","T101","BRP 4 PUTRA UTAMA",25,0,0
"2025-04","T101","DATARAN VILLA PUTRA",25,0,0
"2025-04","T101","DEWAN MERANTI",25,0,0
"2025-04","T101","KG MELAYU BT 13 (1)",26,0,0
"2025-04","T101","KG MELAYU BT 13 (2)",26,0,0
"2025-04","T101","KG MELAYU BT 13 (3)",26,0,0
"2025-04","T101","KG MELAYU BT 13 (4)",26,0,0
"2025-04","T101","PASAR DAN BAZAR BBSB",25,0,0
"2025-04","T101","PERINDUSTRIAN BRP 8",25,0,0
"2025-04","T101","PERUMAHAN 1C/4",25,0,0
"2025-04","T101","PERUMAHAN 1D/1",25,0,0
"2025-04","T101","PERUMAHAN BRP 5",10,0,15
"2025-04","T101","PERUMAHAN BRP 6",25,0,0
"2025-04","T101","PERUMAHAN BRP 7",23,1,1
"2025-04","T101","PUSAT KOMERSIAL TSB",23,0,0
"2025-04","T101","SK SG BULOH (OPP)",23,3,0
"2025-04","T101","STELLARS GROCER",23,3,0
"2025-04","T101","SURAU Al-IKHWAN",25,0,0
"2025-04","T101","TAMAN TASIK BBSB",20,0,3
"2025-04","T102","(M1) KAWASAN REKREASI AMAN PUTRI",5,0,8
"2025-04","T102","(M2) KUARTERS JKR UNIT TENTERA (OPP)",14,0,0
"2025-04","T102","(M3) SIMPANG FFM",13,0,0
"2025-04","T102","BALAIRAYA KG PAYA JARAS",11,0,0
"2025-04","T102","BALAIRAYA KG PAYA JARAS (OPP)",13,0,0
"2025-04","T102","BALAIRAYA KG PAYA JARAS HILIR (OPP)",13,0,0
"2025-04","T102","BANDAR BARU SUNGAI BULOH",12,0,0
"2025-04","T102","BT. 17 KG. MERBAU SEMPAK",12,0,0
"2025-04","T102","DEPOT SIMPANAN PERTAHANAN",13,1,0
"2025-04","T102","KEM PAYA JARAS",11,0,0
"2025-04","T102","KG KUBU GAJAH",13,0,0
"2025-04","T102","KOMERSIAL AMAN PUTRI (BARAT)",13,0,0
"2025-04","T102","KOMERSIAL AMAN PUTRI (TIMUR)",10,0,3
"2025-04","T102","KOMPLEKS PERNIAGAAN SIMPANG GAJAH 12",14,0,0
"2025-04","T102","KUARTERS ATM KEM PAYA JARAS",11,0,0
"2025-04","T102","KUARTERS ATM KEM PAYA JARAS (OPP)",14,0,0
"2025-04","T102","KUARTERS DEPOT SIMPANAN PERTAHANAN",12,0,0
"2025-04","T102","KUARTERS DEPOT SIMPANAN PERTAHANAN (OPP)",12,0,0
"2025-04","T102","KUARTERS JKR UNIT TENTERA",12,0,0
"2025-04","T102","LOT 1770",11,0,0
"2025-04","T102","LOT 1771",14,0,0
"2025-04","T102","MASJID KG KUBU GAJAH (SELATAN)",13,0,0
"2025-04","T102","MASJID KG KUBU GAJAH (UTARA)",14,0,0
"2025-04","T102","MASJID KG MERBAU SEMPAK",13,0,0
"2025-04","T102","PERSIMPANGAN JLN KG KUBU GAJAH",6,0,7
"2025-04","T102","PERSIMPANGAN JLN. MERBAU SEMPAK",13,0,0
"2025-04","T102","PERUMAHAN AMAN SURIA (SELATAN)",13,0,0
"2025-04","T102","PERUMAHAN AMAN SURIA (UTARA)",9,4,0
"2025-04","T102","PINGGIRAN SG. BULOH",11,0,0
"2025-04","T102","PUSAT KOMERSIAL TSB",11,1,0
"2025-04","T102","RUMAH LOT 2876",13,0,0
"2025-04","T102","RUMAH LOT 2876 (OPP)",14,0,0
"2025-04","T102","S.R.A MERBAU SEMPAK",13,0,0
"2025-04","T102","SIMPANG GAJAH 11",12,0,0
"2025-04","T102","SIMPANG GAJAH 14 (BARAT)",14,0,0
"2025-04","T102","SIMPANG GAJAH 14 (TIMUR)",13,0,0
"2025-04","T102","SIMPANG GAJAH 15",12,0,0
"2025-04","T102","SIMPANG GAJAH 16",14,0,0
"2025-04","T102","SIMPANG GAJAH 21",14,0,0
"2025-04","T102","SIMPANG GAJAH 23",14,0,0
"2025-04","T102","SIMPANG GAJAH 3",14,0,0
"2025-04","T102","SIMPANG GAJAH 6",13,0,0
"2025-04","T102","SIMPANG GAJAH 9",13,0,0
"2025-04","T102","SIMPANG JLN RAHIDIN",10,0,4
"2025-04","T102","SIMPANG LORONG 10 (SELATAN)",12,0,0
"2025-04","T102","SIMPANG LORONG 10 (UTARA)",14,0,0
"2025-04","T102","SIMPANG LORONG 5",13,0,0
"2025-04","T102","SIMPANG LORONG 6",13,0,0
"2025-04","T102","SIMPANG Y KUBU GAJAH",14,0,0
"2025-04","T102","SME AEROSPACE",4,0,9
"2025-04","T102","SMK BANDAR BARU SG BULOH",12,0,0
"2025-04","T102","SMK BANDAR BARU SG BULOH (OPP)",11,0,0
"2025-04","T102","SRA PAYA JARAS",14,0,0
"2025-04","T102","TASKA PERMATA KEMAS",14,0,0
"2025-04","T102","U19 TMN SRI BULOH",12,0,0
"2025-04","T103","(M1) SUTERA SQUARE",27,0,22
"2025-04","T103","APARTMENT INDAH",48,0,0
"2025-04","T103","APARTMENT SAUJANA",49,0,0
"2025-04","T103","APT IDAMAN",47,0,0
"2025-04","T103","APT IMPIAN",48,0,0
"2025-04","T103","APT LESTARI",50,0,0
"2025-04","T103","APT LESTARI (OPP)",45,4,1
"2025-04","T103","APT PERMAI",48,0,0
"2025-04","T103","DESA RIANG",49,0,0
"2025-04","T103","JAKOA DAMANSARA DAMAI",48,0,0
"2025-04","T103","KOMERSIAL SAUJANA DAMANSARA",45,2,3
"2025-04","T103","KOMERSIAL SAUJANA DAMANSARA (OPP)",47,0,0
"2025-04","T103","PLAZA PARK AVENUE",49,0,0
"2025-04","T103","PRIMA DAMANSARA",26,1,19
"2025-04","T103","RESIDENSI SUASANA DAMAI (OPP)",48,0,0
"2025-04","T103","SEASONS SQUARE",49,1,0
"2025-04","T103","TERMINAL BAS WAN'S CENTRAL",46,0,0
"2025-04","T103","THE ZIZZ",46,0,0
"2025-04","T104","(M1) PANGSAPURI MEDAN MAS",20,0,0
"2025-04","T104","DERET KEDAI JLN PERKHIDMATAN",19,1,0
"2025-04","T104","IPD SG BULOH",20,0,0
"2025-04","T104","PREMISE 196",17,1,1
"2025-04","T104","RHB KG BARU SG BULOH",18,1,1
"2025-04","T104","SJKC SG BULOH (OPP)",20,0,0
"2025-04","T105","(M1) APARTMENT SRI PUTRA FASA 2",5,0,0
"2025-04","T105","APARTMENT IMPIAN INDAH",3,0,2
"2025-04","T105","APARTMENT SERI MAWAR",5,0,0
"2025-04","T105","APARTMENT SERI MAWAR (OPP)",4,0,0
"2025-04","T105","DATARAN VILLA PUTRA",5,0,0
"2025-04","T105","KAWASAN PERINDUSTRIAN PUTRA",5,0,0
"2025-04","T105","KG SRI INDAH B (BARAT)",5,0,0
"2025-04","T105","KG SRI INDAH B (TIMUR)",5,0,0
"2025-04","T105","KLINIK KESIHATAN SG. BULOH",3,0,2
"2025-04","T105","KLINIK KESIHATAN SG. BULOH (OPP)",3,0,0
"2025-04","T105","KOMERSIAL SAUJANA AKASIA",5,0,0
"2025-04","T105","KOMERSIAL SRI PUTRA",5,0,0
"2025-04","T105","KOMPLEKS KILANG DAIKIN",4,0,0
"2025-04","T105","LORONG MELOR. KG MELAYU",5,0,0
"2025-04","T105","LOT 129 KG MELAYU (OPP)",5,0,0
"2025-04","T105","MAKMAL KESIHATAN AWAM KEBANGSAAN",5,0,0
"2025-04","T105","MAKMAL KESIHATAN AWAM KEBANGSAAN (OPP)",3,0,0
"2025-04","T105","MEDAN SELERA KAW. INDUSTRI PUTRA",5,0,0
"2025-04","T105","PERINDUSTRIAN BRP 8",5,0,0
"2025-04","T105","PERINDUSTRIAN BRP 9",5,0,0
"2025-04","T105","PERSIMPANGAN BRP 8/2",5,0,0
"2025-04","T105","PERSIMPANGAN MP 2 (OPP)",5,0,0
"2025-04","T105","PERSIMPANGAN MP 3",5,0,0
"2025-04","T105","PERSIMPANGAN MP 36",5,0,0
"2025-04","T105","PERSIMPANGAN MP 37 (OPP)",5,0,0
"2025-04","T105","PERSIMPANGAN MP 43",4,0,1
"2025-04","T105","PERSIMPANGAN MP 43 (OPP)",5,0,0
"2025-04","T105","PERSIMPANGAN MP 58",3,0,0
"2025-04","T105","PERSIMPANGAN SRI INDAH 9B",5,0,0
"2025-04","T105","PERSIMPANGAN SRI INDAH 9B (OPP)",5,0,0
"2025-04","T105","SAUJANA AKASIA (OPP)",5,0,0
"2025-04","T105","SEK. KEB. SG. BULOH",5,0,0
"2025-04","T105","SIMPANG 4 JLN KUSTA (BARAT)",4,0,0
"2025-04","T105","SIMPANG 4 JLN KUSTA (TIMUR)",5,0,0
"2025-04","T105","SK SG BULOH (OPP)",5,0,0
"2025-04","T105","SMK SIERRAMAS",4,1,0
"2025-04","T105","STELLARS GROCER",5,0,0
"2025-04","T105","STELLARS GROCER (OPP)",5,0,0
"2025-04","T105","SURAU DARUL ULUM",5,0,0
"2025-04","T105","SURAU DARUL ULUM (OPP)",5,0,0
"2025-04","T105","SURAU ZAHIDIAH JALAN KUSTA",5,0,0
"2025-04","T105","SURAU ZAHIDIAH JALAN KUSTA (OPP)",2,0,3
"2025-04","T105","TAMAN ANJUNG DAMAI",5,0,0
"2025-04","T105","TAMAN ANJUNG DAMAI (OPP)",4,0,0
"2025-04","T105","TAMAN IMPIAN INDAH",4,0,1
"2025-04","T105","TAMAN SRI PUTRA",5,0,0
"2025-04","T105","TAMAN VILLA PUTRA",5,0,0
"2025-04","T106","(M1) PANGSAPURI SRI MERANTI",27,0,0
"2025-04","T106","AMANAH IKHTIAR MALAYSIA",26,1,0
"2025-04","T106","APARTMENT PARADESA TROPIKA (OPP)",25,0,2
"2025-04","T106","ATIVO PLAZA",25,2,1
"2025-04","T106","KOMERSIAL BANDAR SRI DAMANSARA",25,0,0
"2025-04","T106","KOMERSIAL BANDAR SRI DAMANSARA 12",26,1,0
"2025-04","T106","MARGOSA RESIDENCY",24,0,0
"2025-04","T106","MASJID AL-MUKARRAMAH",25,0,0
"2025-04","T106","MERANTI 13 RESIDENCE",26,0,0
"2025-04","T106","PERUMAHAN SAGA SD 8",28,0,0
"2025-04","T106","SD APARTMENT",22,0,0
"2025-04","T106","SD APARTMENT 2",27,0,0
"2025-04","T106","SRI BESTARI INTERNATIONAL SCHOOL (OPP)",25,0,0
"2025-04","T106","SRI DAMANSARA COURTS",28,0,0
"2025-04","T107","(M1) PUSAT DAGANGAN SRI DAMANSARA (OPP)",22,1,0
"2025-04","T107","FLAT SRI CEMARA (OPP)",23,0,0
"2025-04","T107","KAWASAN PERINDUSTRIAN TOGO",21,1,0
"2025-04","T107","KOMERSIAL JALAN EMAS SD 5",22,0,0
"2025-04","T107","KOMERSIAL KIP",22,0,0
"2025-04","T107","MAS KIPARK DAMANSARA",23,0,0
"2025-04","T107","PERINDUSTRIAN  SD5",23,0,0
"2025-04","T107","PERUMAHAN JATI SD 4",22,1,0
"2025-04","T107","TAMAN PERINDUSTRIAN KIP",20,0,0
"2025-04","T107","TAMAN PERINDUSTRIAN KIP 2",17,0,0
"2025-04","T107","TAMAN WANGSA PERMAI",22,1,0
"2025-04","T108","(M1) KEPONG VILLAGE MALL",34,2,0
"2025-04","T108","KAW. PUSAT BANDAR MANJALARA",36,0,0
"2025-04","T108","KAW. PUSAT BANDAR MANJALARA JLN 11",37,0,0
"2025-04","T108","KOMERSIAL DAGANG SD2",16,3,17
"2025-04","T108","KOMERSIAL TAMAN BUKIT MALURI",37,0,0
"2025-04","T108","MENARA MENJALARA",36,0,0
"2025-04","T108","PERUMAHAN MENJALARA 62B",36,0,0
"2025-04","T108","PUSAT KOMUNITI MENJALARA",35,0,0
"2025-04","T108","SK MENJALARA",36,0,0
"2025-04","T108","SMK TAMAN BUKIT MALURI (TIMUR)",37,0,0
"2025-04","T108","SMK TAMAN BUKIT MALURI (UTARA)",37,0,0
"2025-04","T108","SMKA KL (OPP)",37,0,0
"2025-04","T108","TAMAN BUKIT MALURI (BARAT)",36,0,0
"2025-04","T108","TAMAN BUKIT MALURI (SELATAN)",28,4,5
"2025-04","T108","TAMAN BUKIT MALURI (UTARA)",34,0,0
"2025-04","T108","TAMAN MENJALARA (UTARA)",36,0,0
"2025-04","T108","TM KEPONG MENJALARA",36,0,0
"2025-04","T108","VILLA MANJA",35,0,0
"2025-04","T108","WISMA FIAMMA",2,0,35
"2025-04","T109","(M1) THE BREEZEWAY",38,0,0
"2025-04","T109","ADORA PARKCITY",6,0,32
"2025-04","T109","KOMERSIAL DAGANG SD2",9,0,27
"2025-04","T109","LEVENUE",38,0,0
"2025-04","T109","LEVENUE (OPP)",38,0,0
"2025-04","T109","NADIA PARKFRONT",37,0,1
"2025-04","T109","PERUMAHAN MENJALARA 62 & 62C",38,0,0
"2025-04","T109","PERUMAHAN MENJALARA 62&62C (OPP)",38,0,0
"2025-04","T109","PLAZA ARKADIA (DAVIDSON)",38,0,0
"2025-04","T109","PLAZA ARKADIA (FARADAY)",38,0,0
"2025-04","T109","SEK. MEN. AGAMA K.L",37,0,1
"2025-04","T109","SOUTHLAKE TERRACE",38,0,0
"2025-04","T109","TAMAN MENJALARA (UTARA)",26,11,1
"2025-04","T109","THE WESTSIDE CONDO",38,0,0
"2025-04","T109","WATERFRONT PARKCITY",38,0,0
"2025-04","T109","ZENIA PARKHOME",38,0,0
"2025-04","T110","(M1) APARTMENT DESA DUA",27,0,0
"2025-04","T110","APARTMENT DESA SATU",27,0,0
"2025-04","T110","BHP DESA JAYA",26,0,2
"2025-04","T110","BUKIT DESA UTAMA (SELATAN)",14,0,14
"2025-04","T110","DESA AMAN PURI (SELATAN)",27,0,0
"2025-04","T110","DESA AMAN PURI (UTARA)",27,0,0
"2025-04","T110","DESA JAYA (BARAT)",28,0,0
"2025-04","T110","FLAT SRI CEMARA",27,0,0
"2025-04","T110","KAFA INTEGRASI Al MUHAJIRIN (OPP)",23,0,0
"2025-04","T110","PERINDUSTRIAN EHSAN JAYA",27,0,0
"2025-04","T110","PERUMAHAN MAHOGANI SD1/6",27,0,0
"2025-04","T110","PUSAT KOMUNITI TAMAN EHSAN",28,0,0
"2025-04","T110","S.K. BANDAR BARU SRI DAMANSARA (OPP)",24,0,0
"2025-04","T110","SEK. KEB. DESA AMANPURI",6,0,21
"2025-04","T110","TAMAN EHSAN (SELATAN)",27,0,0
"2025-04","T110","TAMAN EHSAN (TIMUR)",27,0,0
"2025-04","T111","(M1) KAWASAN INDUSTRI TAMAN EHSAN",25,0,0
"2025-04","T111","APARTMENT HIJAU RIA",25,0,0
"2025-04","T111","BHP DESA JAYA",22,0,3
"2025-04","T111","DESA JAYA (BARAT)",25,1,0
"2025-04","T111","FLAT TAMAN INDAH PERDANA",15,0,8
"2025-04","T111","KG KEPONG ULU",24,0,0
"2025-04","T111","KOMERSIAL TAMAN EHSAN",26,0,0
"2025-04","T111","PADANG BOLA TAMAN EHSAN",24,0,0
"2025-04","T111","PASAR MODEN TAMAN EHSAN",25,0,0
"2025-04","T111","PERUMAHAN TAMAN EHSAN JLN E3/1",22,0,0
"2025-04","T111","PERUMAHAN TAMAN EHSAN JLN E5/1",25,0,0
"2025-04","T111","PERUMAHAN TAMAN EHSAN JLN E5/2 (OPP)",25,0,0
"2025-04","T111","PUSAT KOMUNITI TAMAN EHSAN",25,0,0
"2025-04","T111","S.M.K. TAMAN EHSAN",25,0,0
"2025-04","T111","SMK KEPONG (OPP)",25,0,0
"2025-04","T111","TAMAN WARISAN FRIM",11,0,14
"2025-04","T112","(M1) PERINDUSTRIAN TAMAN KEPONG",26,0,0
"2025-04","T112","KEPONG B.C",24,0,0
"2025-04","T112","KOMPLEKS DESA JAYA (OPP)",26,0,0
"2025-04","T112","KTM KEPONG",25,1,0
"2025-04","T112","MASJID AMANIAH KEPONG",26,0,0
"2025-04","T112","PANGSAPURI MUTIARA MAGNA",25,0,0
"2025-04","T112","PEMADAM KAW. PARLIMEN KEPONG",25,0,0
"2025-04","T112","PERUMAHAN KEPONG GARDEN",26,0,0
"2025-04","T112","WISMA CARITAS",25,0,0
"2025-04","T113","(M1) SRI EDARAN INDUSTRIAL PARK",24,0,0
"2025-04","T113","AEON BIG KEPONG",24,1,0
"2025-04","T113","KAWASAN PERUSAHAAN METRO PERDANA",25,0,0
"2025-04","T113","KOMERSIAL FORTUNE PERDANA",25,0,0
"2025-04","T113","KOMERSIAL METRO PERDANA",25,0,0
"2025-04","T113","PPR PEKAN KEPONG BLOK B",25,0,0
"2025-04","T113","PPR PEKAN KEPONG BLOK C",20,0,4
"2025-04","T113","RESIDENSI FORTUNE PERDANA",25,0,0
"2025-04","T113","TAMAN PERMAINAN METRO PERDANA",25,0,0
"2025-04","T114","(M1) PEJ. JKR DAERAH GOMBAK (OPP)",13,0,0
"2025-04","T114","APARTMENT HIJAU RIA",12,0,0
"2025-04","T114","CASA MILA",14,0,0
"2025-04","T114","CASA VENICIA (OPP)",5,0,0
"2025-04","T114","DATARAN BANDAR BARU SELAYANG",13,0,0
"2025-04","T114","FRIM",8,0,6
"2025-04","T114","IDAMAN HILLS",13,0,0
"2025-04","T114","IPD GOMBAK",14,0,0
"2025-04","T114","IPD GOMBAK (OPP)",11,0,0
"2025-04","T114","KOMERSIAL SELAYANG UTAMA",9,0,3
"2025-04","T114","KUARTERS FRIM",14,0,0
"2025-04","T114","MAJLIS PEPERIKSAAN MALAYSIA",5,0,8
"2025-04","T114","MAJLIS PEPERIKSAAN MALAYSIA (OPP)",4,3,6
"2025-04","T114","ONE SIERRA",12,0,1
"2025-04","T114","ONE SIERRA (OPP)",9,0,4
"2025-04","T114","PANGSAPURI MERAK",11,0,0
"2025-04","T114","PANGSAPURI MERAK (OPP)",13,0,0
"2025-04","T114","PARAGON UTAMA",7,0,0
"2025-04","T114","PERDANA RESIDENCE",7,0,0
"2025-04","T114","PERUMAHAN SELAYANG UTAMA 50",14,0,0
"2025-04","T114","RESIDENSI FORTUNE PERDANA",11,0,1
"2025-04","T114","RESIDENSI KEPONGMAS",6,0,6
"2025-04","T114","RESIDENSI KEPONGMAS (OPP)",14,0,0
"2025-04","T114","S.K. SELAYANG UTAMA",12,0,0
"2025-04","T114","SHELL TAMAN BIDARA",13,0,0
"2025-04","T114","SURAU AL-FIRDAUS TMN BIDARA",11,0,0
"2025-04","T114","TAMAN BIDARA (UTARA)",24,0,0
"2025-04","T114","TAMAN DAYA",8,0,5
"2025-04","T114","TAMAN KEPONG INDAH",11,0,1
"2025-04","T114","TAMAN SELAYANG (BARAT)",12,0,0
"2025-04","T114","TAMAN USAHAWAN KEPONG",11,0,3
"2025-04","T114","TAMAN WARISAN FRIM",12,0,0
"2025-04","T115","(M1) BALAI POLIS SEGAMBUT",28,0,0
"2025-04","T115","KAW. INDUSTRI KEPONG BARU",26,0,2
"2025-04","T115","KOMERSIAL JLN HELANG BELALANG",29,0,0
"2025-04","T115","KOMERSIAL KEPONG BARU TAMBAHAN",20,0,8
"2025-04","T115","KONDOMINIUM MULBERI",20,0,5
"2025-04","T115","PANGSAPURI ANGSA",28,0,0
"2025-04","T115","PERSIMPANGAN JLN BUBUT",29,0,0
"2025-04","T115","PERSIMPANGAN JLN PELANDUK",29,0,0
"2025-04","T115","PERUMAHAN JLN ANTOI KIRI",27,0,0
"2025-04","T115","PERUMAHAN JLN ANTOI KIRI 1",7,0,20
"2025-04","T115","PERUMAHAN JLN API API",28,0,0
"2025-04","T115","PERUMAHAN JLN API KIRI 1",26,1,2
"2025-04","T115","PERUMAHAN JLN BANGAU",16,0,13
"2025-04","T115","PERUMAHAN JLN BEBEREK",26,0,0
"2025-04","T115","PERUMAHAN JLN BIDARA",29,0,0
"2025-04","T115","PERUMAHAN JLN HELANG (BARAT)",28,0,0
"2025-04","T115","PERUMAHAN JLN HELANG (TIMUR)",26,0,2
"2025-04","T115","PERUMAHAN PERS MERGASTUA",26,0,0
"2025-04","T115","PLAZA SINAR",27,0,0
"2025-04","T115","S.K SERI KEPONG",28,0,0
"2025-04","T115","S.K TAMAN SRI SINAR",28,0,0
"2025-04","T115","TAMAN KEPONG BARU TAMBAHAN",28,0,0
"2025-04","T115","TAMAN SRI SINAR (BARAT)",26,0,2
"2025-04","T117","(M1) TAMAN SRI SEGAMBUT (SELATAN)",27,0,0
"2025-04","T117","DEPOH BAS MRT JINJANG",27,0,0
"2025-04","T117","KAW. PERUSAHAAN KEPONG",26,0,0
"2025-04","T117","KOMERSIAL KEPONG USAHA",26,0,0
"2025-04","T117","KOMERSIAL SRI SEGAMBUT",27,0,0
"2025-04","T117","MARIAMMAN TEMPLE (OPP)",26,0,1
"2025-04","T117","MASJID AL-QURTUBI",26,0,0
"2025-04","T117","SRA AL-QURTUBI (OPP)",27,0,0
"2025-04","T117","TAMAN PUSAT KEPONG",27,0,0
"2025-04","T117","TAMAN PUSAT KEPONG (SELATAN)",23,0,0
"2025-04","T117","TAMAN PUSAT KEPONG (UTARA)",26,0,0
"2025-04","T117","TAMAN SRI SEGAMBUT",27,0,0
"2025-04","T117","TSI BUSINESS INDUSTRIAL PARK",27,0,0
"2025-04","T118","(M1) SURAU MAHMUDIAH TMN SRI DELIMA",26,0,0
"2025-04","T118","KAWASAN REKREASI TMN SRI DELIMA",24,1,0
"2025-04","T118","KOMERSIAL TAMAN CITY",16,0,0
"2025-04","T118","KOMERSIAL TAMAN LAWA (OPP)",26,0,0
"2025-04","T118","KOMERSIAL TAMAN SEJAHTERA",15,0,0
"2025-04","T118","PADANG BOLA TAMAN BATU",22,0,0
"2025-04","T118","PERUMAHAN JINJANG SELATAN",19,0,0
"2025-04","T118","SMK RAJA ABDULLAH",26,0,0
"2025-04","T118","SMK RAJA ABDULLAH (OPP)",26,0,0
"2025-04","T118","TAMAN KOK DOH",16,0,0
"2025-04","T118","TAMAN LAWA",22,0,1
"2025-04","T118","TAMAN SEJAHTERA",16,0,0
"2025-04","T119","(M1) PUSAT PERINDUSTRIAN BINOVA",21,0,1
"2025-04","T119","BATU COMPLEX BUSINESS CENTRE",18,0,26
"2025-04","T119","KOMERSIAL TAMAN SEGAMBUT",22,0,0
"2025-04","T119","KOMPLEKS MUTIARA",21,0,0
"2025-04","T119","KOMPLEKS SENTRAL",22,0,0
"2025-04","T119","MENARA TKSS",19,0,3
"2025-04","T119","MENARA TKSS (OPP)",21,1,0
"2025-04","T119","MRT JALAN IPOH PINTU B",21,1,0
"2025-04","T119","PERINDUSTRIAN SEGAMBUT (SELATAN)",22,0,0
"2025-04","T119","PERINDUSTRIAN SEGAMBUT (TIMUR)",22,0,0
"2025-04","T119","PERINDUSTRIAN SEGAMBUT (UTARA)",22,0,0
"2025-04","T119","SMK (P) JALAN IPOH",16,0,6
"2025-04","T119","SMK (P) JALAN IPOH (OPP)",19,0,0
"2025-04","T119","TAMAN KAYA",22,1,0
"2025-04","T119","TAMAN MILLION",22,0,0
"2025-04","T119","TAMAN RAINBOW",24,0,0
"2025-04","T121","(M1) 99 RESIDENCE",18,0,0
"2025-04","T121","ARADIA RESIDENCE (OPP)",12,0,0
"2025-04","T121","BARON RESIDENCE (OPP)",19,0,0
"2025-04","T121","ECOSKY RESIDENCE",19,0,0
"2025-04","T121","KOMERSIAL TAMAN WAHYU",19,0,0
"2025-04","T121","LAKECITY GALLERY",19,0,0
"2025-04","T121","LAKEVILLE RESIDENCE",19,0,0
"2025-04","T121","LOTUS SELAYANG",18,0,0
"2025-04","T121","PERUMAHAN SIBU",15,0,0
"2025-04","T121","PPR TAMAN WAHYU",17,1,1
"2025-04","T121","SRI UTARA KIPARK",18,0,0
"2025-04","T152","(M1) 99 WONDERLAND PARK",21,0,0
"2025-04","T152","DEWAN DESA BAKTI",22,0,0
"2025-04","T152","DEWAN DESA BAKTI (OPP)",22,0,0
"2025-04","T152","FLAT TAMAN INTAN BAIDURI",21,0,0
"2025-04","T152","FLAT TAMAN WILAYAH SELAYANG",36,0,8
"2025-04","T152","FRIM",22,0,1
"2025-04","T152","KUARTERS FRIM",9,0,14
"2025-04","T152","LAKEPARK RESIDENCE",1,0,20
"2025-04","T152","MASJID AL-ZAKIRIN",22,0,0
"2025-04","T152","MASJID AL-ZAKIRIN (OPP)",22,0,0
"2025-04","T152","PADANG TAMAN INTAN BAIDURI",21,0,0
"2025-04","T152","PANGSAPURI TAMAN SRI MURNI",20,0,2
"2025-04","T152","PANGSAPURI TAMAN SRI MURNI (SELATAN)",42,0,2
"2025-04","T152","PANGSAPURI TAMAN SRI MURNI (TIMUR)",22,0,0
"2025-04","T152","PARAGON UTAMA",15,0,0
"2025-04","T152","PASAR BORONG KL",21,0,0
"2025-04","T152","RESIDENSI FORTUNE PERDANA",20,0,0
"2025-04","T152","RESIDENSI KEPONGMAS",16,3,1
"2025-04","T152","RESIDENSI KEPONGMAS (OPP)",22,1,0
"2025-04","T152","S.K. SELAYANG UTAMA",23,0,0
"2025-04","T152","SELAYANG MALL",20,0,2
"2025-04","T152","SELAYANG MALL (OPP)",20,0,2
"2025-04","T152","SELAYANG MALL SMART STOP (OPP)",20,0,0
"2025-04","T152","SK SELAYANG JAYA",22,0,0
"2025-04","T152","SK SELAYANG JAYA (OPP)",22,0,0
"2025-04","T152","SMK ST MARY KL",20,0,1
"2025-04","T152","TAMAN DAYA",18,1,3
"2025-04","T152","TAMAN INTAN BAIDURI (BARAT)",21,0,0
"2025-04","T152","TAMAN KEPONG INDAH",9,0,12
"2025-04","T152","TAMAN SELAYANG (BARAT)",14,0,4
"2025-04","T152","TAMAN SELAYANG JAYA",42,1,0
"2025-04","T152","TAMAN SELAYANG JAYA (BARAT)",22,0,0
"2025-04","T152","TAMAN SELAYANG JAYA (TIMUR)",38,0,6
"2025-04","T152","TAMAN SERI MELATI",19,0,24
"2025-04","T152","TAMAN USAHAWAN KEPONG",22,1,0
"2025-04","T154","(M1) FUNPARK GAMUDA LUGE",5,0,10
"2025-04","T154","(M2) TAMAN TASIK BIRU",17,1,3
"2025-04","T154","(M3) KOMERSIAL MASGENUINE SQUARE",19,0,0
"2025-04","T154","AZALEA HOMES KUNDANG JAYA",17,0,1
"2025-04","T154","DEWAN KG MELAYU KUNDANG",20,0,0
"2025-04","T154","DEWAN SERBAGUNA KUANG (OPP)",19,0,0
"2025-04","T154","KAMPUNG GOMBAK",19,0,0
"2025-04","T154","KAMPUNG GOMBAK BATU 19",18,0,1
"2025-04","T154","KAMPUNG GOMBAK KUANG",18,0,0
"2025-04","T154","KG BATU 20 KUANG",13,0,0
"2025-04","T154","KG MELAYU KUNDANG",21,0,0
"2025-04","T154","KOMERSIAL BRP 7",19,0,0
"2025-04","T154","KUNDANG LAKES COUNTRY CLUB",16,0,0
"2025-04","T154","PANGSAPURI PKNS KUANG",7,2,11
