route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI,route_short_name,route_long_name
T6050,2026-06,162,158,4,0,0.0297992687219592,0.975308641975309,0.9462,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2026-06,201,172,23,6,0.194156785144849,0.855721393034826,0.6896,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2026-06,50,42,8,0,0.0220271224494554,0.84,0.8215,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7548,2026-06,58,56,0,2,8.89828391441295,0.96551724137931,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-06,44,39,5,0,0.0251908402729219,0.886363636363636,0.864,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-06,181,166,0,15,0.205539100750638,0.917127071823204,0.7286,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-06,12,11,0,1,0.124166666666667,0.916666666666667,0.8028,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-06,138,125,12,1,0.130325353923432,0.905797101449275,0.7877,T780,Stesen LRT BU 11 ~ Stesen LRT Kelana Jaya
T7810,2026-06,10,6,4,0,0.144524735964425,0.6,0.5133,T781,Stesen LRT Kelana Jaya ~ Stesen LRT Subang
T7820,2026-06,103,99,0,4,0.210185811184022,0.961165048543689,0.7591,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-06,78,75,0,3,0.66660735620944,0.961538461538461,0.3206,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-06,151,142,8,1,0.0103025212848796,0.940397350993378,0.9307,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-06,1,0,1,0,0.552301255230126,0,0,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-06,233,227,0,6,0.0770018622763226,0.974248927038627,0.8992,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-06,13,11,2,0,0.239691889442682,0.846153846153846,0.6433,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-06,13,13,0,0,0,1,1,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2026-06,14,14,0,0,0,1,1,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
T8510,2026-06,6,1,5,0,0.34939364142904,0.166666666666667,0.1084,T851,KL Sentral ~ Parlimen
U1510,2026-06,87,66,19,2,0.151618086474515,0.758620689655172,0.6436,151,Bandar Baru Selayang ~ Hab Pasar Seni
U1710,2026-06,539,511,13,15,0.262352690921208,0.948051948051948,0.6993,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-06,195,190,0,5,0.245419421445494,0.974358974358974,0.7352,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-06,557,484,70,3,0.0707136975702524,0.868940754039497,0.8075,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-06,667,629,29,9,0.0556303595178471,0.943028485757121,0.8906,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-06,124,117,1,6,0.84319044217763,0.943548387096774,0.148,200,UIA Gombak ~ SOGO KL
U2018,2026-06,100,96,2,2,0.0222997357895059,0.96,0.9386,201,Batu 12 Gombak – SOGO KL
U2020,2026-06,1092,977,91,24,0.162010549391448,0.894688644688645,0.7497,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-06,654,600,24,30,0.446165558395094,0.91743119266055,0.5081,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-06,72,58,12,2,0.0713635133364913,0.805555555555556,0.7481,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-06,578,553,18,7,0.0925852314510911,0.956747404844291,0.8682,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-06,373,362,0,11,0.204031260967531,0.970509383378016,0.7725,251,AU3 Jentayu ~ Chow Kit
U2538,2026-06,172,149,16,7,0.609944393590774,0.866279069767442,0.3379,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-06,147,127,14,6,0.486916499494759,0.863945578231293,0.4433,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-06,84,74,3,7,0.631293402777778,0.880952380952381,0.3248,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-06,278,263,9,6,0.0901584710347023,0.946043165467626,0.8607,302,Titiwangsa ~ KLCC
U3030,2026-06,261,257,1,3,0.043822199899548,0.984674329501916,0.9415,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-06,348,334,0,14,0.298322549251208,0.959770114942529,0.6734,400,Damai Perdana ~ Hab Pasar Seni via Bukit Bintang
U4200,2026-06,175,161,2,12,0.882360978275721,0.92,0.1082,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-06,116,95,16,5,0.222513639879025,0.818965517241379,0.6367,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-06,751,650,91,10,0.0537669857658421,0.865512649800266,0.819,450,Hentian Kajang ~ Hab Pasar Seni
U5800,2026-06,14,12,0,2,6.38631790744467,0.857142857142857,0,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-06,68,43,20,5,0.226202579370616,0.632352941176471,0.4893,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-06,677,630,0,47,0.456296474792775,0.930576070901034,0.506,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-06,1495,1152,332,11,0.173991010683613,0.77056856187291,0.6365,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-06,1449,1333,107,9,0.0714968305799283,0.919944789510007,0.8542,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-06,90,81,7,2,0.192801839808285,0.9,0.7265,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-06,439,390,46,3,0.0975017370627759,0.888382687927107,0.8018,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-06,74,59,10,5,0.2676186313685,0.797297297297297,0.5839,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-06,61,56,3,2,0.10996252271778,0.918032786885246,0.8171,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-06,165,162,2,1,0.0774273798295495,0.981818181818182,0.9058,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-06,139,116,18,5,0.23669987921101,0.834532374100719,0.637,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-06,148,126,21,1,0.0510811240884329,0.851351351351351,0.8079,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-06,95,92,2,1,0.0284929389004227,0.968421052631579,0.9408,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-06,15,14,0,1,0.449524506217996,0.933333333333333,0.5138,754,LRT Stadium Shah Alam ~ UITM Puncak Perdana
U7700,2026-06,322,254,56,12,0.288788920451863,0.788819875776398,0.561,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-06,88,82,1,5,0.262816566275084,0.931818181818182,0.6869,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-06,490,416,72,2,0.0639156164753991,0.848979591836735,0.7947,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-06,411,394,4,13,0.136055746879014,0.958637469586375,0.8282,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-06,30,27,3,0,0.0561248547515198,0.9,0.8495,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-06,190,153,19,18,0.380794988072744,0.805263157894737,0.4986,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-06,443,393,38,12,0.130802078503537,0.887133182844244,0.7711,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-06,25,24,0,1,13.1149425287356,0.96,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
