"date","route_short_name","route_long_name","route_id","n","n_on_time","n_early","n_late","total_schedule_duration","x1","x2","mae_ratio","log_x1","x2_sq","log_I_hat","I_hat","month"
2025-04-02,"PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010",755,616,112,27,61.4666666666667,0.8159,0.8492,0.1508,-0.2035,0.7212,-0.3338,0.7162,"2025-04"
2025-04-02,"PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020",501,429,72,0,36.35,0.8563,0.9575,0.0425,-0.1551,0.9168,-0.2289,0.7954,"2025-04"
2025-04-02,"PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030",335,216,119,0,38.4833333333333,0.6448,0.891,0.109,-0.4389,0.7938,-0.5462,0.5791,"2025-04"
2025-04-02,"PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040",591,576,13,2,34.3,0.9746,0.981,0.019,-0.0257,0.9625,-0.093,0.9112,"2025-04"
2025-04-02,"PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050",180,173,3,4,26.85,0.9611,0.7911,0.2089,-0.0397,0.6258,-0.2214,0.8014,"2025-04"
2025-04-02,"PJ06","Bandar Utama ~ Damansara Damai","P0060",336,331,0,5,34.3,0.9851,0.9677,0.0323,-0.015,0.9365,-0.0834,0.92,"2025-04"
2025-04-02,"P101","Kompleks F ~ Presint 5","P1010",8,0,0,8,1.61666666666667,0,0,28.3634,-Inf,0,NA,0,"2025-04"
2025-04-02,"P102","Presint 11 ~ Kompleks E","P1020",166,112,54,0,51.3833333333333,0.6747,0.9038,0.0962,-0.3935,0.8168,-0.4927,0.611,"2025-04"
2025-04-02,"P103","Presint 14 via Alamanda ~ Kompleks E","P1030",65,48,12,5,38.6166666666667,0.7385,0,13.9225,-0.3032,0,NA,0,"2025-04"
2025-04-02,"P104","Dataran Gemilang ~ PICC via Presint 5","P1040",35,33,0,2,13.2666666666667,0.9429,0.7595,0.2405,-0.0588,0.5769,-0.2795,0.7562,"2025-04"
2025-04-02,"P105","Dataran Gemilang ~ Kompleks ABCDE","P1050",122,104,4,14,40.6833333333333,0.8525,0,13.9488,-0.1596,0,NA,0,"2025-04"
2025-04-02,"P106","Presint 4 ~ Kompleks E","P1060",91,86,4,1,45.0333333333333,0.9451,0,3.8777,-0.0565,0,NA,0,"2025-04"
2025-04-02,"P108","Terminal Putrajaya Sentral ~ Kompleks ABCDE","P1080",47,38,7,2,36,0.8085,0.0101,0.9899,-0.2126,1e-04,-2.9454,0.0526,"2025-04"
2025-04-02,"DS01(AM)","Stesen LRT Ampang ~ KLCC via AKLEH","R0200",4,2,0,2,12.0166666666667,0.5,0,4.5655,-0.6931,0,NA,0,"2025-04"
2025-04-02,"KJ01","Hentian Kajang ~ Bandar Kajang via Seksyen 7 Bangi","S0030",472,356,96,20,75.5333333333333,0.7542,0.4134,0.5866,-0.282,0.1709,-1.2848,0.2767,"2025-04"
2025-04-02,"AJ01","Ukay Perdana ~ Taman Melawati via Sg. Sering","S0040",242,92,145,5,65,0.3802,0,3.8944,-0.9671,0,NA,0,"2025-04"
2025-04-02,"BTG1","Hentian Banting ~ Mitsui Outlet , KLIA 2","S0060",93,88,1,4,40.0666666666667,0.9462,0.4014,0.5986,-0.0553,0.1611,-1.0907,0.336,"2025-04"
2025-04-02,"MPS1","Selayang Mutiara ~ Stesen LRT Gombak","S0070",20,13,7,0,47.15,0.65,0.7278,0.2722,-0.4308,0.5297,-0.705,0.4941,"2025-04"
2025-04-02,"PBD1","Stesen MRT Semantan  ~ Damanlela Open CarPark","S0100",6,3,2,1,4.56666666666667,0.5,0.809,0.191,-0.6931,0.6545,-0.873,0.4177,"2025-04"
2025-04-02,"AJ2A","Sri Nilam ~ Taman Cahaya","S1030",66,61,5,0,22.05,0.9242,0.9889,0.0111,-0.0788,0.9778,-0.1463,0.8639,"2025-04"
2025-04-02,"AJ2B","Sri Nilam ~ AEON Big Ampang","S1040",173,134,32,7,29.6166666666667,0.7746,0.9228,0.0772,-0.2555,0.8516,-0.3427,0.7099,"2025-04"
2025-04-02,"AJ03","Stesen LRT Cempaka ~ Bukit Teratai","S1050",234,58,174,2,60,0.2479,0.6467,0.3533,-1.3949,0.4182,-1.8315,0.1602,"2025-04"
2025-04-02,"KJ02","Stesen KTM Bangi ~ Bandar Bukit Mahkota","S1060",60,40,17,3,59.2833333333333,0.6667,0.7867,0.2133,-0.4055,0.6188,-0.6017,0.5479,"2025-04"
2025-04-02,"KJ03","Stesen MRT BTHO ~ Taman Tun Perak","S1070",105,41,60,4,55.8333333333333,0.3905,0.5538,0.4462,-0.9404,0.3067,-1.5665,0.2088,"2025-04"
2025-04-02,"SJ04","KTM Serdang ~ Hospital Serdang","S1080",127,37,82,8,103.733333333333,0.2913,0.144,0.856,-1.2333,0.0207,-3.3191,0.0362,"2025-04"
2025-04-02,"AJ04","Pandan Perdana ~ Hospital Ampang","S1140",84,66,17,1,63.0666666666667,0.7857,0.4889,0.5111,-0.2412,0.239,-1.0176,0.3615,"2025-04"
2025-04-02,"KJ04","Hentian Kajang ~ Bandar Baru Bangi","S1170",25,18,6,1,39.0833333333333,0.72,0.8534,0.1466,-0.3285,0.7283,-0.4586,0.6322,"2025-04"
2025-04-02,"MPS2A","Lotus Rawang ~ Rawang Perdana","S1190",69,31,33,5,115.666666666667,0.4493,0,31.5723,-0.8001,0,NA,0,"2025-04"
2025-04-02,"MPS3","Batu Arang ~ Stesen MRT Sungai Buloh","S1390",153,106,40,7,100.9,0.6928,0.6456,0.3544,-0.367,0.4169,-0.779,0.4589,"2025-04"
2025-04-02,"MPS4","Wangsa Permai ~ Bandar Baru Selayang","S1490",34,9,23,2,113.966666666667,0.2647,0.4441,0.5559,-1.3291,0.1973,-2.2642,0.1039,"2025-04"
2025-04-02,"SJ01","BRT USJ 7 ~ Stesen LRT Subang Jaya","S2000",349,225,105,19,43.4666666666667,0.6447,0.4851,0.5149,-0.439,0.2353,-1.2312,0.2919,"2025-04"
2025-04-02,"SJ02","Stesen LRT Pusat Bandar Puchong ~ Stesen LRT SS18","S2020",218,86,116,16,69.4166666666667,0.3945,0.4422,0.5578,-0.9301,0.1955,-1.8602,0.1556,"2025-04"
2025-04-02,"SJ03","SMK Bandar Puchong Jaya ~ Stesen LRT Kinrara BK5","S2030",463,352,91,20,56.3833333333333,0.7603,0,1.6036,-0.2741,0,NA,0,"2025-04"
2025-04-02,"BTG2","Hentian Banting ~ Bandar Baru Banting","S2060",50,42,8,0,34.7,0.84,0.9829,0.0171,-0.1744,0.966,-0.2448,0.7829,"2025-04"
2025-04-02,"KLG3A","Taman Sri Andalas ~ Bandar Klang","S3020",17,16,0,1,16.85,0.9412,0.9951,0.0049,-0.0606,0.9901,-0.1275,0.8803,"2025-04"
2025-04-02,"KLG3B","Bandar Putera ~ Bandar Klang via Jalan Raja Nong","S3030",59,54,1,4,33.7666666666667,0.9153,0,1.8437,-0.0886,0,NA,0,"2025-04"
2025-04-02,"KLG3C","Bandar Putera ~ Bandar Klang via Jalan Kebun","S3040",1,0,0,1,0.233333333333333,0,0,432,-Inf,0,NA,0,"2025-04"
2025-04-02,"SA02","Hentian Bandar Seksyen 14 ~ Stesen KTM Batu 3","S4020",140,129,0,11,20.1333333333333,0.9214,0,66.4415,-0.0818,0,NA,0,"2025-04"
2025-04-02,"SA03","KTM Sekyen 19 ~ Terminal 17 ~ Seksyen 24 ~ Seksyen 20","S4030",201,165,31,5,35.7,0.8209,0.9118,0.0882,-0.1974,0.8314,-0.2878,0.7499,"2025-04"
2025-04-02,"SA04","Terminal Seksyen 17 ~ Hospital Shah Alam","S4040",113,95,5,13,59.3333333333333,0.8407,0,56.136,-0.1735,0,NA,0,"2025-04"
2025-04-02,"SA05","Stesen Bas Seksyen 13 ~ Bukit Jelutong","S4050",1,1,0,0,1.18333333333333,1,1,0,0,1,-0.0657,0.9364,"2025-04"
2025-04-02,"SA06","Terminal Seksyen 19 ~ Kota Kemuning","S4060",528,437,74,17,64.0666666666667,0.8277,0.785,0.215,-0.1892,0.6162,-0.3819,0.6826,"2025-04"
2025-04-02,"SA08","Stesen LRT Alam Megah ~ Kota Kemuning","S4080",564,522,24,18,54.5833333333333,0.9255,0.8422,0.1578,-0.0774,0.7093,-0.21,0.8106,"2025-04"
2025-04-02,"SA10","Bukit Subang~Kg Melayu Subang ~Pekan Subang~Bukit Jelutung","S4100",227,211,8,8,46.5833333333333,0.9295,0.4671,0.5329,-0.0731,0.2181,-0.9067,0.4039,"2025-04"
2025-04-02,"PAVILION BUKIT JALIL (PAVBJ)","Stesen LRT Awan Besar ~ Pavilion Bukit Jalil","S6060",27,0,27,0,12.7166666666667,0,0.585,0.415,-Inf,0.3422,NA,0,"2025-04"
2025-04-02,"T120","Kompleks Sungai Mas ~ Taman Mastiara","T1200",34,28,6,0,28.0166666666667,0.8235,0.9222,0.0778,-0.1942,0.8504,-0.2798,0.7559,"2025-04"
2025-04-02,"T200","Stesen LRT Gombak ~ UIA Gombak","T2000",95,74,19,2,33.05,0.7789,0.1553,0.8447,-0.2498,0.0241,-2.2575,0.1046,"2025-04"
2025-04-02,"T201","Stesen LRT Gombak ~ Hab Wira Damai","T2010",200,184,15,1,28,0.92,0.7449,0.2551,-0.0834,0.5548,-0.3239,0.7233,"2025-04"
2025-04-02,"T202","Stesen LRT Taman Melati ~ Taman Melewar","T2020",162,139,20,3,65.2166666666667,0.858,0.5767,0.4233,-0.1531,0.3326,-0.7045,0.4944,"2025-04"
2025-04-02,"T222","Stesen LRT Sri Rampai ~ UKAY Perdana","T2220",154,126,22,6,64.1333333333333,0.8182,0,17.4038,-0.2007,0,NA,0,"2025-04"
2025-04-02,"T223","Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat","T2230",307,290,11,6,23.1666666666667,0.9446,0.9761,0.0239,-0.057,0.9527,-0.125,0.8825,"2025-04"
2025-04-02,"T224","Stesen LRT Dato Keramat ~ Desa Pandan","T2240",290,227,52,11,29.5,0.7828,0,4.5719,-0.2449,0,NA,0,"2025-04"
2025-04-02,"T250","Stesen LRT Wangsa Maju ~ Setapak Sentral","T2500",211,195,11,5,46.1,0.9242,0.9023,0.0977,-0.0789,0.8141,-0.1706,0.8432,"2025-04"
2025-04-02,"T251","Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju","T2510",26,20,2,4,21.2833333333333,0.7692,0,6.9061,-0.2624,0,NA,0,"2025-04"
2025-04-02,"T300","Bukit Indah ~ Ampang Point via Jalan Rasmi","T3008",668,647,0,21,19.25,0.9686,0,9.7792,-0.0319,0,NA,0,"2025-04"
2025-04-02,"T301","Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka","T3018",255,116,138,1,52.9833333333333,0.4549,0.8287,0.1713,-0.7877,0.6867,-0.9507,0.3865,"2025-04"
2025-04-02,"T302","Hutan Lipur Ampang ~ Ampang Point","T3028",179,158,19,2,16.2166666666667,0.8827,0.9709,0.0291,-0.1248,0.9426,-0.1953,0.8226,"2025-04"
2025-04-02,"T304","Bukit Indah ~ Ampang Point via Jalan Ampang","T3048",308,229,58,21,37.8833333333333,0.7435,0,21.0847,-0.2964,0,NA,0,"2025-04"
2025-04-02,"T350","Stesen LRT Cempaka ~ Taman Mawar","T3500",554,456,78,20,36.6833333333333,0.8231,0,1.3339,-0.1947,0,NA,0,"2025-04"
2025-04-02,"T351","Stesen LRT Cempaka ~ Taman Bukit Permai","T3510",108,90,14,4,46.0333333333333,0.8333,0,2.0508,-0.1823,0,NA,0,"2025-04"
2025-04-02,"T450","Beranang ~ MRT Stadium Kajang","T4500",122,101,19,2,109.966666666667,0.8279,0.9199,0.0801,-0.1889,0.8463,-0.2757,0.759,"2025-04"
2025-04-02,"T580","Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil","T5800",200,175,18,7,39.8166666666667,0.875,0.8696,0.1304,-0.1335,0.7561,-0.2462,0.7818,"2025-04"
2025-04-02,"T581","Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil","T5810",209,181,23,5,34.3333333333333,0.866,0.8886,0.1114,-0.1438,0.7896,-0.2449,0.7828,"2025-04"
2025-04-02,"T600","Stesen LRT IOI Puchong ~ Taman Wawasan","T6000",319,241,78,0,33.0166666666667,0.7555,0.8834,0.1166,-0.2804,0.7804,-0.3883,0.6782,"2025-04"
2025-04-02,"T601","Puchong Utama ~ Puchong Prima","T6010",53,19,34,0,55.2666666666667,0.3585,0.6421,0.3579,-1.0259,0.4122,-1.4615,0.2319,"2025-04"
2025-04-02,"T602","Puchong Utama ~ Taman Saujana Puchong","T6028",157,140,15,2,39.1166666666667,0.8917,0.973,0.027,-0.1146,0.9467,-0.1846,0.8314,"2025-04"
2025-04-02,"T603","Stesen LRT Puchong Prima ~ Taman Mas Sepang","T6030",50,43,6,1,23.5666666666667,0.86,0.9452,0.0548,-0.1508,0.8934,-0.2275,0.7965,"2025-04"
2025-04-02,"T604","Stesen LRT Perindustrian Puchong ~ Taman Kinrara","T6040",424,196,226,2,78.9833333333333,0.4623,0.6434,0.3566,-0.7716,0.414,-1.1983,0.3017,"2025-04"
2025-04-02,"T605","Stesen LRT Bandar Puteri ~ Bandar Puteri","T6050",48,43,5,0,21.3166666666667,0.8958,0.9714,0.0286,-0.11,0.9437,-0.1804,0.8349,"2025-04"
2025-04-02,"T640","Stesen LRT Taman Jaya ~ Taman Sri Sentosa","T6400",433,385,42,6,40.4,0.8891,0.7519,0.2481,-0.1175,0.5653,-0.3495,0.705,"2025-04"
2025-04-02,"T715","UiTM Puncak Alam ~ Bandar Puncak Alam","T7158",91,83,8,0,48.5333333333333,0.9121,0.9604,0.0396,-0.092,0.9223,-0.1634,0.8493,"2025-04"
2025-04-02,"T753","Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5","T7538",211,172,35,4,27.6333333333333,0.8152,0,5.0153,-0.2044,0,NA,0,"2025-04"
2025-04-02,"T754","Hentian Bandar Shah Alam ~ Terminal Seksyen 17","T7548",61,57,3,1,26.2833333333333,0.9344,0.8283,0.1717,-0.0678,0.6861,-0.2125,0.8086,"2025-04"
2025-04-02,"T756","Kemuning Business Park ~ Hentian Bandar via Taman Muda","T7568",203,156,46,1,58.25,0.7685,0.914,0.086,-0.2633,0.8354,-0.3544,0.7016,"2025-04"
2025-04-02,"T774","Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam","T7740",190,181,0,9,23.35,0.9526,0.9092,0.0908,-0.0485,0.8267,-0.1363,0.8726,"2025-04"
2025-04-02,"T776","Stesen LRT USJ 7 ~ Subang Mewah","T7760",144,141,0,3,28.0333333333333,0.9792,0,1.0083,-0.0211,0,NA,0,"2025-04"
2025-04-02,"T780","Stesen LRT Kelana Jaya ~ Taman Mayang","T7800",214,201,10,3,18.9,0.9393,0.6314,0.3686,-0.0627,0.3987,-0.4944,0.6099,"2025-04"
2025-04-02,"T781","Stesen LRT Kelana Jaya ~ Kelana Centre Point","T7810",196,175,13,8,18.1666666666667,0.8929,0.856,0.144,-0.1133,0.7327,-0.2356,0.7901,"2025-04"
2025-04-02,"T782","Stesen LRT Lembah Subang ~ Ara Damansara","T7820",227,220,5,2,17.9333333333333,0.9692,0,1.5177,-0.0313,0,NA,0,"2025-04"
2025-04-02,"T786","Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara","T7860",311,308,0,3,10.9166666666667,0.9904,0.8928,0.1072,-0.0097,0.7971,-0.1049,0.9004,"2025-04"
2025-04-02,"T787","Stesen LRT Asia Jaya ~ Seksyen 14 & 18","T7870",228,225,0,3,11.45,0.9868,0.9782,0.0218,-0.0132,0.9569,-0.0801,0.923,"2025-04"
2025-04-02,"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",325,320,0,5,9.73333333333333,0.9846,0,2.029,-0.0155,0,NA,0,"2025-04"
2025-04-02,"T790","Stesen LRT Paramount ~ Mid Valley","T7900",296,279,16,1,30.9333333333333,0.9426,0.8749,0.1251,-0.0591,0.7654,-0.1664,0.8467,"2025-04"
2025-04-02,"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",418,390,22,6,28.6666666666667,0.933,0,1.8006,-0.0693,0,NA,0,"2025-04"
2025-04-02,"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",147,145,1,1,18.8666666666667,0.9864,0.9021,0.0979,-0.0137,0.8138,-0.104,0.9012,"2025-04"
2025-04-02,"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",441,290,150,1,87.5,0.6576,0.8113,0.1887,-0.4192,0.6582,-0.5894,0.5547,"2025-04"
2025-04-02,"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",294,243,42,9,82.1666666666667,0.8265,0.7742,0.2258,-0.1905,0.5993,-0.3958,0.6731,"2025-04"
2025-04-02,"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",665,549,114,2,107.85,0.8256,0,1.1552,-0.1917,0,NA,0,"2025-04"
2025-04-02,"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",988,977,9,2,47.8166666666666,0.9889,0.9954,0.0046,-0.0112,0.9908,-0.0771,0.9258,"2025-04"
2025-04-02,"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",148,125,23,0,41.8666666666667,0.8446,0.9421,0.0579,-0.1689,0.8876,-0.2471,0.7811,"2025-04"
2025-04-02,"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",726,667,56,3,74.7,0.9187,0.908,0.092,-0.0848,0.8244,-0.1738,0.8405,"2025-04"
2025-04-02,"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",121,116,4,1,54.8666666666667,0.9587,0.9207,0.0793,-0.0422,0.8477,-0.1246,0.8828,"2025-04"
2025-04-02,"200","UIA Gombak ~ SOGO KL","U2000",1,1,0,0,0.833333333333333,1,1,0,0,1,-0.0657,0.9364,"2025-04"
2025-04-02,"201","Batu 12 Gombak ~ Stesen MRT Titiwangsa","U2010",271,250,17,4,108.183333333333,0.9225,0.8583,0.1417,-0.0807,0.7366,-0.2003,0.8185,"2025-04"
2025-04-02,"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",1026,978,43,5,77.3833333333333,0.9532,0.634,0.366,-0.0479,0.4019,-0.4738,0.6226,"2025-04"
2025-04-02,"220","Taman Melawati ~ Lebuh Ampang","U2200",603,571,31,1,91.9166666666667,0.9469,0.9132,0.0868,-0.0545,0.8339,-0.1403,0.8691,"2025-04"
2025-04-02,"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",151,131,15,5,56.15,0.8675,0,7.4307,-0.1421,0,NA,0,"2025-04"
2025-04-02,"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",1700,1583,109,8,32,0.9312,0.8547,0.1453,-0.0713,0.7306,-0.1939,0.8237,"2025-04"
2025-04-02,"251","AU3 Jentayu ~ Chow Kit","U2510",381,367,0,14,47.6166666666667,0.9633,0.5696,0.4304,-0.0374,0.3244,-0.6021,0.5477,"2025-04"
2025-04-02,"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",387,344,27,16,39.9166666666667,0.8889,0.3822,0.6178,-0.1178,0.1461,-1.2185,0.2957,"2025-04"
2025-04-02,"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",94,80,8,6,38.7166666666667,0.8511,0.4452,0.5548,-0.1613,0.1982,-1.0622,0.3457,"2025-04"
2025-04-02,"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",975,939,29,7,76.7,0.9631,0,26.2042,-0.0376,0,NA,0,"2025-04"
2025-04-02,"302","Titiwangsa ~ KLCC","U3020",400,352,39,9,37.05,0.88,0.933,0.067,-0.1278,0.8706,-0.208,0.8122,"2025-04"
2025-04-02,"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",890,880,0,10,48.65,0.9888,0.8291,0.1709,-0.0113,0.6874,-0.1537,0.8575,"2025-04"
2025-04-02,"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",293,284,0,9,43.6333333333333,0.9693,0.537,0.463,-0.0312,0.2883,-0.6747,0.5093,"2025-04"
2025-04-02,"402","Terminal Maluri ~ Titiwangsa","U4028",20,16,3,1,19.1333333333333,0.8,0.0789,0.9211,-0.2231,0.0062,-2.5977,0.0744,"2025-04"
2025-04-02,"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",348,338,0,10,42.6666666666667,0.9713,0,61.2872,-0.0292,0,NA,0,"2025-04"
2025-04-02,"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",156,136,20,0,76.0833333333333,0.8718,0.9458,0.0542,-0.1372,0.8945,-0.2133,0.8079,"2025-04"
2025-04-02,"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",746,673,70,3,68.05,0.9021,0.9486,0.0514,-0.103,0.8999,-0.1777,0.8372,"2025-04"
2025-04-02,"506","Putrajaya Sentral ~ Bandar Utama","U5068",144,111,29,4,50,0.7708,0.8408,0.1592,-0.2603,0.707,-0.399,0.671,"2025-04"
2025-04-02,"540","Putra Permai ~ Stesen KTM Serdang","U5408",105,80,22,3,67.3666666666667,0.7619,0.7477,0.2523,-0.2719,0.559,-0.5136,0.5983,"2025-04"
2025-04-02,"541","Putra Permai ~ Stesen LRT BK 5","U5410",33,5,28,0,63.75,0.1515,0.6235,0.3765,-1.8871,0.3888,-2.3827,0.0923,"2025-04"
2025-04-02,"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",341,321,8,12,48.95,0.9413,0,22.2027,-0.0604,0,NA,0,"2025-04"
2025-04-02,"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",151,97,52,2,35.0666666666667,0.6424,0.8324,0.1676,-0.4426,0.6929,-0.5934,0.5524,"2025-04"
2025-04-02,"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",604,573,29,2,47.1666666666667,0.9487,0.871,0.129,-0.0527,0.7586,-0.1625,0.85,"2025-04"
2025-04-02,"600","Puchong Utama ~ Hab Pasar Seni","U6000",3086,2841,241,4,74.8,0.9206,0.883,0.117,-0.0827,0.7797,-0.1856,0.8306,"2025-04"
2025-04-02,"602","Puchong Prima ~ IOI Puchong","U6020",90,73,11,6,53.7833333333333,0.8111,0.6031,0.3969,-0.2094,0.3637,-0.7035,0.4949,"2025-04"
2025-04-02,"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",1274,1169,105,0,35,0.9176,0.9188,0.0812,-0.086,0.8442,-0.1703,0.8434,"2025-04"
2025-04-02,"641","Stesen LRT Subang Jaya ~ Pearl Point","U6410",99,87,8,4,58.35,0.8788,0.2028,0.7972,-0.1292,0.0411,-1.9212,0.1464,"2025-04"
2025-04-02,"650","Taman Desa ~ Hab Pasar Seni","U6500",197,165,27,5,60.5166666666667,0.8376,0,3.8579,-0.1773,0,NA,0,"2025-04"
2025-04-02,"651","Stesen LRT Muhibbah ~Pearl Point","U6510",138,106,25,7,51.6166666666667,0.7681,0.8433,0.1567,-0.2638,0.7111,-0.4002,0.6702,"2025-04"
2025-04-02,"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",181,168,9,4,64.1666666666667,0.9282,0.9293,0.0707,-0.0745,0.8637,-0.1546,0.8568,"2025-04"
2025-04-02,"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",315,262,50,3,82.3833333333333,0.8317,0.8172,0.1828,-0.1842,0.6678,-0.3424,0.7101,"2025-04"
2025-04-02,"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",929,765,161,3,57.6666666666667,0.8235,0.9179,0.0821,-0.1942,0.8426,-0.2819,0.7543,"2025-04"
2025-04-02,"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",608,501,106,1,58.6,0.824,0.9036,0.0964,-0.1936,0.8165,-0.2878,0.7499,"2025-04"
2025-04-02,"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",259,235,22,2,52.45,0.9073,0.9573,0.0427,-0.0972,0.9163,-0.1692,0.8443,"2025-04"
2025-04-02,"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",243,226,7,10,104.033333333333,0.93,0.6456,0.3544,-0.0725,0.4168,-0.4765,0.621,"2025-04"
2025-04-02,"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",213,181,17,15,47.7166666666667,0.8498,0.802,0.198,-0.1628,0.6433,-0.3362,0.7145,"2025-04"
2025-04-02,"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",333,270,61,2,48.35,0.8108,0.7263,0.2737,-0.2097,0.5275,-0.4802,0.6187,"2025-04"
2025-04-02,"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",2,0,0,2,0.616666666666667,0,0,198.9925,-Inf,0,NA,0,"2025-04"
2025-04-02,"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",877,718,158,1,86.5833333333333,0.8187,0.908,0.092,-0.2,0.8245,-0.2923,0.7465,"2025-04"
2025-04-02,"780","Kota Damansara ~ Hab Pasar Seni","U7800",295,290,4,1,52,0.9831,0.9912,0.0088,-0.0171,0.9825,-0.0833,0.9201,"2025-04"
2025-04-02,"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",217,179,38,0,28.4833333333333,0.8249,0.9218,0.0782,-0.1925,0.8497,-0.2783,0.7571,"2025-04"
2025-04-02,"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",216,212,0,4,18.0833333333333,0.9815,0.9579,0.0421,-0.0187,0.9176,-0.0889,0.9149,"2025-04"
2025-04-02,"801","Bandar Utama ~ Metro Prima","U8010",199,152,45,2,75.8666666666667,0.7638,0.8631,0.1369,-0.2694,0.7449,-0.3905,0.6767,"2025-04"
2025-04-02,"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",67,40,22,5,52.7833333333333,0.597,0.3157,0.6843,-0.5158,0.0997,-1.8627,0.1553,"2025-04"
2025-04-02,"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",804,704,82,18,48.05,0.8756,0,2.2438,-0.1328,0,NA,0,"2025-04"
2025-04-02,"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",59,59,0,0,19.6166666666667,1,1,0,0,1,-0.0657,0.9364,"2025-04"
2025-04-02,"851","Hab Pasar Seni ~ Kompleks Mahkamah Jalan Duta","U8510",89,70,14,5,50.8833333333333,0.7865,0,1.607,-0.2401,0,NA,0,"2025-04"
2025-04-03,"PJ01","Terminal Taman Medan ~ Stesen LRT Taman Jaya","P0010",799,673,103,23,59.6666666666667,0.8423,0.8737,0.1263,-0.1716,0.7633,-0.2827,0.7537,"2025-04"
2025-04-03,"PJ02","Stesen LRT Taman Jaya ~ PPUM via SS2 PJ","P0020",609,489,116,4,36.35,0.803,0.9268,0.0732,-0.2195,0.8589,-0.3039,0.7379,"2025-04"
2025-04-03,"PJ03","Stesen LRT Taman Bahagia ~ SS6 Kelana Park View","P0030",400,246,153,1,39.2666666666667,0.615,0.8898,0.1102,-0.4861,0.7917,-0.5954,0.5513,"2025-04"
2025-04-03,"PJ04","Stesen LRT Taman Bahagia ~ Kg Tunku via SS3","P0040",575,567,5,3,34.3,0.9861,0.9963,0.0037,-0.014,0.9926,-0.08,0.9231,"2025-04"
2025-04-03,"PJ05","Bandar Utama ~ Stesen LRT Taman Bahagia","P0050",348,327,9,12,27.1,0.9397,0.8413,0.1587,-0.0622,0.7078,-0.1952,0.8227,"2025-04"
