route_id,date,month,BPI,route_short_name,route_long_name
T7568,2026-02-03,2026-02,0.9151,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-02-03,2026-02,0.698,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-02-03,2026-02,0.8803,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-02-03,2026-02,0.6553,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-02-03,2026-02,0.8849,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-02-03,2026-02,0.0886,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-02-03,2026-02,0.8173,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-02-03,2026-02,0.7921,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7890,2026-02-03,2026-02,1,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-02-03,2026-02,0.9046,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-02-03,2026-02,0.8487,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8510,2026-02-03,2026-02,0.0969,T851,KL Sentral ~ Parlimen
U1510,2026-02-03,2026-02,0.6525,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-02-03,2026-02,0.8702,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-02-03,2026-02,0.9313,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-02-03,2026-02,0.8503,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-02-03,2026-02,0.9356,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-02-03,2026-02,0.7222,200,UIA Gombak ~ SOGO KL
U2020,2026-02-03,2026-02,0.7841,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-02-03,2026-02,0.4405,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-02-03,2026-02,0.6845,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-02-03,2026-02,0.9582,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-02-03,2026-02,0.8112,251,AU3 Jentayu ~ Chow Kit
U2538,2026-02-03,2026-02,0.4576,253,Stesen LRT Wangsa Maju ~ Ampang Point
U3000,2026-02-03,2026-02,0,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-02-03,2026-02,0.9444,302,Titiwangsa ~ KLCC
U3030,2026-02-03,2026-02,0.9602,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-02-03,2026-02,0.7845,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-02-03,2026-02,0.5671,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-02-03,2026-02,0.394,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-02-03,2026-02,0.817,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-02-03,2026-02,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-02-03,2026-02,0.9708,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-02-03,2026-02,0.6133,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-02-03,2026-02,0.8787,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-02-03,2026-02,0.597,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-02-03,2026-02,0.8859,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-02-03,2026-02,0.7308,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-02-03,2026-02,0.7659,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-02-03,2026-02,0.7245,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-02-03,2026-02,0.9805,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-02-03,2026-02,0.847,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-02-03,2026-02,0.5658,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-02-03,2026-02,0.8017,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-02-03,2026-02,0,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-02-03,2026-02,0.3623,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-02-03,2026-02,0.6322,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-02-03,2026-02,0.9564,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-02-03,2026-02,0.7189,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-02-03,2026-02,0.674,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-02-03,2026-02,0.8359,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-02-03,2026-02,0.3048,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-02-03,2026-02,0.8034,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-02-03,2026-02,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-02-04,2026-02,0.9332,P101,Kompleks F ~ Presint 5
P1030,2026-02-04,2026-02,0.6395,P103,Presint 14 via Alamanda ~ Kompleks E
P1040,2026-02-04,2026-02,0.1747,P104,Dataran Gemilang ~ PICC via Presint 5
P1060,2026-02-04,2026-02,0.9416,P106,Presint 4 ~ Kompleks E
P1080,2026-02-04,2026-02,0.7788,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2026-02-04,2026-02,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-02-04,2026-02,0.2005,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-02-04,2026-02,0.9341,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-02-04,2026-02,0.3267,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2026-02-04,2026-02,0.6997,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2026-02-04,2026-02,0.9193,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2500,2026-02-04,2026-02,0.9164,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2026-02-04,2026-02,0.746,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2026-02-04,2026-02,0.6948,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2026-02-04,2026-02,0.9337,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2026-02-04,2026-02,0.8582,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2026-02-04,2026-02,0.7372,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2026-02-04,2026-02,0.6565,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2026-02-04,2026-02,0.4442,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2026-02-04,2026-02,0.9523,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2026-02-04,2026-02,0.7156,T406,Cheras Batu 10 ~ Pangsun
T5718,2026-02-04,2026-02,0.7505,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2026-02-04,2026-02,0.7284,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2026-02-04,2026-02,0.8064,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2026-02-04,2026-02,0.6385,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2026-02-04,2026-02,0.9353,T601,Puchong Utama ~ Puchong Prima
T6030,2026-02-04,2026-02,0,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6040,2026-02-04,2026-02,0.8325,T604,Stesen LRT Perindustrian Puchong ~ Taman Kinrara
T6050,2026-02-04,2026-02,1,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2026-02-04,2026-02,0.5987,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2026-02-04,2026-02,0.8028,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2026-02-04,2026-02,0.6625,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2026-02-04,2026-02,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-02-04,2026-02,0.8312,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-02-04,2026-02,0,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-02-04,2026-02,0.9586,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-02-04,2026-02,0.685,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-02-04,2026-02,0.774,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-02-04,2026-02,0.9564,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-02-04,2026-02,0.0786,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-02-04,2026-02,0.8919,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7890,2026-02-04,2026-02,0.8982,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-02-04,2026-02,0.8847,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-02-04,2026-02,0.9194,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8510,2026-02-04,2026-02,0.3203,T851,KL Sentral ~ Parlimen
U1510,2026-02-04,2026-02,0.6611,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-02-04,2026-02,0.8124,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-02-04,2026-02,0.7994,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-02-04,2026-02,0.8479,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-02-04,2026-02,0.8547,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-02-04,2026-02,0.8983,200,UIA Gombak ~ SOGO KL
U2020,2026-02-04,2026-02,0.8378,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-02-04,2026-02,0.6952,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-02-04,2026-02,0.8271,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-02-04,2026-02,0.9408,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-02-04,2026-02,0.9099,251,AU3 Jentayu ~ Chow Kit
U2538,2026-02-04,2026-02,0.6168,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-02-04,2026-02,0.5704,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-02-04,2026-02,0.5471,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-02-04,2026-02,0.8621,302,Titiwangsa ~ KLCC
U3030,2026-02-04,2026-02,0.9109,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-02-04,2026-02,0.6984,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-02-04,2026-02,1,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-02-04,2026-02,0.7615,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-02-04,2026-02,0.7792,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-02-04,2026-02,0.2571,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-02-04,2026-02,0.7815,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-02-04,2026-02,0.571,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-02-04,2026-02,0.6156,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-02-04,2026-02,0.6303,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-02-04,2026-02,0.8218,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-02-04,2026-02,0.761,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-02-04,2026-02,0.761,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-02-04,2026-02,0.687,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-02-04,2026-02,0.7536,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-02-04,2026-02,0.9457,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-02-04,2026-02,0.6689,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-02-04,2026-02,0,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-02-04,2026-02,0.7243,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-02-04,2026-02,0.8773,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-02-04,2026-02,0.7567,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-02-04,2026-02,0.864,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-02-04,2026-02,0.4215,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-02-04,2026-02,0,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-02-04,2026-02,0.8038,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-02-04,2026-02,0.3293,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-02-04,2026-02,0.8765,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-02-04,2026-02,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-02-05,2026-02,0.8502,P101,Kompleks F ~ Presint 5
P1040,2026-02-05,2026-02,0.7862,P104,Dataran Gemilang ~ PICC via Presint 5
P1080,2026-02-05,2026-02,0.7977,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2026-02-05,2026-02,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-02-05,2026-02,0.7109,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-02-05,2026-02,0.5827,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-02-05,2026-02,0,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2026-02-05,2026-02,0.6849,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2026-02-05,2026-02,0.9693,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2500,2026-02-05,2026-02,0.8598,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2026-02-05,2026-02,0.8572,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2026-02-05,2026-02,0,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2026-02-05,2026-02,0.938,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2026-02-05,2026-02,0.8038,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2026-02-05,2026-02,0.6752,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2026-02-05,2026-02,0.5268,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2026-02-05,2026-02,0,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2026-02-05,2026-02,0.7084,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2026-02-05,2026-02,0.7439,T406,Cheras Batu 10 ~ Pangsun
T5718,2026-02-05,2026-02,0.705,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2026-02-05,2026-02,0,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2026-02-05,2026-02,0.6425,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2026-02-05,2026-02,0.6341,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2026-02-05,2026-02,0.9707,T601,Puchong Utama ~ Puchong Prima
T6030,2026-02-05,2026-02,0.8562,T603,Stesen LRT Puchong Prima ~ Taman Mas Sepang
T6040,2026-02-05,2026-02,0.9115,T604,Stesen LRT Perindustrian Puchong ~ Taman Kinrara
T6050,2026-02-05,2026-02,0.9773,T605,Stesen LRT Bandar Puteri ~ Taman Wawasan
T6400,2026-02-05,2026-02,0.6096,T640,Stesen LRT Taman Jaya ~ Taman Sri Sentosa
T7158,2026-02-05,2026-02,0.7484,T715,UiTM Puncak Alam ~ Bandar Puncak Alam
T7538,2026-02-05,2026-02,0.8745,T753,"Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5"
T7548,2026-02-05,2026-02,0,T754,Hentian Bandar Shah Alam ~ Terminal Seksyen 17
T7568,2026-02-05,2026-02,0.7703,T756,Kemuning Business Park ~ Hentian Bandar via Taman Muda
T7740,2026-02-05,2026-02,0.6785,T774,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam"
T7760,2026-02-05,2026-02,0.9746,T776,Stesen LRT USJ 7 ~ Subang Mewah
T7800,2026-02-05,2026-02,0.7041,T780,Stesen LRT Kelana Jaya ~ Taman Mayang
T7810,2026-02-05,2026-02,0,T781,Stesen LRT Kelana Jaya ~ Kelana Centre Point
T7820,2026-02-05,2026-02,0,T782,Stesen LRT Lembah Subang ~ Ara Damansara
T7860,2026-02-05,2026-02,0,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-02-05,2026-02,0.7806,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-02-05,2026-02,0.1865,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-02-05,2026-02,0.9824,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7910,2026-02-05,2026-02,0.9822,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8510,2026-02-05,2026-02,0.2273,T851,KL Sentral ~ Parlimen
U1510,2026-02-05,2026-02,0.576,151,Bandar Baru Selayang ~ Hab Lebuh Pudu
U1710,2026-02-05,2026-02,0.6704,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-02-05,2026-02,0.6513,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-02-05,2026-02,0.8319,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-02-05,2026-02,0.8327,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-02-05,2026-02,0.9027,200,UIA Gombak ~ SOGO KL
U2020,2026-02-05,2026-02,0.8003,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-02-05,2026-02,0.1811,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-02-05,2026-02,0.746,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-02-05,2026-02,0.9094,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-02-05,2026-02,0.7708,251,AU3 Jentayu ~ Chow Kit
U2538,2026-02-05,2026-02,0.5361,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-02-05,2026-02,0,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-02-05,2026-02,1,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-02-05,2026-02,0.812,302,Titiwangsa ~ KLCC
U3030,2026-02-05,2026-02,0.9413,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-02-05,2026-02,0,400,Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang
U4200,2026-02-05,2026-02,0,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-02-05,2026-02,0.718,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-02-05,2026-02,0.8135,450,Hentian Kajang ~ Hab Lebuh Pudu
U5410,2026-02-05,2026-02,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-02-05,2026-02,0.3953,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-02-05,2026-02,0.5662,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-02-05,2026-02,0.9243,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-02-05,2026-02,0.6132,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-02-05,2026-02,0.8255,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-02-05,2026-02,0.7746,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-02-05,2026-02,0.7904,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-02-05,2026-02,0.698,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-02-05,2026-02,0.9002,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-02-05,2026-02,0.8802,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-02-05,2026-02,0.746,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-02-05,2026-02,0.7578,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-02-05,2026-02,0.9829,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-02-05,2026-02,0.6008,754,Sekysen 13 Shah Alam ~ UITM Puncak Perdana
U7700,2026-02-05,2026-02,0.7251,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-02-05,2026-02,1,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-02-05,2026-02,0.8359,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-02-05,2026-02,0.8336,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-02-05,2026-02,0.8991,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-02-05,2026-02,0.78,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-02-05,2026-02,0.8679,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-02-05,2026-02,0.7061,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
P1010,2026-02-06,2026-02,1,P101,Kompleks F ~ Presint 5
P1040,2026-02-06,2026-02,1,P104,Dataran Gemilang ~ PICC via Presint 5
P1080,2026-02-06,2026-02,0.8857,P108,Terminal Putrajaya Sentral ~ Kompleks ABCDE
S6060,2026-02-06,2026-02,0,PAVILION BUKIT JALIL (PAVBJ),Stesen LRT Awan Besar ~ Pavilion Bukit Jalil
T2000,2026-02-06,2026-02,0.3154,T200,Stesen LRT Gombak ~ UIA Gombak
T2010,2026-02-06,2026-02,0.628,T201,Stesen LRT Gombak ~ Hab Wira Damai
T2020,2026-02-06,2026-02,0.9791,T202,Stesen LRT Taman Melati ~ Taman Melewar
T2220,2026-02-06,2026-02,0.6173,T222,Stesen LRT Sri Rampai ~ UKAY Perdana
T2230,2026-02-06,2026-02,0.8951,T223,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat"
T2500,2026-02-06,2026-02,0.8908,T250,Stesen LRT Wangsa Maju ~ Setapak Sentral
T2510,2026-02-06,2026-02,0,T251,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju
T3008,2026-02-06,2026-02,0.5875,T300,Bukit Indah ~ Ampang Point via Jalan Rasmi
T3018,2026-02-06,2026-02,0.9372,T301,Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka
T3028,2026-02-06,2026-02,0.8606,T302,Hutan Lipur Ampang ~ Ampang Point
T3030,2026-02-06,2026-02,0.6453,T303,Ampang Point ~ Stesen LRT Pandan Indah
T3048,2026-02-06,2026-02,0.546,T304,Bukit Indah ~ Ampang Point via Jalan Ampang
T3500,2026-02-06,2026-02,0.6655,T350,Stesen LRT Cempaka ~ Taman Mawar
T3510,2026-02-06,2026-02,0.8844,T351,Stesen LRT Cempaka ~ Taman Bukit Permai
T4068,2026-02-06,2026-02,0.7196,T406,Cheras Batu 10 ~ Pangsun
T5718,2026-02-06,2026-02,0.7535,T571,Stesen KTM Serdang ~ Taman Sri Pulai
T5800,2026-02-06,2026-02,0.819,T580,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil
T5810,2026-02-06,2026-02,0.7281,T581,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil
T6000,2026-02-06,2026-02,0.6056,T600,Stesen LRT IOI Puchong ~ Taman Wawasan
T6010,2026-02-06,2026-02,0.9295,T601,Puchong Utama ~ Puchong Prima
