route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI
T802,2026-07,444,417,14,13,0.13347032955447,0.939189189189189,0.8138
T803,2026-07,246,232,9,5,0.228969346318342,0.943089430894309,0.7272
T804,2026-07,60,51,7,2,0.0473112998112998,0.85,0.8098
T805,2026-07,197,186,8,3,0.0368333857693866,0.944162436548223,0.9094
T807,2026-07,226,198,22,6,0.047697979860588,0.876106194690266,0.8343
T808,2026-07,92,88,2,2,0.0469482355979049,0.956521739130435,0.9116
T809,2026-07,379,360,16,3,0.0151212177208879,0.949868073878628,0.9355
T810,2026-07,177,148,22,7,0.157369343310838,0.836158192090396,0.7046
T811,2026-07,94,89,4,1,0.0179199513787334,0.946808510638298,0.9298
T812,2026-07,126,114,12,0,0.0753857990186715,0.904761904761905,0.8366
T813,2026-07,283,276,2,5,0.0327612319468792,0.975265017667845,0.9433
T814,2026-07,78,76,2,0,0.0129781420765027,0.974358974358974,0.9617
T815,2026-07,325,301,20,4,0.115898938318669,0.926153846153846,0.8188
T816,2026-07,31,28,2,1,0.0838933504359303,0.903225806451613,0.8275
T817,2026-07,181,166,12,3,0.0898340862217463,0.917127071823204,0.8347
T818,2026-07,302,278,19,5,0.0859232151364345,0.920529801324503,0.8414
T821,2026-07,203,179,20,4,0.0923201037110708,0.881773399014778,0.8004
T852,2026-07,444,402,36,6,0.124642686464837,0.905405405405405,0.7926
