route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI,route_short_name,route_long_name
T7860,2026-04,71,66,0,5,0.469012729022535,0.929577464788732,0.4936,T786,Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara
T7870,2026-04,271,255,16,0,0.00876499321655942,0.940959409594096,0.9327,T787,Stesen LRT Asia Jaya ~ Seksyen 14 & 18
T7880,2026-04,3,0,3,0,0.142002194937924,0,0,T788,Stesen LRT Universiti ~ Mid Valley
T7890,2026-04,145,143,0,2,0.0496641074856046,0.986206896551724,0.9372,T789,Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark
T7900,2026-04,13,10,3,0,0.0895436164067013,0.769230769230769,0.7004,T790,Stesen LRT Paramount ~ Mid Valley
T7910,2026-04,124,121,0,3,0.107262577436252,0.975806451612903,0.8711,T791,Stesen LRT Kerinchi ~ Pantai Hill Park
T8500,2026-04,9,9,0,0,0,1,1,T850,Stesen LRT Bangsar ~ Stesen MRT Semantan
U1510,2026-04,451,331,113,7,0.134389620213536,0.733924611973392,0.6353,151,Bandar Baru Selayang ~ Hab Pasar Seni
U1710,2026-04,415,392,16,7,0.180252275785302,0.944578313253012,0.7743,171,Hab Wira Damai ~ Lebuh Ampang via Sentul
U1730,2026-04,115,110,3,2,0.13075618836771,0.956521739130435,0.8315,173,Taman Jasa Utama ~ Lebuh Ampang
U1800,2026-04,341,300,37,4,0.0868496491658013,0.879765395894428,0.8034,180,Taman Dato' Senu ~ Hab Pasar Seni
U1900,2026-04,600,561,32,7,0.051382165810427,0.935,0.887,190,Desa Sri Hartamas ~ Lin Ho Jln Lekiu
U2000,2026-04,246,239,0,7,0.343261651446195,0.971544715447154,0.6381,200,UIA Gombak ~ SOGO KL
U2018,2026-04,116,111,3,2,0.0394458341350779,0.956896551724138,0.9192,201,Batu 12 Gombak – SOGO KL
U2020,2026-04,840,746,76,18,0.12833763389805,0.888095238095238,0.7741,202,Hub Wira Damai ~ Lebuh Ampang via Gombak
U2200,2026-04,461,430,15,16,0.448496795440472,0.932754880694143,0.5144,220,Taman Melawati ~ Lebuh Ampang
U2220,2026-04,104,90,11,3,0.166441238115933,0.865384615384615,0.7213,222,Taman Melawati ~ Stesen LRT Wangsa Maju
U2500,2026-04,738,709,24,5,0.0789033479223304,0.96070460704607,0.8849,250,Stesen LRT Wangsa Maju ~ Lebuh Ampang
U2510,2026-04,350,345,0,5,0.176163336730607,0.985714285714286,0.8121,251,AU3 Jentayu ~ Chow Kit
U2538,2026-04,128,112,13,3,0.362918938091463,0.875,0.5574,253,Stesen LRT Wangsa Maju ~ Ampang Point
U2548,2026-04,44,40,3,1,0.238816955649334,0.909090909090909,0.692,254,Ayer Panas ~ Titiwangsa via Chowkit
U3000,2026-04,215,207,2,6,0.272850147823239,0.962790697674419,0.7001,300,Terminal Maluri ~ Lebuh Ampang
U3020,2026-04,203,192,8,3,0.0760009214351676,0.945812807881773,0.8739,302,Titiwangsa ~ KLCC
U3030,2026-04,236,230,0,6,0.0454975624257442,0.974576271186441,0.9302,303,Taman Mulia Jaya ~ Lebuh Ampang
U4000,2026-04,395,381,0,14,0.144219301612235,0.964556962025316,0.8254,400,Damai Perdana ~ Hab Pasar Seni via Bukit Bintang
U4200,2026-04,45,42,0,3,0.106591811137266,0.933333333333333,0.8338,420,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4210,2026-04,262,221,34,7,0.163281907492332,0.84351145038168,0.7058,421,Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang
U4500,2026-04,152,133,16,3,0.0580862656116564,0.875,0.8242,450,Hentian Kajang ~ Hab Pasar Seni
U5410,2026-04,140,125,5,10,1.57482573069937,0.892857142857143,0,541,Stesen MRT Taman Equine ~ Stesen LRT BK 5
U5800,2026-04,226,203,5,18,0.429952286133666,0.898230088495575,0.512,580,Desa Petaling ~ Pasar Seni via Stesen LRT Salak Selatan
U5810,2026-04,135,84,42,9,0.186443150588208,0.622222222222222,0.5062,581,Desa Tasik ~ Stesen LRT Bandar Tasik Selatan
U5900,2026-04,186,183,0,3,0.129838715600373,0.983870967741936,0.8561,590,Bandar Sungai Long ~ Hab Pasar Seni
U6000,2026-04,1042,772,263,7,0.170895493879001,0.740882917466411,0.6143,600,Puchong Utama ~ Hab Pasar Seni
U6400,2026-04,824,752,62,10,0.0679532315720611,0.912621359223301,0.8506,640,Hab Bas Sri Manja ~ Hab Pasar Seni
U6418,2026-04,308,273,25,10,0.121545116567743,0.886363636363636,0.7786,641,Stesen LRT Subang Jaya ~ Pearl Point
U6500,2026-04,465,415,45,5,0.0698419736674708,0.89247311827957,0.8301,650,Taman Desa ~ Hab Pasar Seni
U6510,2026-04,157,133,16,8,0.189270915016878,0.847133757961784,0.6868,651,Stesen LRT Muhibbah ~Pearl Point
U6520,2026-04,63,57,3,3,0.0448318838652779,0.904761904761905,0.8642,652,Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama
U7508,2026-04,495,470,14,11,0.079501854817883,0.949494949494949,0.874,750,Hab Sekysen 2 ~ Hab Pasar Seni
U7510,2026-04,451,328,113,10,0.18440627595779,0.727272727272727,0.5932,751,Taman Sri Muda ~ Hab Pasar Seni
U7520,2026-04,74,62,12,0,0.0317574144148995,0.837837837837838,0.8112,752,Stesen LRT Putra Height ~ Hentian Bandar Shah Alam
U7538,2026-04,116,110,6,0,0.0151822803499811,0.948275862068965,0.9339,753,Hentian Bandar Shah Alam ~ UiTM Puncak Alam
U7548,2026-04,74,60,14,0,0.20413736020218,0.810810810810811,0.6453,754,LRT Stadium Shah Alam ~ UITM Puncak Perdana
U7700,2026-04,165,138,21,6,0.309205327428831,0.836363636363636,0.5778,770,Subang Mewah USJ 1 ~ Hab Pasar Seni
U7718,2026-04,242,229,1,12,0.210529415402136,0.946280991735537,0.7471,771,Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan
U7720,2026-04,594,511,73,10,0.10934901139405,0.86026936026936,0.7662,772,Subang Suria Mah Sing ~ Hab Pasar Seni
U7800,2026-04,370,360,3,7,0.104543436563956,0.972972972972973,0.8713,780,Kota Damansara ~ Hab Pasar Seni
U7828,2026-04,162,145,11,6,0.107253211792983,0.895061728395062,0.7991,782,Hentian PJ Old Town ~ Hab Pasar Seni
U7830,2026-04,127,110,11,6,0.285438192161521,0.866141732283465,0.6189,783,Stesen LRT Kelana Jaya ~ Subang Parade
U8210,2026-04,409,361,37,11,0.101637988813992,0.882640586797066,0.7929,821,Pantai Hill Park ~ Hab Pasar Seni
U8220,2026-04,50,45,1,4,1.61872736678738,0.9,0,822,Stesen LRT Bangsar ~ Bangsar Shopping Centre
