"route_id","total_schedule_duration","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"T565",32.7333333333333,"2025-04",498,458,29,11,0.9197,-0.0837,0.0554,0.107363670660879,0.9446,-0.1351,0.8736
"T565",32.7333333333333,"2025-05",346,321,18,7,0.9277,-0.075,0.0446,0.35417769931534,0.9554,-0.1207,0.8863
"T565",32.7333333333333,"2025-06",437,373,34,30,0.8535,-0.1584,0.1417,0.560964921973032,0.8583,-0.281,0.755
"T566",29.4666666666667,"2025-04",562,545,12,5,0.9698,-0.0307,0.0139,0.0109421712247209,0.9861,-0.0602,0.9416
"T566",29.4666666666667,"2025-05",400,387,13,0,0.9675,-0.033,0.0226,0.159283509766443,0.9774,-0.065,0.9371
"T566",29.4666666666667,"2025-06",584,568,15,1,0.9726,-0.0278,0.0158,0.00932343773658999,0.9842,-0.0571,0.9445
"T567",23.2333333333333,"2025-04",393,377,15,1,0.9593,-0.0416,0.0108,0.0111292906831977,0.9892,-0.0715,0.931
"T567",23.2333333333333,"2025-05",135,130,4,1,0.963,-0.0377,0.0145,0.0100661029485809,0.9855,-0.0678,0.9344
"T567",23.2333333333333,"2025-06",223,214,8,1,0.9596,-0.0412,0.0197,0.0125555747037064,0.9803,-0.0738,0.9289
"T568",37.9,"2025-04",446,412,30,4,0.9238,-0.0793,0.0235,0.10120777779259,0.9765,-0.1187,0.8881
"T568",37.9,"2025-05",502,462,38,2,0.9203,-0.083,0.0176,0.00514365607347515,0.9824,-0.121,0.886
"T568",37.9,"2025-06",513,465,34,14,0.9064,-0.0982,0.0519,0.302749047738276,0.9481,-0.1505,0.8603
"T569",29.1333333333333,"2025-04",179,169,1,9,0.9441,-0.0575,0.1779,0.121053748393018,0.8221,-0.2012,0.8177
"T569",29.1333333333333,"2025-05",235,223,0,12,0.9489,-0.0524,0.0919,0.0568763747086609,0.9081,-0.1194,0.8875
"T569",29.1333333333333,"2025-06",90,83,0,7,0.9222,-0.081,0.1224,0.112227281294107,0.8776,-0.1747,0.8397
"T585",45.2333333333333,"2025-04",779,752,18,9,0.9653,-0.0353,0.022,0.0700546037031115,0.978,-0.0673,0.9349
"T585",45.2333333333333,"2025-05",673,651,12,10,0.9673,-0.0332,0.0468,0.141094821985815,0.9532,-0.0732,0.9294
"T585",45.2333333333333,"2025-06",554,537,7,10,0.9693,-0.0312,0.0627,0.0943822875270059,0.9373,-0.078,0.925
"T586",36.2166666666667,"2025-04",581,560,20,1,0.9639,-0.0368,0.0164,0.00911689518299831,0.9836,-0.0676,0.9346
"T586",36.2166666666667,"2025-05",570,547,20,3,0.9596,-0.0412,0.0175,0.00893105459975115,0.9825,-0.0731,0.9295
"T586",36.2166666666667,"2025-06",308,297,11,0,0.9643,-0.0364,0.0116,0.00570462518821453,0.9884,-0.0656,0.9365
"T587",19.2333333333333,"2025-04",438,429,6,3,0.9795,-0.0208,0.0236,0.0730636499529311,0.9764,-0.0508,0.9505
"T587",19.2333333333333,"2025-05",432,422,8,2,0.9769,-0.0234,0.0115,0.0960949350302165,0.9885,-0.0511,0.9502
"T587",19.2333333333333,"2025-06",409,401,3,5,0.9804,-0.0198,0.0098,0.0994349927227723,0.9902,-0.0464,0.9547
"T588",25.9333333333333,"2025-04",475,447,22,6,0.9411,-0.0608,0.0582,0.0577599582563715,0.9418,-0.1102,0.8957
"T588",25.9333333333333,"2025-05",472,439,27,6,0.9301,-0.0725,0.0594,0.0295522084111835,0.9406,-0.1244,0.883
"T588",25.9333333333333,"2025-06",430,394,29,7,0.9163,-0.0874,0.0712,0.0485695444005279,0.9288,-0.1475,0.8629
"T589",29.6166666666667,"2025-04",518,497,12,9,0.9595,-0.0414,0.0525,0.00975813051312141,0.9475,-0.0852,0.9183
"T589",29.6166666666667,"2025-05",524,499,20,5,0.9523,-0.0489,0.0385,0.00600944768996798,0.9615,-0.0882,0.9156
"T589",29.6166666666667,"2025-06",499,473,23,3,0.9479,-0.0535,0.0304,0.168251306399871,0.9696,-0.091,0.913
"T772",62.4,"2025-04",235,190,43,2,0.8085,-0.2126,0.0898,0.0168695732014773,0.9102,-0.3032,0.7385
"T772",62.4,"2025-05",656,532,114,10,0.811,-0.2095,0.0962,0.055090373303956,0.9038,-0.3039,0.7379
"T772",62.4,"2025-06",606,493,97,16,0.8135,-0.2064,0.1099,0.104353430327194,0.8901,-0.3097,0.7337
"T801",27.8,"2025-04",593,574,12,7,0.968,-0.0326,0.2396,0.26582556310483,0.7604,-0.2511,0.7779
"T801",27.8,"2025-05",437,424,9,4,0.9703,-0.0302,0.2359,0.371684288294293,0.7641,-0.2435,0.7839
"T801",27.8,"2025-06",538,521,10,7,0.9684,-0.0321,0.2307,0.267460531602164,0.7693,-0.2384,0.7879
"T802",54,"2025-04",792,740,33,19,0.9343,-0.0679,0.1353,0.0669420831764295,0.8647,-0.1707,0.8431
"T802",54,"2025-05",974,917,33,24,0.9415,-0.0603,0.127,0.0368793198251978,0.873,-0.1545,0.8568
"T802",54,"2025-06",750,698,33,19,0.9307,-0.0719,0.1145,0.0764374403071018,0.8855,-0.1578,0.854
"T803",58.8666666666667,"2025-04",616,588,19,9,0.9545,-0.0465,0.0624,0.0201367822652975,0.9376,-0.0959,0.9086
"T803",57.6333333333333,"2025-05",368,347,15,6,0.9429,-0.0588,0.0248,0.0197575190861495,0.9752,-0.0952,0.9092
"T803",59.25,"2025-06",826,786,31,9,0.9516,-0.0496,0.0218,0.0135154341056559,0.9782,-0.0838,0.9196
"T804",48.7166666666667,"2025-04",283,219,56,8,0.7739,-0.2564,0.1296,0.0821047264846008,0.8704,-0.3835,0.6815
"T804",48.7166666666667,"2025-05",216,174,32,10,0.8056,-0.2162,0.1334,0.0502028413013175,0.8666,-0.3403,0.7116
"T804",47.8166666666667,"2025-06",272,223,34,15,0.8199,-0.1986,0.1561,0.105428555116335,0.8439,-0.341,0.7111
"T805",25.4333333333333,"2025-04",487,453,31,3,0.9302,-0.0724,0.0576,0.0138914342112125,0.9424,-0.1229,0.8844
"T805",25.4333333333333,"2025-05",445,418,20,7,0.9393,-0.0626,0.0648,0.0127637471675931,0.9352,-0.1154,0.891
"T805",25.4333333333333,"2025-06",454,424,28,2,0.9339,-0.0684,0.0454,0.0116585435379768,0.9546,-0.1135,0.8927
"T807",41.9333333333333,"2025-04",708,625,75,8,0.8828,-0.1247,0.0853,0.0184460098063993,0.9147,-0.1987,0.8198
"T807",41.9333333333333,"2025-05",955,836,110,9,0.8754,-0.1331,0.0804,0.00589268964130907,0.9196,-0.2053,0.8144
"T807",41.9333333333333,"2025-06",995,879,109,7,0.8834,-0.124,0.094,0.0071034296963011,0.906,-0.2036,0.8158
"T808",11.05,"2025-04",221,207,14,0,0.9367,-0.0654,0.0225,0.00687957928300206,0.9775,-0.1022,0.9028
"T808",11.05,"2025-05",222,210,12,0,0.9459,-0.0556,0.0278,0.00771067833848361,0.9722,-0.0922,0.9119
"T808",11.05,"2025-06",233,220,13,0,0.9442,-0.0574,0.0207,0.00692309044333163,0.9793,-0.0924,0.9117
"T809",33.25,"2025-04",499,435,55,9,0.8717,-0.1373,0.0563,0.0557113493324695,0.9437,-0.1975,0.8208
"T809",33.25,"2025-05",435,387,41,7,0.8897,-0.1169,0.0332,0.023206186414663,0.9668,-0.165,0.8479
"T809",33.25,"2025-06",484,430,49,5,0.8884,-0.1183,0.0377,0.0144016547944572,0.9623,-0.1681,0.8453
"T810",17.9,"2025-04",402,329,58,15,0.8184,-0.2004,0.0749,0.0228748770488499,0.9251,-0.2803,0.7556
"T810",17.9,"2025-05",413,342,63,8,0.8281,-0.1886,0.098,0.0204759749328463,0.902,-0.2808,0.7552
"T810",17.9,"2025-06",407,333,64,10,0.8182,-0.2007,0.0902,0.00945194060955472,0.9098,-0.2898,0.7484
"T811",28.9166666666667,"2025-04",512,488,17,7,0.9531,-0.048,0.0583,0.0320839913352438,0.9417,-0.0954,0.909
"T811",28.9166666666667,"2025-05",437,418,19,0,0.9565,-0.0445,0.041,0.00914395254427035,0.959,-0.0838,0.9196
"T811",28.9166666666667,"2025-06",515,490,21,4,0.9515,-0.0498,0.0532,0.0137791456121622,0.9468,-0.0953,0.9091
"T812",23.8166666666667,"2025-04",392,349,42,1,0.8903,-0.1162,0.0872,0.0162739054931507,0.9128,-0.19,0.827
"T812",23.8166666666667,"2025-05",327,297,30,0,0.9083,-0.0962,0.0869,0.0193914618120654,0.9131,-0.1666,0.8465
"T812",23.8166666666667,"2025-06",358,326,32,0,0.9106,-0.0936,0.0823,0.01229820269282,0.9177,-0.161,0.8513
"T813",20.1333333333333,"2025-04",523,490,28,5,0.9369,-0.0652,0.0389,0.00980014172233125,0.9611,-0.1069,0.8986
"T813",20.1333333333333,"2025-05",530,495,33,2,0.934,-0.0683,0.0345,0.0180571939333677,0.9655,-0.109,0.8967
"T813",20.1333333333333,"2025-06",511,476,32,3,0.9315,-0.071,0.0394,0.00668762495101064,0.9606,-0.1139,0.8923
"T814",16.4833333333333,"2025-04",320,309,10,1,0.9656,-0.035,0.0242,0.00681010278923894,0.9758,-0.0675,0.9347
"T814",16.4833333333333,"2025-05",179,172,6,1,0.9609,-0.0399,0.0166,0.00718001270316303,0.9834,-0.071,0.9315
"T814",16.4833333333333,"2025-06",299,289,9,1,0.9666,-0.034,0.0136,0.0253766930412062,0.9864,-0.0634,0.9386
"T815",35.6833333333333,"2025-04",940,868,41,31,0.9234,-0.0797,0.1167,0.0446985738027512,0.8833,-0.1685,0.8449
"T815",35.6833333333333,"2025-05",768,711,43,14,0.9258,-0.0771,0.1093,0.0631811145973086,0.8907,-0.1598,0.8523
"T815",35.6833333333333,"2025-06",912,834,50,28,0.9145,-0.0894,0.0851,0.0428847817171077,0.9149,-0.1576,0.8542
"T816",19.9,"2025-04",414,373,35,6,0.901,-0.1043,0.0384,0.0380649445027837,0.9616,-0.1523,0.8587
"T816",19.9,"2025-05",405,372,25,8,0.9185,-0.085,0.0792,0.0257405621240395,0.9208,-0.1489,0.8617
"T816",19.9,"2025-06",368,334,22,12,0.9076,-0.0969,0.1038,0.0362242536114632,0.8962,-0.1786,0.8364
"T817",32.4833333333333,"2025-04",300,270,26,4,0.9,-0.1054,0.0936,0.0205750118131463,0.9064,-0.1817,0.8339
"T817",32.4833333333333,"2025-05",248,225,21,2,0.9073,-0.0973,0.0826,0.0249856937087984,0.9174,-0.1653,0.8476
"T817",32.4833333333333,"2025-06",443,403,35,5,0.9097,-0.0946,0.081,0.0253965784866861,0.919,-0.1614,0.851
"T818",29.3666666666667,"2025-04",583,529,47,7,0.9074,-0.0972,0.0409,0.0410978034016959,0.9591,-0.1447,0.8653
"T818",29.3666666666667,"2025-05",516,467,43,6,0.905,-0.0998,0.048,0.037349922400143,0.952,-0.151,0.8598
"T818",29.3666666666667,"2025-06",648,578,61,9,0.892,-0.1143,0.0591,0.0680962601269325,0.9409,-0.1724,0.8416
"T819",34.1666666666667,"2025-04",197,156,31,10,0.7919,-0.2333,0.7654,1.75023866594753,0.2346,-1.9939,0.1362
"T819",34.1666666666667,"2025-05",159,131,21,7,0.8239,-0.1937,12.0584,3.3104633533127,0,NA,0
"T819",34.1666666666667,"2025-06",194,157,21,16,0.8093,-0.2116,6.1225,3.32395086105754,0,NA,0
"T820",20.95,"2025-04",100,63,29,8,0.63,-0.462,0.6554,1.71519036609481,0.3446,-1.8188,0.1622
"T820",20.95,"2025-05",138,89,32,17,0.6449,-0.4386,0.5294,0.765496254503796,0.4706,-1.3684,0.2545
"T820",20.95,"2025-06",138,92,34,12,0.6667,-0.4055,0.6538,1.20762042182814,0.3462,-1.7473,0.1742
"T821",39.6,"2025-04",404,348,52,4,0.8614,-0.1492,0.1058,0.0889516738334798,0.8942,-0.2408,0.786
"T821",41.0333333333333,"2025-05",391,331,60,0,0.8465,-0.1666,0.0736,0.0664515720549291,0.9264,-0.2405,0.7862
"T821",40.1166666666667,"2025-06",367,315,49,3,0.8583,-0.1528,0.0773,0.0749169977355447,0.9227,-0.2262,0.7976
"T852",41.35,"2025-04",1298,1179,108,11,0.9083,-0.0962,0.0378,0.0404338966709863,0.9622,-0.1426,0.8671
"T852",41.35,"2025-05",1047,951,81,15,0.9083,-0.0962,0.0394,0.198689519790867,0.9606,-0.1433,0.8665
"T852",41.35,"2025-06",1421,1292,104,25,0.9092,-0.0952,0.0416,0.254378880288522,0.9584,-0.1428,0.8669
