route_id,month,n,n_on_time,n_early,n_late,mae_ratio,otp,BPI
T587,2026-01,280,271,6,3,0.0187901416572912,0.967857142857143,0.9497
T588,2026-01,316,291,21,4,0.0783226661355324,0.920886075949367,0.8488
T589,2026-01,125,115,9,1,0.0455425389706975,0.92,0.8781
T772,2026-01,381,314,60,7,0.133187478382387,0.824146981627297,0.7144
T801,2026-01,183,176,1,6,0.359889643545204,0.961748633879781,0.6156
T802,2026-01,625,575,31,19,0.12871815128755,0.92,0.8016
T803,2026-01,283,263,14,6,0.0700997692977979,0.929328621908127,0.8642
T804,2026-01,61,56,2,3,0.0828879945917086,0.918032786885246,0.8419
T805,2026-01,358,330,22,6,0.0451580155459761,0.921787709497207,0.8802
T807,2026-01,869,823,26,20,0.0498991921906899,0.947065592635213,0.8998
T808,2026-01,203,190,11,2,0.0215958936612299,0.935960591133005,0.9157
T809,2026-01,317,301,12,4,0.0138304223692328,0.949526813880126,0.9364
T810,2026-01,431,368,52,11,0.130126140369019,0.853828306264501,0.7427
T811,2026-01,439,418,21,0,0.0635626683824512,0.952164009111617,0.8916
T812,2026-01,169,154,14,1,0.107812700217893,0.911242603550296,0.813
T813,2026-01,525,505,12,8,0.0238516897838633,0.961904761904762,0.939
T814,2026-01,255,244,10,1,0.014269651982137,0.956862745098039,0.9432
T815,2026-01,825,766,42,17,0.0688005295070402,0.928484848484849,0.8646
T816,2026-01,198,183,7,8,0.118700325590805,0.924242424242424,0.8145
T817,2026-01,393,356,31,6,0.127303213956573,0.905852417302799,0.7905
T818,2026-01,348,316,25,7,0.0556365373937675,0.908045977011494,0.8575
T821,2026-01,212,186,24,2,0.100370874689355,0.877358490566038,0.7893
T852,2026-01,749,662,75,12,0.0818797812592309,0.883845126835781,0.8115
